Player,Team,G,GS,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,TS%,DRB%,TRB%,AST%,STL%,BLK%,USG%,OWS,DWS,BPM,VORP,WS,WS/48,Share,W/L%,Seed,Year
Alonzo Gee,WAS,56.0,34.0,20.0,0.458,0.333,0.488,0.491,0.783,3.2,0.7,0.7,0.3,5.9,10.8,0.544,12.7,9.3,5.4,1.8,1.2,14.5,0.5,0.6,-2.5,-0.1,1.0,0.045,0.0,.280,13,2011
Amar'e Stoudemire,NYK,78.0,78.0,36.8,0.502,0.435,0.503,0.505,0.792,8.2,2.6,0.9,1.9,25.3,22.7,0.565,17.6,12.7,13.2,1.2,3.8,30.9,5.4,2.6,1.4,2.4,8.0,0.134,0.007,.512,6,2011
Amir Johnson,TOR,72.0,54.0,25.7,0.568,0.0,0.569,0.568,0.788,6.4,1.1,0.7,1.2,9.6,17.6,0.608,17.8,14.7,6.8,1.5,3.6,15.3,4.4,1.2,0.3,1.1,5.6,0.146,0.0,.268,14,2011
Anderson Varejão,CLE,31.0,31.0,32.1,0.528,0.0,0.533,0.528,0.667,9.7,1.5,0.9,1.2,9.1,15.2,0.56,24.1,17.4,7.4,1.4,2.9,13.3,1.3,0.9,-0.8,0.3,2.2,0.105,0.0,.232,15,2011
Andray Blatche,WAS,64.0,63.0,33.9,0.445,0.222,0.449,0.447,0.777,8.2,2.2,1.5,0.8,16.8,16.9,0.497,18.7,13.8,11.7,2.3,1.8,25.5,0.3,2.1,-0.9,0.6,2.4,0.053,0.0,.280,13,2011
Andre Iguodala,PHI,67.0,67.0,36.9,0.445,0.337,0.479,0.486,0.693,5.8,6.3,1.5,0.6,14.1,17.2,0.53,15.2,9.0,26.4,2.1,1.2,19.2,3.3,3.5,3.2,3.2,6.7,0.13,0.0,.500,7,2011
Andre Miller,POR,81.0,81.0,32.7,0.46,0.108,0.476,0.462,0.853,3.7,7.0,1.4,0.1,12.7,17.8,0.529,9.9,7.0,35.7,2.3,0.4,20.6,4.6,2.4,1.6,2.4,7.0,0.127,0.0,.585,6,2011
Andrea Bargnani,TOR,66.0,66.0,35.7,0.448,0.345,0.472,0.48,0.82,5.2,1.8,0.5,0.7,21.4,16.4,0.533,13.9,8.6,8.8,0.7,1.5,28.2,2.2,0.3,-1.4,0.4,2.5,0.052,0.0,.268,14,2011
Andrei Kirilenko,UTA,64.0,62.0,31.2,0.467,0.367,0.489,0.5,0.77,5.1,3.0,1.3,1.2,11.7,16.6,0.567,13.8,9.9,14.9,2.1,3.0,17.8,2.9,1.7,2.2,2.1,4.5,0.109,0.0,.476,11,2011
Andrew Bogut,MIL,65.0,65.0,35.3,0.495,0.0,0.497,0.495,0.442,11.1,2.0,0.7,2.6,12.8,16.7,0.496,27.1,18.3,10.4,1.1,5.8,19.6,0.3,5.1,1.3,1.9,5.4,0.112,0.0,.427,9,2011
Andrew Bynum,LAL,54.0,47.0,27.8,0.574,0.0,0.574,0.574,0.66,9.4,1.4,0.4,2.0,11.3,21.1,0.606,24.7,19.2,7.7,0.7,5.4,17.6,3.8,2.8,3.2,2.0,6.6,0.21,0.0,.695,2,2011
Andris Biedriņš,GSW,59.0,55.0,23.7,0.534,0.0,0.534,0.534,0.323,7.2,1.0,0.9,0.9,5.0,12.1,0.526,23.3,17.3,6.0,1.9,2.8,10.6,1.1,1.5,-2.3,-0.1,2.6,0.088,0.0,.439,12,2011
Andrés Nocioni,PHI,54.0,17.0,17.2,0.426,0.356,0.478,0.502,0.803,3.1,0.8,0.3,0.3,6.1,10.1,0.538,18.6,10.5,7.4,0.8,1.2,17.4,0.2,1.1,-2.5,-0.1,1.3,0.067,0.0,.500,7,2011
Andy Rautins,NYK,5.0,0.0,4.8,0.429,0.25,0.667,0.5,0.5,0.2,0.6,0.2,0.0,1.6,-1.2,0.508,4.8,2.4,18.7,2.1,0.0,27.5,-0.2,0.0,-13.2,-0.1,-0.2,-0.314,0.0,.512,6,2011
Antawn Jamison,CLE,56.0,38.0,32.9,0.427,0.346,0.462,0.479,0.731,6.7,1.7,0.9,0.5,18.0,16.8,0.516,18.5,11.7,9.6,1.4,1.2,26.0,1.5,1.1,-0.1,0.9,2.6,0.067,0.0,.232,15,2011
Anthony Carter,NYK,33.0,0.0,14.0,0.425,0.3,0.5,0.481,1.0,1.5,2.1,0.8,0.2,3.3,9.2,0.502,10.9,6.3,21.3,2.9,1.0,14.3,-0.2,0.4,-2.4,-0.1,0.2,0.023,0.0,.512,6,2011
Anthony Morrow,NJN,58.0,47.0,32.0,0.45,0.423,0.469,0.539,0.897,3.0,1.2,0.3,0.1,13.2,12.1,0.573,8.8,5.5,6.3,0.5,0.3,18.0,2.6,0.4,-1.0,0.5,3.0,0.078,0.0,.293,12,2011
Anthony Parker,CLE,72.0,65.0,29.0,0.399,0.379,0.412,0.476,0.779,3.0,3.0,0.9,0.1,8.3,10.5,0.505,10.5,6.0,16.7,1.7,0.4,14.6,0.9,0.6,-2.0,0.0,1.5,0.034,0.0,.232,15,2011
Anthony Randolph,NYK,40.0,3.0,14.8,0.466,0.25,0.469,0.468,0.674,4.0,0.8,0.6,0.6,7.6,16.2,0.505,22.7,15.2,9.8,1.9,3.1,25.8,-0.2,0.6,-2.2,0.0,0.5,0.038,0.0,.512,6,2011
Anthony Tolliver,MIN,65.0,4.0,21.0,0.45,0.409,0.475,0.526,0.802,4.5,1.3,0.4,0.4,6.7,13.3,0.585,17.0,12.0,8.9,1.0,1.6,13.1,2.6,0.7,0.0,0.7,3.3,0.115,0.0,.207,15,2011
Antoine Wright,SAC,7.0,0.0,4.4,0.125,0.0,0.25,0.125,0.0,0.4,0.0,0.1,0.0,0.3,-4.8,0.125,3.8,5.5,0.0,1.6,0.0,12.6,-0.1,0.0,-14.3,-0.1,-0.1,-0.179,0.0,.293,14,2011
Antonio Daniels,PHI,4.0,0.0,8.8,0.4,0.0,0.667,0.4,1.0,1.2,0.5,0.0,0.0,1.5,6.7,0.51,16.5,8.2,7.9,0.0,0.0,9.1,0.0,0.0,-6.0,0.0,0.0,0.044,0.0,.500,7,2011
Antonio McDyess,SAS,73.0,16.0,19.0,0.491,0.0,0.493,0.491,0.675,5.4,1.2,0.5,0.5,5.3,12.8,0.516,22.3,16.5,9.0,1.3,2.0,14.9,1.0,2.1,-0.7,0.4,3.0,0.105,0.0,.744,1,2011
Armon Johnson,POR,38.0,0.0,7.3,0.455,0.417,0.461,0.48,0.591,0.9,1.2,0.1,0.0,2.9,9.3,0.497,11.5,7.9,28.1,1.0,0.3,25.1,-0.4,0.2,-5.1,-0.2,-0.3,-0.044,0.0,.585,6,2011
Arron Afflalo,DEN,69.0,69.0,33.7,0.498,0.423,0.546,0.581,0.847,3.6,2.4,0.5,0.4,12.6,13.6,0.62,9.9,6.2,10.9,0.7,1.0,14.8,4.8,1.4,1.4,2.0,6.2,0.128,0.0,.610,5,2011
Austin Daye,DET,72.0,16.0,20.1,0.41,0.401,0.415,0.483,0.759,3.8,1.1,0.5,0.5,7.5,13.0,0.518,18.6,11.6,8.5,1.5,2.2,18.6,1.2,0.9,-1.3,0.3,2.1,0.07,0.0,.366,11,2011
Avery Bradley,BOS,31.0,0.0,5.2,0.343,0.0,0.371,0.343,0.5,0.5,0.4,0.3,0.0,1.7,2.2,0.36,9.3,6.5,11.9,3.0,0.0,26.1,-0.8,0.3,-11.1,-0.4,-0.5,-0.139,0.0,.683,3,2011
Baron Davis,LAC,58.0,44.0,28.4,0.417,0.339,0.458,0.475,0.771,2.7,6.7,1.3,0.5,13.1,17.0,0.506,8.6,5.5,41.2,2.4,1.3,24.4,1.5,1.3,1.9,1.6,2.8,0.081,0.0,.390,13,2011
Ben Gordon,DET,82.0,27.0,26.0,0.44,0.402,0.46,0.51,0.85,2.4,2.1,0.6,0.2,11.2,12.4,0.548,9.3,5.6,13.2,1.2,0.6,21.5,1.3,0.3,-2.5,-0.3,1.7,0.037,0.0,.366,11,2011
Ben Uzoh,NJN,42.0,0.0,10.4,0.424,0.375,0.426,0.434,0.589,1.5,1.6,0.3,0.2,3.8,14.7,0.468,8.6,8.2,26.7,1.6,1.4,20.5,0.2,0.2,-0.6,0.2,0.5,0.054,0.0,.293,12,2011
Ben Wallace,DET,54.0,49.0,22.9,0.45,0.5,0.449,0.453,0.333,6.5,1.3,1.0,1.0,2.9,12.3,0.442,22.9,17.3,8.1,2.3,3.5,8.2,0.5,1.4,0.0,0.6,1.9,0.072,0.0,.366,11,2011
Beno Udrih,SAC,79.0,64.0,34.6,0.5,0.357,0.54,0.539,0.864,3.4,4.9,1.2,0.1,13.7,15.7,0.587,9.6,5.5,22.1,1.7,0.2,16.9,5.6,1.6,0.5,1.7,7.2,0.126,0.0,.293,14,2011
Blake Griffin,LAC,82.0,82.0,38.0,0.506,0.292,0.51,0.508,0.642,12.1,3.8,0.8,0.5,22.5,21.9,0.549,26.9,18.6,18.7,1.0,1.1,27.3,6.5,3.4,2.6,3.6,9.8,0.152,0.004,.390,13,2011
Bobby Simmons,SAS,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-5.5,0.0,0.0,0.0,15.7,0.0,0.0,8.6,0.0,0.0,-11.8,0.0,0.0,-0.138,0.0,.744,1,2011
Boris Diaw,CHA,82.0,82.0,33.9,0.492,0.345,0.553,0.543,0.683,5.0,4.1,0.9,0.6,11.3,13.9,0.558,13.6,9.0,20.6,1.4,1.3,16.8,2.4,2.3,0.6,1.8,4.8,0.082,0.0,.415,10,2011
Brad Miller,HOU,60.0,5.0,16.9,0.446,0.374,0.487,0.514,0.83,3.7,2.4,0.5,0.4,6.4,16.3,0.566,19.9,12.4,21.4,1.4,1.4,17.0,2.0,1.0,2.8,1.2,3.0,0.142,0.0,.524,9,2011
Brandan Wright,NJN,37.0,2.0,10.2,0.513,0.0,0.513,0.513,0.677,2.4,0.3,0.3,0.5,3.8,15.9,0.54,18.2,13.6,5.1,1.5,3.4,17.2,0.4,0.4,-1.4,0.1,0.8,0.099,0.0,.293,12,2011
Brandon Bass,ORL,76.0,51.0,26.1,0.515,0.0,0.516,0.515,0.815,5.6,0.8,0.4,0.7,11.2,15.9,0.571,16.7,12.5,5.0,0.7,2.0,19.8,3.2,3.1,0.2,1.1,6.3,0.153,0.0,.634,4,2011
Brandon Jennings,MIL,63.0,61.0,34.4,0.39,0.323,0.422,0.443,0.809,3.7,4.8,1.5,0.3,16.2,15.6,0.493,10.6,6.3,25.9,2.3,0.8,25.5,0.6,3.3,1.6,2.0,3.9,0.086,0.0,.427,9,2011
Brandon Roy,POR,47.0,23.0,27.9,0.4,0.333,0.418,0.436,0.848,2.6,2.7,0.8,0.3,12.2,13.9,0.491,9.1,5.6,16.8,1.5,0.8,22.8,1.2,0.9,-0.2,0.6,2.1,0.077,0.0,.585,6,2011
Brandon Rush,IND,67.0,21.0,26.2,0.421,0.417,0.425,0.512,0.755,3.2,0.9,0.6,0.5,9.1,10.6,0.54,11.6,6.9,5.6,1.2,1.5,15.9,0.9,1.7,-0.8,0.5,2.6,0.07,0.0,.451,8,2011
Brendan Haywood,DAL,72.0,8.0,18.5,0.574,0.0,0.577,0.574,0.362,5.2,0.3,0.2,1.0,4.4,11.7,0.532,20.9,16.5,2.1,0.6,4.2,12.4,0.8,2.1,-1.9,0.0,2.9,0.104,0.0,.695,3,2011
Brian Cardinal,DAL,56.0,4.0,11.0,0.43,0.483,0.077,0.64,0.944,1.1,0.7,0.4,0.1,2.6,9.7,0.672,8.9,5.6,9.1,2.0,0.9,9.5,1.0,0.7,1.2,0.5,1.7,0.132,0.0,.695,3,2011
Brian Cook,LAC,40.0,0.0,11.2,0.424,0.43,0.418,0.524,0.625,2.4,0.4,0.3,0.3,4.8,11.6,0.534,20.0,12.6,5.6,1.4,1.9,20.5,0.1,0.5,-1.9,0.0,0.6,0.064,0.0,.390,13,2011
Brian Scalabrine,CHI,18.0,0.0,4.9,0.526,0.0,0.714,0.526,0.0,0.4,0.3,0.2,0.2,1.1,6.5,0.526,9.1,5.3,10.4,1.8,3.5,12.5,0.0,0.2,-3.8,0.0,0.1,0.071,0.0,.756,1,2011
Brian Skinner,MIL,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.3,0.0,0.0,0.023,0.0,.427,9,2011
Brook Lopez,NJN,82.0,82.0,35.2,0.492,0.0,0.492,0.492,0.787,6.0,1.6,0.6,1.5,20.4,19.3,0.549,12.3,10.0,8.8,0.9,3.2,27.3,4.4,1.9,0.6,1.9,6.3,0.105,0.0,.293,12,2011
Byron Mullens,OKC,13.0,0.0,6.5,0.321,0.0,0.321,0.321,0.5,1.8,0.0,0.2,0.2,1.9,3.5,0.366,24.0,16.5,0.0,1.2,2.6,22.5,-0.3,0.1,-11.7,-0.2,-0.2,-0.113,0.0,.671,4,2011
C.J. Miles,UTA,78.0,19.0,25.2,0.407,0.322,0.459,0.468,0.811,3.3,1.7,0.9,0.5,12.8,14.4,0.507,12.4,7.8,11.7,2.0,1.6,25.1,1.2,1.3,-1.0,0.5,2.5,0.061,0.0,.476,11,2011
C.J. Watson,CHI,82.0,1.0,13.3,0.371,0.393,0.362,0.426,0.742,1.1,2.3,0.7,0.1,4.9,12.8,0.466,8.1,5.0,26.9,2.7,0.8,21.4,0.2,2.0,-0.3,0.5,2.1,0.093,0.0,.756,1,2011
Carl Landry,SAC,76.0,26.0,26.4,0.502,0.0,0.505,0.502,0.74,4.6,0.8,0.5,0.4,11.9,14.8,0.555,10.8,10.0,5.2,1.0,1.2,20.5,2.8,1.3,-1.9,0.1,4.1,0.098,0.0,.293,14,2011
Carlos Arroyo,MIA,64.0,43.0,18.5,0.44,0.449,0.436,0.496,0.83,1.6,2.0,0.3,0.0,4.8,9.0,0.528,7.9,5.2,15.8,0.9,0.1,14.0,0.5,1.1,-2.3,-0.1,1.7,0.068,0.0,.707,2,2011
Carlos Boozer,CHI,59.0,59.0,31.9,0.51,0.0,0.51,0.51,0.701,9.6,2.5,0.8,0.3,17.5,18.8,0.542,26.3,17.6,14.3,1.3,0.7,26.9,1.9,3.9,1.0,1.4,5.8,0.149,0.0,.756,1,2011
Carlos Delfino,MIL,49.0,40.0,32.4,0.39,0.37,0.415,0.492,0.8,4.1,2.3,1.6,0.2,11.5,13.1,0.517,13.2,7.3,12.1,2.6,0.4,17.7,0.9,2.6,1.5,1.4,3.5,0.105,0.0,.427,9,2011
Carmelo Anthony,NYK,77.0,77.0,35.7,0.455,0.378,0.47,0.487,0.838,7.3,2.9,0.9,0.6,25.6,21.7,0.557,18.3,11.8,14.7,1.2,1.3,32.0,5.4,2.5,1.9,2.7,7.9,0.138,0.0,.512,6,2011
Caron Butler,DAL,29.0,29.0,29.9,0.45,0.431,0.454,0.487,0.773,4.1,1.6,1.0,0.3,15.0,14.2,0.523,12.5,8.0,9.1,1.7,0.7,25.1,0.2,1.0,-0.9,0.2,1.2,0.067,0.0,.695,3,2011
Cartier Martin,WAS,52.0,1.0,10.4,0.39,0.394,0.386,0.497,0.7,1.4,0.3,0.3,0.1,4.0,11.7,0.524,11.8,7.8,5.2,1.7,0.8,17.6,0.5,0.3,-0.6,0.2,0.8,0.071,0.0,.280,13,2011
Channing Frye,PHO,77.0,64.0,33.0,0.432,0.39,0.479,0.535,0.832,6.7,1.2,0.6,1.0,12.7,12.8,0.557,20.4,11.7,5.7,0.9,2.3,16.9,2.7,2.1,-0.3,1.1,4.7,0.09,0.0,.488,10,2011
Charlie Bell,GSW,19.0,0.0,9.0,0.279,0.286,0.273,0.349,0.5,0.9,0.7,0.3,0.1,1.7,4.7,0.357,8.1,6.0,10.1,1.8,0.4,13.1,-0.2,0.0,-5.0,-0.1,-0.1,-0.04,0.0,.439,12,2011
Charlie Villanueva,DET,76.0,11.0,21.9,0.442,0.387,0.488,0.53,0.767,3.9,0.6,0.6,0.6,11.1,15.9,0.553,18.8,10.8,5.0,1.4,2.0,23.1,2.1,1.0,-0.4,0.7,3.1,0.091,0.0,.366,11,2011
Chase Budinger,HOU,78.0,22.0,22.3,0.425,0.325,0.497,0.493,0.855,3.6,1.6,0.5,0.2,9.8,14.2,0.534,15.0,9.2,11.5,1.2,0.7,19.9,2.2,1.2,-0.2,0.8,3.4,0.095,0.0,.524,9,2011
Chauncey Billups,NYK,72.0,72.0,32.1,0.427,0.402,0.448,0.519,0.916,2.6,5.4,1.0,0.2,16.8,18.7,0.617,8.1,4.7,25.8,1.5,0.5,22.3,6.6,1.4,2.6,2.7,8.0,0.166,0.0,.512,6,2011
Chris Andersen,DEN,45.0,0.0,16.3,0.599,0.0,0.603,0.599,0.637,4.9,0.4,0.5,1.3,5.6,19.0,0.636,22.1,17.3,4.0,1.6,6.0,13.5,1.9,1.2,3.0,0.9,3.2,0.207,0.0,.610,5,2011
Chris Bosh,MIA,77.0,77.0,36.3,0.496,0.24,0.502,0.499,0.815,8.3,1.9,0.8,0.6,18.7,19.4,0.569,20.0,13.6,8.9,1.1,1.4,23.5,6.1,4.3,1.3,2.3,10.3,0.177,0.0,.707,2,2011
Chris Douglas-Roberts,MIL,44.0,12.0,20.1,0.429,0.326,0.449,0.456,0.831,2.0,1.1,0.7,0.3,7.3,11.5,0.517,11.0,5.8,9.8,1.8,1.2,18.4,0.4,1.3,-1.4,0.1,1.6,0.088,0.0,.427,9,2011
Chris Duhon,ORL,51.0,5.0,15.2,0.38,0.25,0.468,0.43,0.56,1.0,2.3,0.3,0.0,2.5,5.6,0.446,6.3,3.9,22.4,1.1,0.2,12.0,-0.7,0.9,-3.8,-0.3,0.2,0.014,0.0,.634,4,2011
Chris Johnson,POR,14.0,1.0,9.9,0.429,0.0,0.429,0.429,0.75,2.3,0.2,0.2,0.6,2.4,10.2,0.554,18.2,14.2,3.2,1.2,5.3,13.5,0.0,0.2,-4.2,-0.1,0.2,0.08,0.0,.585,6,2011
Chris Kaman,LAC,32.0,15.0,26.2,0.471,0.0,0.471,0.471,0.754,7.0,1.4,0.5,1.5,12.4,15.7,0.495,24.1,15.7,10.0,1.0,4.5,24.4,-0.2,1.1,-1.4,0.1,0.8,0.047,0.0,.390,13,2011
Chris Paul,NOH,80.0,80.0,36.0,0.463,0.388,0.482,0.502,0.878,4.1,9.8,2.4,0.1,15.8,23.7,0.578,12.3,6.9,45.8,3.5,0.1,21.1,9.5,4.4,7.1,6.7,13.9,0.232,0.002,.561,7,2011
Chris Quinn,SAS,41.0,0.0,7.1,0.363,0.297,0.407,0.423,0.5,0.6,1.0,0.1,0.0,2.0,7.5,0.428,8.5,5.0,21.1,0.9,0.2,16.8,-0.1,0.2,-4.3,-0.2,0.1,0.024,0.0,.744,1,2011
Chris Wilcox,DET,57.0,29.0,17.5,0.581,0.0,0.583,0.581,0.562,4.8,0.8,0.5,0.3,7.4,18.0,0.587,22.7,16.7,7.4,1.6,1.4,18.9,2.0,0.8,-1.4,0.2,2.8,0.133,0.0,.366,11,2011
Christian Eyenga,CLE,44.0,18.0,21.5,0.425,0.275,0.488,0.466,0.643,2.8,0.8,0.8,0.6,6.9,9.0,0.476,12.0,7.5,6.2,1.9,2.3,17.5,-0.8,0.5,-4.0,-0.5,-0.3,-0.016,0.0,.232,15,2011
Chuck Hayes,HOU,74.0,63.0,28.1,0.527,0.0,0.529,0.527,0.662,8.1,2.7,1.1,0.7,7.9,16.2,0.554,20.7,16.3,14.3,1.9,1.6,13.0,3.9,2.4,1.9,2.1,6.3,0.146,0.0,.524,9,2011
Cole Aldrich,OKC,18.0,0.0,7.9,0.533,0.0,0.533,0.533,0.5,1.9,0.2,0.3,0.4,1.0,7.0,0.537,17.5,14.4,4.0,1.8,3.6,7.9,0.0,0.2,-4.0,-0.1,0.2,0.066,0.0,.671,4,2011
Corey Brewer,MIN,69.0,24.0,21.9,0.395,0.268,0.434,0.426,0.708,2.5,1.3,1.4,0.2,8.0,11.0,0.482,8.9,6.5,9.1,3.3,0.8,18.8,-0.1,1.3,-2.3,-0.1,1.1,0.036,0.0,.207,15,2011
Corey Maggette,MIL,67.0,18.0,20.9,0.453,0.359,0.468,0.478,0.834,3.6,1.3,0.3,0.1,12.0,15.8,0.573,16.8,10.0,11.3,0.8,0.3,27.7,1.5,1.9,-0.8,0.5,3.4,0.115,0.0,.427,9,2011
Courtney Lee,HOU,81.0,1.0,21.3,0.439,0.408,0.453,0.501,0.792,2.6,1.2,0.7,0.2,8.3,12.6,0.534,10.4,6.9,8.9,1.7,0.7,17.9,1.6,1.1,-1.1,0.4,2.7,0.076,0.0,.524,9,2011
Craig Brackins,PHI,3.0,0.0,11.0,0.25,0.0,0.364,0.25,0.0,1.3,0.3,0.3,0.0,2.7,0.1,0.25,7.0,7.0,4.6,1.6,0.0,22.3,-0.1,0.0,-12.5,-0.1,-0.1,-0.154,0.0,.500,7,2011
Craig Smith,LAC,48.0,0.0,12.2,0.553,0.0,0.568,0.553,0.735,2.4,0.6,0.3,0.1,5.4,15.4,0.592,14.7,11.7,9.1,1.4,0.9,19.1,1.0,0.4,-1.1,0.1,1.5,0.12,0.0,.390,13,2011
D.J. Augustin,CHA,82.0,82.0,33.6,0.416,0.333,0.461,0.474,0.906,2.7,6.1,0.7,0.0,14.4,15.9,0.541,8.3,4.9,31.1,1.0,0.1,21.2,4.9,1.3,0.1,1.5,6.2,0.108,0.0,.415,10,2011
D.J. Mbenga,NOH,41.0,0.0,8.0,0.469,0.0,0.469,0.469,0.722,2.1,0.1,0.1,0.7,1.4,9.7,0.518,18.9,15.9,2.7,1.0,6.8,11.3,0.0,0.6,-2.8,-0.1,0.5,0.076,0.0,.561,7,2011
D.J. White,OKC,47.0,0.0,14.6,0.507,0.0,0.512,0.507,0.719,3.4,0.4,0.3,0.4,5.7,15.3,0.542,20.0,13.8,4.9,0.9,2.3,17.7,1.1,0.7,-1.1,0.2,1.8,0.128,0.0,.671,4,2011
DaJuan Summers,DET,22.0,1.0,9.0,0.406,0.429,0.396,0.471,0.45,0.5,0.1,0.1,0.0,3.4,4.4,0.476,6.4,3.7,1.6,0.8,0.4,21.3,-0.3,0.0,-9.5,-0.4,-0.3,-0.083,0.0,.366,11,2011
Daequan Cook,OKC,43.0,0.0,13.9,0.436,0.422,0.519,0.616,0.8,1.7,0.5,0.3,0.0,5.6,12.8,0.63,12.1,7.0,5.3,1.2,0.1,15.7,1.2,0.4,1.1,0.5,1.6,0.126,0.0,.671,4,2011
Dahntay Jones,IND,45.0,2.0,13.1,0.467,0.359,0.491,0.5,0.767,1.4,0.7,0.4,0.2,6.3,13.7,0.558,11.4,6.1,9.5,1.7,0.9,21.4,0.6,0.6,-1.2,0.1,1.2,0.102,0.0,.451,8,2011
Damien Wilkins,ATL,52.0,0.0,13.0,0.504,0.2,0.528,0.511,0.714,1.7,0.8,0.5,0.2,3.5,11.4,0.557,11.9,8.0,9.3,2.1,1.0,12.8,0.7,0.8,-1.0,0.2,1.5,0.104,0.0,.537,5,2011
Damion James,NJN,25.0,9.0,16.1,0.447,0.0,0.46,0.447,0.643,3.4,0.8,0.6,0.5,4.4,10.1,0.477,20.5,12.5,8.1,2.1,2.3,16.2,-0.4,0.5,-2.6,-0.1,0.1,0.015,0.0,.293,12,2011
Dan Gadzuric,NJN,42.0,9.0,11.0,0.419,0.0,0.422,0.419,0.37,3.2,0.3,0.3,0.7,2.8,9.9,0.419,16.4,16.8,4.5,1.4,4.8,16.5,-0.3,0.4,-7.0,-0.6,0.1,0.014,0.0,.293,12,2011
Daniel Gibson,CLE,67.0,15.0,27.8,0.4,0.403,0.398,0.489,0.822,2.6,3.0,0.7,0.3,11.6,13.2,0.533,9.7,5.5,18.3,1.3,0.9,19.7,2.0,0.4,-0.4,0.8,2.4,0.062,0.0,.232,15,2011
Danilo Gallinari,NYK,62.0,60.0,33.9,0.414,0.352,0.467,0.495,0.862,4.9,1.7,0.8,0.4,15.6,15.7,0.597,13.4,8.3,7.4,1.2,0.9,18.9,4.9,1.2,0.7,1.4,6.1,0.139,0.0,.512,6,2011
Danny Granger,IND,79.0,79.0,35.0,0.425,0.386,0.443,0.487,0.848,5.4,2.6,1.1,0.8,20.5,17.8,0.554,13.5,8.5,13.0,1.6,1.6,26.7,3.7,3.2,2.1,2.9,6.9,0.12,0.0,.451,8,2011
Danny Green,SAS,8.0,0.0,11.5,0.486,0.368,0.625,0.586,0.0,1.9,0.2,0.2,0.1,5.1,13.2,0.586,14.8,9.5,3.6,1.1,0.8,20.0,0.0,0.1,-0.6,0.0,0.1,0.076,0.0,.744,1,2011
