Player,Team,G,GS,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,TS%,DRB%,TRB%,AST%,STL%,BLK%,USG%,OWS,DWS,BPM,VORP,WS,WS/48,Share,W/L%,Seed,Year
Andre Iguodala,PHI,62.0,62.0,35.6,0.454,0.394,0.481,0.514,0.617,6.1,5.5,1.7,0.5,12.4,17.6,0.537,16.4,9.6,23.7,2.6,1.0,17.7,3.1,4.2,4.0,3.3,7.3,0.158,0.0,.530,8,2012
Andre Miller,DEN,66.0,7.0,27.4,0.438,0.217,0.478,0.455,0.811,3.3,6.7,1.0,0.1,9.7,14.8,0.51,10.5,7.1,36.5,1.8,0.4,19.8,1.9,1.0,-0.3,0.7,2.9,0.078,0.0,.576,6,2012
Andrea Bargnani,TOR,31.0,31.0,33.3,0.432,0.296,0.474,0.467,0.873,5.5,2.0,0.6,0.5,19.5,17.9,0.538,16.6,9.8,11.6,0.9,1.2,28.7,1.3,0.9,1.1,0.8,2.2,0.104,0.0,.348,11,2012
Andrew Bogut,MIL,12.0,12.0,30.3,0.449,0.0,0.452,0.449,0.609,8.3,2.6,1.0,2.0,11.3,14.9,0.465,24.3,15.1,13.7,1.7,5.0,20.6,-0.1,0.6,0.5,0.2,0.5,0.062,0.0,.470,9,2012
Andrew Bynum,LAL,60.0,60.0,35.2,0.558,0.2,0.56,0.558,0.692,11.8,1.4,0.4,1.9,18.7,22.9,0.594,26.1,18.7,7.4,0.7,4.0,23.8,4.8,3.3,2.9,2.6,8.0,0.183,0.0,.621,3,2012
Andrew Goudelock,LAL,40.0,0.0,10.5,0.391,0.373,0.404,0.471,0.917,0.8,0.5,0.1,0.0,4.4,8.4,0.488,6.6,4.1,8.0,0.5,0.0,21.9,0.0,0.1,-5.0,-0.3,0.1,0.011,0.0,.621,3,2012
Andris Biedriņš,GSW,47.0,35.0,15.7,0.609,0.0,0.609,0.609,0.111,3.7,0.3,0.5,1.0,1.7,8.8,0.581,20.0,13.5,3.0,1.6,4.7,5.1,0.6,0.7,-2.3,0.0,1.3,0.085,0.0,.348,13,2012
Andrés Nocioni,PHI,11.0,1.0,5.1,0.25,0.167,0.286,0.275,0.545,1.3,0.1,0.1,0.1,1.5,1.8,0.342,25.9,13.9,2.6,1.0,1.3,25.0,-0.3,0.1,-12.9,-0.2,-0.2,-0.139,0.0,.530,8,2012
Antawn Jamison,CLE,65.0,65.0,33.1,0.403,0.341,0.425,0.447,0.683,6.3,2.0,0.8,0.7,17.2,16.1,0.481,15.7,10.8,11.9,1.2,1.5,26.2,2.1,1.0,-0.3,0.9,3.1,0.07,0.0,.318,13,2012
Anthony Carter,TOR,24.0,0.0,8.7,0.321,0.294,0.333,0.368,0.8,1.4,1.4,0.3,0.2,2.0,8.7,0.409,15.5,9.3,25.9,2.1,1.6,16.8,-0.3,0.3,-3.0,-0.1,0.0,0.001,0.0,.348,11,2012
Anthony Morrow,NJN,62.0,18.0,26.4,0.413,0.371,0.446,0.494,0.933,2.0,1.0,0.7,0.1,12.0,13.1,0.531,7.0,4.5,6.8,1.5,0.4,21.6,1.7,0.0,-1.9,0.0,1.7,0.051,0.0,.333,12,2012
Anthony Parker,CLE,51.0,51.0,25.1,0.433,0.362,0.484,0.509,0.625,2.7,2.4,0.7,0.1,7.2,10.9,0.523,11.8,6.1,15.7,1.6,0.4,14.1,1.0,0.4,-1.7,0.1,1.4,0.052,0.0,.318,13,2012
Anthony Randolph,MIN,34.0,5.0,15.2,0.47,0.0,0.472,0.47,0.762,3.6,0.6,0.4,1.0,7.4,17.6,0.532,17.5,13.2,6.6,1.3,4.8,23.8,0.5,0.6,-0.8,0.2,1.1,0.099,0.0,.394,12,2012
Anthony Tolliver,MIN,51.0,0.0,17.3,0.39,0.248,0.568,0.459,0.745,3.0,0.4,0.4,0.4,4.1,8.3,0.504,13.0,9.6,3.8,1.0,1.5,12.2,0.3,0.6,-2.6,-0.2,0.9,0.049,0.0,.394,12,2012
Armon Johnson,POR,9.0,0.0,13.8,0.465,0.333,0.475,0.477,1.0,1.4,1.2,0.6,0.0,5.2,12.9,0.515,11.6,6.1,16.1,2.1,0.0,19.1,0.1,0.0,-1.7,0.0,0.1,0.05,0.0,.424,11,2012
Arron Afflalo,DEN,62.0,62.0,33.6,0.471,0.398,0.504,0.534,0.798,3.2,2.4,0.6,0.2,15.2,14.7,0.584,8.5,5.5,11.1,0.9,0.5,19.1,4.7,0.6,0.1,1.1,5.3,0.121,0.0,.576,6,2012
Austin Daye,DET,41.0,4.0,14.7,0.322,0.21,0.364,0.35,0.814,2.2,0.8,0.5,0.5,4.7,7.1,0.394,15.8,9.0,9.2,2.0,2.8,21.9,-1.3,0.6,-5.0,-0.5,-0.6,-0.05,0.0,.379,10,2012
Avery Bradley,BOS,64.0,28.0,21.4,0.498,0.407,0.511,0.525,0.795,1.8,1.4,0.7,0.2,7.6,11.3,0.555,6.7,5.0,10.8,1.7,0.7,17.9,0.6,1.9,-1.7,0.1,2.4,0.085,0.0,.591,5,2012
Baron Davis,NYK,29.0,14.0,20.5,0.37,0.306,0.424,0.44,0.667,1.9,4.7,1.2,0.1,6.1,10.0,0.457,8.4,5.4,36.2,2.9,0.4,20.4,-0.7,0.8,-2.1,0.0,0.2,0.014,0.0,.545,7,2012
Ben Gordon,DET,52.0,21.0,26.9,0.442,0.429,0.446,0.501,0.86,2.3,2.4,0.7,0.2,12.5,13.5,0.549,9.5,5.2,16.5,1.3,0.6,23.3,1.0,0.7,-1.7,0.1,1.7,0.058,0.0,.379,10,2012
Ben Uzoh,TOR,18.0,8.0,20.6,0.354,0.0,0.357,0.354,0.579,3.7,3.4,0.9,0.2,4.5,10.9,0.377,15.1,10.6,26.8,2.5,0.7,16.1,-0.2,0.4,-1.1,0.1,0.2,0.032,0.0,.348,11,2012
Ben Wallace,DET,62.0,11.0,15.8,0.395,0.25,0.402,0.401,0.34,4.3,0.7,0.8,0.8,1.4,10.7,0.398,23.7,16.4,6.4,2.6,4.1,6.6,-0.1,1.6,0.6,0.7,1.4,0.07,0.0,.379,10,2012
Beno Udrih,MIL,59.0,0.0,18.3,0.44,0.288,0.473,0.465,0.709,1.7,3.8,0.6,0.0,5.9,13.1,0.488,8.0,5.2,32.2,1.8,0.1,17.7,0.8,0.6,-2.1,0.0,1.4,0.061,0.0,.470,9,2012
Bismack Biyombo,CHA,63.0,41.0,23.1,0.464,0.0,0.464,0.464,0.483,5.8,0.4,0.3,1.8,5.2,10.6,0.48,20.8,14.5,3.1,0.7,5.9,13.1,-0.5,1.1,-4.6,-1.0,0.6,0.019,0.0,.106,15,2012
Blake Ahearn,UTA,4.0,0.0,7.5,0.286,0.222,0.4,0.357,0.0,0.5,0.2,0.0,0.0,2.5,-7.3,0.357,7.7,3.8,5.2,0.0,0.0,28.4,-0.2,0.0,-19.5,-0.1,-0.2,-0.315,0.0,.545,7,2012
Blake Griffin,LAC,66.0,66.0,36.2,0.549,0.125,0.556,0.55,0.521,10.9,3.2,0.8,0.7,20.7,23.4,0.557,25.1,17.8,16.6,1.2,1.7,26.6,6.6,2.6,3.7,3.4,9.2,0.185,0.0,.606,5,2012
Bobby Simmons,LAC,28.0,0.0,14.9,0.311,0.333,0.267,0.422,0.571,2.0,0.4,0.5,0.1,2.9,6.0,0.43,10.9,7.8,3.8,1.9,0.6,11.4,0.0,0.3,-3.6,-0.2,0.3,0.029,0.0,.606,5,2012
Boris Diaw,SAS,57.0,35.0,25.0,0.444,0.313,0.496,0.489,0.629,4.9,3.6,0.6,0.4,6.4,11.2,0.498,17.3,11.3,23.8,1.2,1.3,15.5,-0.3,0.8,-1.8,0.1,0.6,0.019,0.0,.758,1,2012
Brad Miller,MIN,15.0,1.0,9.7,0.333,0.467,0.167,0.463,0.833,1.3,1.6,0.3,0.1,2.3,10.7,0.542,11.5,7.2,24.3,1.4,1.0,13.5,0.1,0.1,-1.0,0.0,0.2,0.06,0.0,.394,12,2012
Brandan Wright,DAL,49.0,0.0,16.1,0.618,0.0,0.621,0.618,0.634,3.6,0.3,0.4,1.3,6.9,21.6,0.632,15.8,12.4,2.9,1.5,6.4,17.0,2.2,1.3,3.7,1.1,3.5,0.215,0.0,.545,8,2012
Brandon Bass,BOS,59.0,39.0,31.7,0.479,0.0,0.479,0.479,0.81,6.2,0.9,0.6,0.9,12.5,14.1,0.524,16.3,11.5,5.1,1.0,2.2,19.8,1.5,3.2,-1.0,0.5,4.7,0.122,0.0,.591,5,2012
Brandon Jennings,MIL,66.0,66.0,35.3,0.418,0.332,0.464,0.476,0.808,3.4,5.5,1.6,0.3,19.1,18.4,0.514,8.6,5.3,26.7,2.3,0.7,25.9,3.8,1.8,2.7,2.8,5.5,0.114,0.0,.470,9,2012
Brandon Knight,DET,66.0,60.0,32.3,0.415,0.38,0.434,0.483,0.759,3.2,3.8,0.7,0.2,12.8,11.7,0.511,10.3,5.9,20.8,1.2,0.4,21.7,0.3,1.0,-2.6,-0.3,1.3,0.029,0.0,.379,10,2012
Brandon Rush,GSW,65.0,1.0,26.4,0.501,0.452,0.544,0.607,0.793,3.9,1.4,0.5,0.9,9.8,15.2,0.628,14.4,8.3,7.9,1.1,2.6,15.4,2.9,0.6,1.7,1.6,3.5,0.099,0.0,.348,13,2012
Brendan Haywood,DAL,54.0,54.0,21.2,0.518,0.0,0.518,0.518,0.469,6.0,0.4,0.4,1.0,5.2,12.9,0.52,18.0,15.9,2.6,1.1,3.8,12.8,1.1,1.6,-1.9,0.0,2.7,0.114,0.0,.545,8,2012
Brian Cardinal,DAL,44.0,0.0,6.3,0.255,0.204,0.667,0.345,0.833,0.8,0.4,0.2,0.0,1.0,3.3,0.373,12.1,6.9,8.3,1.5,0.6,11.0,-0.3,0.3,-5.2,-0.2,0.0,0.004,0.0,.545,8,2012
Brian Cook,WAS,32.0,0.0,8.6,0.316,0.2,0.438,0.367,0.9,2.0,0.3,0.2,0.2,2.5,5.8,0.396,22.3,13.1,5.7,1.1,1.5,18.7,-0.3,0.3,-7.6,-0.4,-0.1,-0.011,0.0,.303,14,2012
Brian Scalabrine,CHI,28.0,0.0,4.4,0.467,0.143,0.565,0.483,0.5,0.8,0.5,0.2,0.2,1.1,13.5,0.49,11.7,9.6,18.7,2.2,3.5,15.5,0.0,0.2,1.6,0.1,0.3,0.108,0.0,.758,1,2012
Brian Skinner,MEM,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.7,0.0,0.0,0.0,0.0,0.0,0.0,11.3,0.0,0.0,-15.5,0.0,0.0,-0.248,0.0,.621,4,2012
Brook Lopez,NJN,5.0,5.0,27.2,0.494,0.0,0.494,0.494,0.625,3.6,1.2,0.2,0.8,19.2,21.9,0.527,8.8,7.7,10.2,0.4,2.3,32.7,0.3,0.0,0.6,0.1,0.3,0.091,0.0,.333,12,2012
Byron Mullens,CHA,65.0,25.0,22.5,0.425,0.235,0.443,0.435,0.821,5.0,0.9,0.3,0.8,9.3,13.0,0.473,18.8,12.8,7.5,0.8,2.6,22.5,-0.4,0.6,-4.6,-1.0,0.2,0.007,0.0,.106,15,2012
C.J. Miles,UTA,56.0,14.0,20.4,0.381,0.307,0.416,0.43,0.794,2.1,1.2,0.8,0.3,9.1,12.4,0.484,9.0,5.8,9.6,2.1,1.3,22.7,0.7,0.8,-1.8,0.0,1.5,0.063,0.0,.545,7,2012
C.J. Watson,CHI,49.0,25.0,23.7,0.368,0.393,0.352,0.446,0.808,2.1,4.1,0.9,0.2,9.7,13.3,0.491,7.9,5.1,27.2,2.1,0.5,22.8,0.8,1.8,-0.3,0.5,2.6,0.109,0.0,.758,1,2012
Carl Landry,NOH,41.0,8.0,24.4,0.503,0.0,0.507,0.503,0.799,5.2,0.9,0.3,0.3,12.5,18.2,0.577,15.9,12.8,7.1,0.7,1.0,24.0,2.2,0.7,-0.2,0.4,2.9,0.139,0.0,.318,15,2012
Carldell Johnson,NOH,15.0,0.0,7.9,0.314,0.267,0.35,0.371,0.333,0.6,1.5,0.5,0.0,1.8,8.9,0.372,7.9,4.5,29.4,3.7,0.0,17.2,-0.1,0.1,-1.5,0.0,0.0,-0.003,0.0,.318,15,2012
Carlos Boozer,CHI,66.0,66.0,29.5,0.532,0.0,0.533,0.532,0.693,8.5,1.9,1.0,0.4,15.0,19.7,0.549,25.3,16.1,11.8,1.7,0.9,23.8,3.3,4.3,2.7,2.3,7.6,0.187,0.0,.758,1,2012
Carlos Delfino,MIL,54.0,53.0,28.5,0.402,0.36,0.449,0.497,0.792,3.9,2.3,1.5,0.2,9.0,11.7,0.515,13.9,7.5,11.9,2.6,0.5,15.5,0.8,1.6,-0.1,0.8,2.4,0.075,0.0,.470,9,2012
Carmelo Anthony,NYK,55.0,55.0,34.1,0.43,0.335,0.454,0.463,0.804,6.3,3.6,1.1,0.4,22.6,21.1,0.525,15.9,10.6,21.0,1.7,1.0,31.8,3.7,2.6,3.6,2.7,6.2,0.16,0.0,.545,7,2012
Caron Butler,LAC,63.0,63.0,29.7,0.407,0.358,0.435,0.472,0.813,3.7,1.2,0.8,0.1,12.0,11.7,0.501,12.0,7.3,6.8,1.5,0.4,20.4,1.2,1.1,-2.0,0.0,2.3,0.059,0.0,.606,5,2012
Cartier Martin,WAS,17.0,2.0,23.0,0.44,0.387,0.508,0.549,0.579,3.4,0.6,0.6,0.1,9.3,12.8,0.555,13.4,8.4,4.2,1.5,0.4,17.8,0.5,0.2,-1.1,0.1,0.7,0.09,0.0,.303,14,2012
Chandler Parsons,HOU,63.0,57.0,28.6,0.452,0.337,0.507,0.506,0.551,4.8,2.1,1.2,0.5,9.5,13.3,0.513,13.6,9.6,11.7,2.1,1.2,16.7,1.6,1.8,0.8,1.3,3.4,0.09,0.0,.515,9,2012
Channing Frye,PHO,64.0,59.0,26.1,0.416,0.346,0.469,0.49,0.89,5.9,1.4,0.7,1.1,10.5,14.9,0.519,20.6,12.8,8.3,1.3,3.0,19.3,1.8,1.9,0.9,1.2,3.7,0.106,0.0,.500,10,2012
Charles Jenkins,GSW,51.0,28.0,17.5,0.447,0.15,0.469,0.452,0.872,1.3,3.3,0.6,0.1,5.8,12.4,0.482,7.6,4.3,29.9,1.9,0.5,19.0,0.4,0.1,-4.2,-0.5,0.5,0.028,0.0,.348,13,2012
Charlie Villanueva,DET,13.0,0.0,13.8,0.385,0.333,0.435,0.467,0.857,3.7,0.5,0.5,0.4,7.0,16.2,0.484,26.8,15.9,6.4,2.1,2.2,26.0,0.1,0.3,-0.7,0.1,0.4,0.096,0.0,.379,10,2012
Chase Budinger,HOU,58.0,9.0,22.4,0.442,0.402,0.476,0.535,0.771,3.7,1.3,0.5,0.1,9.6,14.9,0.556,16.2,9.7,9.3,1.2,0.4,19.5,2.0,1.0,1.2,1.0,3.0,0.111,0.0,.515,9,2012
Chauncey Billups,LAC,20.0,20.0,30.4,0.364,0.384,0.34,0.469,0.895,2.5,4.0,0.4,0.2,15.0,16.1,0.554,9.1,4.9,21.0,0.8,0.4,23.4,1.5,0.2,0.9,0.4,1.7,0.135,0.0,.606,5,2012
Chris Andersen,DEN,32.0,1.0,15.2,0.546,0.0,0.546,0.546,0.61,4.6,0.2,0.6,1.4,5.2,18.9,0.583,23.3,17.8,1.8,2.0,7.4,14.8,1.0,0.8,2.3,0.5,1.9,0.183,0.0,.576,6,2012
Chris Bosh,MIA,57.0,57.0,35.2,0.487,0.286,0.496,0.493,0.821,7.9,1.8,0.9,0.8,18.0,18.9,0.551,20.5,13.5,9.1,1.3,1.8,24.2,3.6,3.3,0.8,1.4,6.9,0.165,0.0,.697,2,2012
Chris Duhon,ORL,63.0,9.0,19.5,0.419,0.42,0.417,0.542,0.81,1.6,2.4,0.6,0.1,3.8,8.4,0.558,8.4,4.8,19.1,1.5,0.6,11.2,0.4,0.9,-1.8,0.1,1.3,0.051,0.0,.561,6,2012
Chris Johnson,POR,27.0,0.0,6.5,0.488,0.0,0.488,0.488,0.789,1.5,0.1,0.2,0.3,2.0,10.8,0.557,16.8,13.5,1.8,1.9,4.0,17.1,0.0,0.2,-5.2,-0.1,0.2,0.059,0.0,.424,11,2012
Chris Kaman,NOH,47.0,33.0,29.2,0.446,0.0,0.446,0.446,0.785,7.7,2.1,0.5,1.6,13.1,15.3,0.478,23.5,15.8,14.0,1.0,4.7,26.6,-1.2,1.9,-1.3,0.2,0.7,0.024,0.0,.318,15,2012
Chris Paul,LAC,60.0,60.0,36.4,0.478,0.371,0.511,0.522,0.861,3.6,9.0,2.5,0.1,19.8,27.0,0.581,9.4,5.8,43.8,3.8,0.2,24.3,10.4,2.3,9.2,6.1,12.7,0.278,0.318,.606,5,2012
Chris Singleton,WAS,66.0,51.0,21.7,0.372,0.346,0.389,0.442,0.682,3.5,0.7,1.1,0.5,4.6,8.3,0.462,15.1,9.2,5.0,2.5,1.6,11.5,0.1,1.5,-2.2,-0.1,1.5,0.052,0.0,.303,14,2012
Chris Wilcox,BOS,28.0,4.0,17.2,0.598,0.0,0.598,0.598,0.615,4.4,0.4,0.4,0.3,5.4,12.4,0.612,19.7,14.9,4.1,1.2,1.4,15.4,0.4,0.9,-2.1,0.0,1.3,0.132,0.0,.591,5,2012
Chris Wright,GSW,24.0,1.0,7.8,0.511,0.0,0.511,0.511,0.774,1.9,0.2,0.3,0.5,2.9,18.6,0.597,15.8,13.7,3.3,2.0,5.4,16.5,0.5,0.2,0.0,0.1,0.6,0.163,0.0,.348,13,2012
Christian Eyenga,LAL,7.0,0.0,14.6,0.24,0.333,0.227,0.26,0.5,2.0,0.7,0.4,0.7,2.4,4.8,0.298,11.5,7.8,7.5,1.5,3.7,14.0,-0.2,0.1,-5.6,-0.1,-0.1,-0.061,0.0,.621,3,2012
Chuck Hayes,SAC,54.0,9.0,19.2,0.429,0.0,0.435,0.429,0.667,4.3,1.4,0.7,0.3,3.2,8.9,0.459,18.0,12.4,10.4,1.8,1.2,9.9,0.1,0.5,-3.0,-0.3,0.6,0.028,0.0,.333,14,2012
Cole Aldrich,OKC,26.0,0.0,6.7,0.524,0.0,0.524,0.524,0.929,1.8,0.1,0.3,0.6,2.2,17.7,0.592,21.6,15.8,2.7,2.4,6.7,14.9,0.3,0.4,1.0,0.1,0.6,0.176,0.0,.712,2,2012
Corey Brewer,DEN,59.0,17.0,21.8,0.434,0.26,0.5,0.47,0.692,2.5,1.5,1.2,0.3,8.9,13.7,0.505,9.4,6.8,10.6,2.9,1.0,20.0,1.1,1.1,-0.1,0.6,2.3,0.085,0.0,.576,6,2012
Corey Maggette,CHA,32.0,28.0,27.5,0.373,0.364,0.375,0.405,0.856,3.9,1.2,0.7,0.0,15.0,14.1,0.517,14.0,8.1,8.3,1.4,0.1,27.4,0.5,0.1,-3.9,-0.4,0.7,0.038,0.0,.106,15,2012
Cory Higgins,CHA,38.0,0.0,11.1,0.325,0.2,0.343,0.338,0.7,0.9,0.9,0.1,0.2,3.9,4.1,0.402,7.9,4.7,15.0,0.6,1.1,24.6,-1.2,-0.1,-10.4,-0.9,-1.3,-0.15,0.0,.106,15,2012
Cory Joseph,SAS,29.0,1.0,9.2,0.314,0.2,0.345,0.336,0.647,0.9,1.2,0.2,0.1,2.0,6.9,0.374,8.5,5.4,17.4,1.4,0.8,15.4,-0.2,0.2,-5.0,-0.2,0.0,0.001,0.0,.758,1,2012
Courtney Fortson,LAC,10.0,0.0,9.5,0.344,0.231,0.421,0.391,0.667,1.5,1.0,0.3,0.0,3.5,9.9,0.453,11.2,9.3,16.1,1.7,0.0,23.4,-0.1,0.1,-4.3,-0.1,0.0,-0.019,0.0,.606,5,2012
Courtney Lee,HOU,58.0,26.0,30.3,0.433,0.401,0.452,0.508,0.826,2.7,1.5,1.2,0.4,11.4,12.6,0.534,8.9,5.2,7.9,2.0,0.9,17.6,1.8,1.4,0.0,0.9,3.2,0.087,0.0,.515,9,2012
Craig Brackins,PHI,14.0,1.0,6.3,0.273,0.333,0.25,0.318,0.5,1.1,0.6,0.0,0.1,1.6,4.3,0.325,12.7,9.5,13.5,0.0,0.9,20.2,-0.2,0.1,-9.0,-0.2,-0.1,-0.065,0.0,.530,8,2012
Craig Smith,POR,47.0,0.0,9.9,0.504,0.0,0.509,0.504,0.717,2.3,0.4,0.3,0.1,3.3,13.6,0.556,19.8,13.8,6.6,1.8,0.8,16.2,0.6,0.4,-1.5,0.1,1.0,0.105,0.0,.424,11,2012
D.J. Augustin,CHA,48.0,46.0,29.3,0.376,0.341,0.396,0.438,0.875,2.3,6.4,0.8,0.0,11.1,14.1,0.493,7.2,4.4,38.9,1.3,0.1,21.3,0.7,-0.2,-2.5,-0.2,0.5,0.018,0.0,.106,15,2012
D.J. Kennedy,CLE,2.0,0.0,29.5,0.417,0.5,0.375,0.5,0.0,3.5,1.5,1.0,0.0,6.0,4.7,0.466,12.0,6.7,8.2,1.8,0.0,12.1,0.0,0.0,-6.7,-0.1,0.0,-0.023,0.0,.318,13,2012
D.J. White,CHA,58.0,11.0,18.9,0.493,1.0,0.491,0.494,0.705,3.6,0.8,0.3,0.4,6.8,12.4,0.516,17.2,10.9,8.1,0.8,1.6,17.8,0.5,0.3,-3.8,-0.5,0.8,0.034,0.0,.106,15,2012
DaJuan Summers,NOH,15.0,6.0,13.9,0.431,0.313,0.469,0.469,0.778,1.5,0.7,0.5,0.0,4.5,9.0,0.493,8.4,6.6,8.1,1.8,0.0,17.4,0.1,0.1,-3.2,-0.1,0.2,0.049,0.0,.318,15,2012
Daequan Cook,OKC,57.0,22.0,17.4,0.368,0.346,0.441,0.502,0.636,2.1,0.3,0.4,0.2,5.5,9.2,0.509,11.9,7.0,2.3,1.1,0.8,14.7,0.8,0.8,-1.3,0.2,1.6,0.078,0.0,.712,2,2012
Dahntay Jones,IND,65.0,3.0,16.2,0.409,0.429,0.402,0.468,0.838,1.8,1.0,0.4,0.2,5.3,10.3,0.533,10.0,6.3,9.6,1.2,0.8,16.0,1.1,0.8,-1.9,0.0,2.0,0.09,0.0,.636,3,2012
Damien Wilkins,DET,60.0,2.0,15.4,0.394,0.304,0.406,0.412,0.63,1.7,0.7,0.5,0.2,3.2,6.9,0.445,10.4,6.5,7.5,1.7,1.1,12.4,-0.2,0.6,-4.0,-0.5,0.4,0.019,0.0,.379,10,2012
Damion James,NJN,7.0,7.0,24.3,0.371,0.0,0.382,0.371,0.667,4.7,0.4,1.0,1.0,4.9,6.1,0.422,18.3,11.3,2.8,2.2,3.2,14.1,-0.3,0.1,-6.0,-0.2,-0.2,-0.043,0.0,.333,12,2012
Dan Gadzuric,NYK,2.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.5,0.5,0.0,-4.3,0.0,35.9,22.2,0.0,4.0,6.1,13.4,-0.1,0.0,-15.7,0.0,0.0,-0.169,0.0,.545,7,2012
Daniel Gibson,CLE,35.0,7.0,26.2,0.351,0.396,0.294,0.462,0.791,2.9,2.2,0.7,0.5,7.5,9.2,0.493,11.6,6.3,13.5,1.5,1.3,15.3,0.2,0.3,-2.2,-0.1,0.5,0.028,0.0,.318,13,2012
Daniel Orton,ORL,16.0,2.0,11.7,0.567,0.0,0.586,0.567,0.44,2.4,0.3,0.5,0.6,2.8,12.7,0.549,12.5,12.0,4.3,2.3,3.8,12.0,0.2,0.3,-3.0,0.0,0.5,0.129,0.0,.561,6,2012
Danilo Gallinari,DEN,43.0,40.0,31.4,0.414,0.328,0.47,0.479,0.871,4.7,2.7,1.0,0.5,14.6,16.5,0.563,14.6,8.7,13.0,1.6,1.3,20.7,2.9,1.0,1.8,1.3,3.9,0.14,0.0,.576,6,2012
