Player,Team,G,GS,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,TS%,DRB%,TRB%,AST%,STL%,BLK%,USG%,OWS,DWS,BPM,VORP,WS,WS/48,Share,W/L%,Seed,Year
Alando Tucker,PHO,6.0,0.0,8.0,0.364,0.25,0.389,0.386,0.833,1.3,0.0,0.0,0.2,3.7,11.8,0.446,8.7,9.4,0.0,0.0,1.4,23.0,0.0,0.0,-7.2,-0.1,0.0,0.042,0.0,.671,4,2008
Alexander Johnson,MIA,43.0,6.0,12.8,0.488,0.0,0.488,0.488,0.687,2.2,0.3,0.3,0.2,4.2,8.9,0.554,13.7,10.3,4.0,1.3,1.5,17.6,-0.1,0.4,-6.2,-0.6,0.2,0.019,0.0,.183,15,2008
Allen Iverson,DEN,82.0,82.0,41.8,0.458,0.345,0.482,0.488,0.809,3.0,7.1,2.0,0.1,26.4,20.9,0.567,6.1,3.8,27.4,2.2,0.2,26.7,8.9,2.8,2.7,4.0,11.6,0.163,0.0,.610,8,2008
Alonzo Mourning,MIA,25.0,0.0,15.6,0.547,0.0,0.547,0.547,0.592,3.7,0.3,0.2,1.7,6.0,16.2,0.58,18.5,14.3,3.1,0.5,8.6,18.7,0.3,0.5,-1.5,0.1,0.8,0.098,0.0,.183,15,2008
Amar'e Stoudemire,PHO,79.0,79.0,33.9,0.59,0.161,0.601,0.592,0.805,9.1,1.5,0.8,2.1,25.2,27.6,0.656,21.1,15.2,7.5,1.2,4.0,28.2,10.9,3.8,4.8,4.6,14.6,0.262,0.021,.671,4,2008
Amir Johnson,DET,62.0,0.0,12.3,0.558,0.0,0.558,0.558,0.673,3.8,0.5,0.4,1.3,3.6,17.5,0.584,23.2,18.4,5.9,1.7,8.5,14.1,1.1,1.9,1.3,0.6,3.0,0.19,0.0,.720,2,2008
Anderson Varejão,CLE,48.0,13.0,27.5,0.461,0.0,0.464,0.461,0.598,8.3,1.1,0.8,0.5,6.7,12.0,0.485,23.6,17.2,6.3,1.5,1.6,13.4,0.5,1.9,-2.6,-0.2,2.4,0.086,0.0,.549,4,2008
Andray Blatche,WAS,82.0,15.0,20.4,0.474,0.231,0.48,0.477,0.695,5.2,1.1,0.6,1.4,7.5,15.5,0.512,18.8,14.9,9.2,1.7,5.7,19.7,0.8,2.1,-1.7,0.1,3.0,0.085,0.0,.524,5,2008
Andre Barrett,LAC,4.0,0.0,6.2,0.4,0.333,0.5,0.5,0.5,0.2,1.8,0.0,0.0,1.5,12.5,0.51,4.7,2.3,44.3,0.0,0.0,12.7,0.0,0.0,-0.2,0.0,0.0,0.078,0.0,.280,12,2008
Andre Brown,MEM,33.0,1.0,8.7,0.5,0.0,0.5,0.5,0.449,2.8,0.2,0.2,0.1,3.0,13.5,0.502,21.8,18.0,4.4,1.2,1.0,17.7,0.2,0.2,-4.7,-0.2,0.4,0.068,0.0,.268,14,2008
Andre Iguodala,PHI,82.0,82.0,39.5,0.456,0.329,0.496,0.495,0.721,5.4,4.8,2.1,0.6,19.9,19.0,0.543,13.4,8.2,20.3,2.8,1.2,23.8,5.3,4.4,4.0,4.9,9.6,0.143,0.0,.488,7,2008
Andre Miller,PHI,82.0,82.0,36.8,0.492,0.088,0.504,0.494,0.772,4.0,6.9,1.3,0.1,17.0,18.4,0.537,9.1,6.4,32.0,1.8,0.2,22.6,5.7,2.6,1.8,2.9,8.3,0.131,0.0,.488,7,2008
Andre Owens,IND,31.0,7.0,12.6,0.374,0.45,0.328,0.458,0.735,1.5,1.5,0.4,0.1,4.0,10.0,0.504,9.6,6.5,17.6,1.6,0.6,16.1,0.1,0.3,-1.0,0.1,0.4,0.053,0.0,.439,9,2008
Andrea Bargnani,TOR,78.0,53.0,23.9,0.386,0.345,0.409,0.448,0.84,3.7,1.1,0.3,0.5,10.2,10.6,0.495,15.2,9.2,7.4,0.7,1.6,22.5,-0.3,1.6,-3.7,-0.8,1.4,0.036,0.0,.500,6,2008
Andrei Kirilenko,UTA,72.0,72.0,30.8,0.506,0.379,0.54,0.546,0.77,4.7,4.0,1.2,1.5,11.0,17.2,0.603,11.9,9.3,18.2,2.0,4.0,16.1,4.3,2.8,5.2,4.0,7.1,0.154,0.0,.659,6,2008
Andrew Bogut,MIL,78.0,78.0,34.9,0.511,0.0,0.515,0.511,0.587,9.8,2.6,0.8,1.7,14.3,17.5,0.532,23.4,16.5,12.4,1.2,3.9,20.2,2.6,2.3,0.0,1.4,4.8,0.085,0.0,.317,13,2008
Andrew Bynum,LAL,35.0,25.0,28.8,0.636,0.0,0.636,0.636,0.695,10.2,1.7,0.3,2.1,13.1,22.6,0.659,26.6,19.6,9.6,0.6,5.1,17.5,3.0,1.8,4.2,1.6,4.8,0.23,0.0,.695,1,2008
Andris Biedriņš,GSW,76.0,59.0,27.3,0.626,0.0,0.626,0.626,0.62,9.8,1.0,0.7,1.2,10.5,19.2,0.637,26.2,19.1,5.2,1.3,3.3,14.4,5.4,2.6,1.1,1.6,8.0,0.185,0.0,.585,9,2008
Andrés Nocioni,CHI,82.0,27.0,24.6,0.432,0.364,0.476,0.504,0.807,4.2,1.2,0.3,0.5,13.2,13.6,0.549,17.0,9.5,8.3,0.6,1.7,24.5,1.5,1.8,-0.8,0.6,3.3,0.077,0.0,.402,11,2008
Anfernee Hardaway,MIA,16.0,8.0,20.3,0.367,0.421,0.341,0.433,0.889,2.2,2.2,1.2,0.1,3.8,9.0,0.469,12.0,6.5,16.8,3.1,0.2,11.2,-0.1,0.3,-1.1,0.1,0.2,0.036,0.0,.183,15,2008
Antawn Jamison,WAS,79.0,79.0,38.7,0.436,0.339,0.468,0.478,0.76,10.2,1.5,1.3,0.4,21.4,20.3,0.525,23.3,15.4,7.2,1.9,0.9,25.9,6.0,3.2,1.7,2.9,9.2,0.144,0.001,.524,5,2008
Anthony Carter,DEN,70.0,67.0,28.0,0.458,0.349,0.499,0.505,0.753,2.9,5.5,1.5,0.4,7.8,12.8,0.531,9.4,5.5,27.4,2.6,1.0,13.8,1.6,2.2,-0.1,1.0,3.8,0.092,0.0,.610,8,2008
Anthony Johnson,SAC,69.0,52.0,22.2,0.437,0.452,0.431,0.496,0.814,2.0,3.8,0.8,0.1,5.6,11.2,0.517,8.7,5.2,26.3,1.8,0.4,13.5,1.1,0.9,-1.6,0.1,2.0,0.061,0.0,.463,11,2008
Anthony Parker,TOR,82.0,82.0,32.1,0.476,0.438,0.499,0.557,0.816,4.1,2.2,1.0,0.2,12.5,14.4,0.58,12.9,7.5,10.8,1.6,0.5,17.4,3.8,2.5,0.9,1.9,6.2,0.113,0.0,.500,6,2008
Antoine Walker,MIN,46.0,1.0,19.4,0.363,0.324,0.401,0.444,0.53,3.7,1.0,0.7,0.2,8.0,11.4,0.455,15.0,10.9,8.0,1.9,0.7,22.8,-0.5,0.5,-2.2,-0.1,0.1,0.004,0.0,.268,13,2008
Antoine Wright,BRK,56.0,10.0,22.0,0.413,0.291,0.475,0.462,0.687,2.6,1.4,0.5,0.4,6.2,8.4,0.488,10.0,6.9,10.5,1.2,1.3,15.2,0.0,0.8,-3.0,-0.3,0.8,0.029,0.0,.415,10,2008
Antonio Daniels,WAS,71.0,63.0,30.4,0.459,0.23,0.504,0.478,0.776,2.9,4.8,1.0,0.0,8.4,13.7,0.549,10.0,5.5,24.0,1.7,0.1,13.5,3.5,1.0,-0.8,0.7,4.5,0.099,0.0,.524,5,2008
Antonio McDyess,DET,78.0,78.0,29.3,0.488,0.0,0.49,0.488,0.622,8.5,1.1,0.8,0.7,8.8,14.1,0.511,24.3,17.4,6.2,1.5,1.8,15.3,2.4,4.3,-0.5,0.9,6.7,0.141,0.0,.720,2,2008
Arron Afflalo,DET,75.0,9.0,12.9,0.411,0.208,0.461,0.432,0.782,1.8,0.7,0.4,0.1,3.7,10.2,0.494,12.5,8.4,8.1,1.8,0.7,15.2,0.5,1.4,-1.5,0.1,1.9,0.092,0.0,.720,2,2008
Austin Croshere,GSW,44.0,0.0,10.4,0.445,0.361,0.513,0.526,0.906,2.4,0.7,0.2,0.1,3.9,13.2,0.573,17.3,12.2,9.0,0.9,1.0,16.0,0.8,0.3,-1.1,0.1,1.1,0.112,0.0,.585,9,2008
Awvee Storey,MIL,26.0,0.0,10.0,0.438,0.0,0.476,0.438,0.483,2.1,0.6,0.3,0.0,3.5,11.5,0.452,10.9,12.3,10.1,1.4,0.3,19.4,0.1,0.0,-5.2,-0.2,0.2,0.031,0.0,.317,13,2008
Baron Davis,GSW,82.0,82.0,39.0,0.426,0.33,0.477,0.483,0.75,4.7,7.6,2.3,0.5,21.8,19.8,0.523,10.1,6.4,29.7,2.9,1.0,25.6,5.9,2.8,3.6,4.5,8.7,0.131,0.0,.585,9,2008
Ben Gordon,CHI,72.0,27.0,31.8,0.434,0.41,0.445,0.5,0.908,3.1,3.0,0.8,0.1,18.6,16.4,0.558,9.2,5.4,16.9,1.2,0.3,26.0,3.6,1.4,0.9,1.7,5.1,0.106,0.0,.402,11,2008
Ben Wallace,CLE,72.0,72.0,30.6,0.392,0.0,0.397,0.392,0.426,8.4,1.5,1.2,1.6,4.8,12.0,0.408,19.6,15.5,6.9,2.1,4.2,10.0,0.1,3.5,0.2,1.2,3.6,0.078,0.0,.549,4,2008
Beno Udrih,SAC,65.0,51.0,32.0,0.463,0.387,0.482,0.501,0.85,3.3,4.3,0.9,0.2,12.8,13.3,0.54,10.2,6.2,22.2,1.4,0.4,19.8,1.5,0.9,-1.4,0.3,2.4,0.056,0.0,.463,11,2008
Billy Thomas,BRK,11.0,0.0,3.8,0.235,0.25,0.0,0.353,1.0,0.2,0.0,0.1,0.0,1.3,-1.9,0.391,5.6,2.7,0.0,1.3,0.0,23.7,-0.2,0.0,-12.3,-0.1,-0.1,-0.165,0.0,.415,10,2008
Blake Ahearn,MIA,12.0,0.0,14.8,0.263,0.294,0.217,0.351,0.968,1.6,1.6,0.5,0.0,5.8,9.0,0.495,12.4,6.4,17.2,1.8,0.0,23.2,-0.1,0.1,-4.8,-0.1,0.0,-0.006,0.0,.183,15,2008
Bo Outlaw,ORL,2.0,0.0,3.5,0.667,0.0,0.667,0.667,0.0,0.0,0.0,0.0,0.0,2.0,8.6,0.667,0.0,0.0,0.0,0.0,0.0,26.2,0.0,0.0,-4.7,0.0,0.0,-0.071,0.0,.634,3,2008
Bobby Jackson,NOP,72.0,5.0,19.3,0.403,0.358,0.439,0.483,0.79,2.5,1.9,0.6,0.1,7.7,13.5,0.51,12.4,7.5,15.9,1.7,0.3,20.0,1.3,1.7,0.6,0.9,3.0,0.105,0.0,.683,2,2008
Bobby Jones,SAS,47.0,2.0,11.3,0.429,0.34,0.483,0.493,0.784,2.0,0.6,0.3,0.1,3.8,9.9,0.548,13.3,9.8,7.9,1.4,0.4,15.9,0.4,0.4,-3.7,-0.2,0.8,0.07,0.0,.683,3,2008
Bobby Simmons,MIL,70.0,21.0,21.7,0.421,0.351,0.458,0.482,0.757,3.2,1.1,0.7,0.1,7.6,10.3,0.504,12.8,8.7,8.4,1.7,0.3,17.9,0.2,0.5,-3.2,-0.4,0.7,0.022,0.0,.317,13,2008
Bonzi Wells,NOP,73.0,7.0,21.4,0.443,0.24,0.462,0.453,0.643,4.5,1.3,1.0,0.4,9.1,14.4,0.495,17.8,12.0,10.2,2.6,1.5,22.7,-0.1,3.0,-0.3,0.7,3.0,0.092,0.0,.683,2,2008
Boris Diaw,PHO,82.0,19.0,28.1,0.477,0.317,0.488,0.487,0.744,4.6,3.9,0.7,0.5,8.8,12.0,0.516,12.7,9.3,19.0,1.3,1.1,16.6,1.1,1.9,-0.8,0.7,3.0,0.063,0.0,.671,4,2008
Boštjan Nachbar,BRK,75.0,1.0,22.1,0.402,0.359,0.435,0.479,0.786,3.5,1.2,0.6,0.3,9.8,12.4,0.531,14.3,9.1,9.3,1.4,1.0,21.5,1.0,1.2,-1.8,0.1,2.2,0.064,0.0,.415,10,2008
Brad Miller,SAC,72.0,72.0,34.9,0.463,0.311,0.484,0.482,0.848,9.5,3.7,1.0,1.0,13.4,16.8,0.558,23.7,16.0,16.6,1.4,2.3,18.3,3.8,2.7,1.7,2.3,6.5,0.125,0.0,.463,11,2008
Brandan Wright,GSW,38.0,6.0,9.9,0.554,0.0,0.554,0.554,0.675,2.6,0.2,0.2,0.6,4.0,17.2,0.583,18.1,14.1,3.4,0.8,4.3,16.0,0.8,0.3,-0.4,0.2,1.1,0.142,0.0,.585,9,2008
Brandon Bass,DAL,79.0,1.0,19.7,0.499,0.0,0.503,0.499,0.822,4.4,0.7,0.3,0.6,8.3,15.9,0.564,16.3,12.9,6.1,0.8,2.3,19.8,2.4,1.9,-0.4,0.6,4.3,0.132,0.0,.622,7,2008
Brandon Roy,POR,74.0,74.0,37.7,0.454,0.34,0.48,0.485,0.753,4.7,5.8,1.1,0.2,19.1,19.4,0.531,11.2,7.3,28.2,1.5,0.4,24.9,5.9,2.1,3.3,3.6,8.0,0.138,0.0,.500,10,2008
Brendan Haywood,WAS,80.0,80.0,27.8,0.528,0.0,0.528,0.528,0.735,7.2,0.9,0.4,1.7,10.6,18.3,0.582,16.4,15.2,5.2,0.7,5.0,17.3,4.9,1.9,-0.2,1.0,6.8,0.146,0.0,.524,5,2008
Brent Barry,SAS,31.0,1.0,17.9,0.481,0.429,0.604,0.631,0.95,1.8,1.7,0.5,0.1,7.1,16.7,0.655,9.0,5.9,16.1,1.7,0.4,16.1,1.5,0.8,3.6,0.8,2.3,0.203,0.0,.683,3,2008
Brevin Knight,LAC,74.0,39.0,22.6,0.404,0.0,0.411,0.404,0.873,1.9,4.4,1.4,0.1,4.6,11.4,0.453,8.8,4.9,31.1,3.1,0.5,12.2,0.5,1.6,-1.7,0.1,2.1,0.06,0.0,.280,12,2008
Brian Cardinal,MEM,37.0,1.0,11.9,0.341,0.309,0.4,0.44,0.684,2.6,0.6,0.3,0.1,3.4,7.3,0.461,18.0,12.2,7.4,1.1,0.3,15.9,-0.2,0.2,-5.2,-0.4,0.0,0.003,0.0,.268,14,2008
Brian Cook,ORL,51.0,2.0,12.3,0.376,0.374,0.378,0.468,0.905,2.1,0.5,0.3,0.2,4.7,8.6,0.489,14.2,10.0,6.8,1.1,1.4,20.5,-0.4,0.7,-3.8,-0.3,0.4,0.029,0.0,.634,3,2008
Brian Scalabrine,BOS,48.0,9.0,10.7,0.309,0.326,0.292,0.388,0.75,1.6,0.8,0.2,0.2,1.8,5.1,0.428,12.5,9.2,11.2,0.9,1.3,11.7,-0.3,0.9,-2.8,-0.1,0.6,0.057,0.0,.805,1,2008
Brian Skinner,PHO,66.0,0.0,12.8,0.465,0.667,0.462,0.47,0.524,3.6,0.2,0.3,1.2,3.3,11.4,0.485,21.7,15.9,2.4,1.2,6.0,14.0,-0.2,1.4,-3.0,-0.2,1.2,0.069,0.0,.671,4,2008
Bruce Bowen,SAS,81.0,81.0,30.2,0.407,0.419,0.394,0.512,0.652,2.9,1.1,0.7,0.3,6.0,7.0,0.527,9.6,5.6,5.5,1.2,0.7,9.9,0.9,3.4,-1.4,0.4,4.4,0.085,0.0,.683,3,2008
C.J. Miles,UTA,60.0,13.0,11.5,0.479,0.39,0.522,0.542,0.788,1.3,0.9,0.5,0.1,5.0,14.2,0.574,10.9,6.9,11.5,2.4,0.9,18.6,1.1,0.8,0.6,0.5,1.9,0.134,0.0,.659,6,2008
C.J. Watson,GSW,32.0,0.0,11.5,0.426,0.346,0.453,0.47,0.793,1.0,1.1,0.5,0.0,3.7,11.0,0.519,5.8,4.7,12.8,2.0,0.0,15.1,0.3,0.1,-2.8,-0.1,0.4,0.056,0.0,.585,9,2008
Calvin Booth,PHI,31.0,0.0,6.6,0.333,0.0,0.333,0.333,0.6,1.2,0.3,0.2,0.6,0.8,7.1,0.382,18.8,11.1,5.4,1.6,7.0,7.8,-0.1,0.4,-2.3,0.0,0.3,0.065,0.0,.488,7,2008
Carl Landry,HOU,42.0,0.0,16.9,0.616,0.0,0.619,0.616,0.661,4.9,0.5,0.4,0.2,8.1,21.4,0.641,17.3,16.4,5.2,1.3,0.7,18.8,2.5,1.2,1.5,0.6,3.7,0.251,0.0,.671,5,2008
Carlos Arroyo,ORL,62.0,20.0,20.5,0.451,0.345,0.485,0.493,0.853,1.8,3.5,0.4,0.0,6.9,12.8,0.547,9.0,5.1,26.6,1.1,0.1,17.0,1.7,1.1,-0.9,0.3,2.8,0.107,0.0,.634,3,2008
Carlos Boozer,UTA,81.0,81.0,34.9,0.547,0.0,0.547,0.547,0.738,10.4,2.9,1.2,0.5,21.1,21.9,0.581,27.7,18.2,14.2,1.8,1.2,26.6,5.9,4.3,2.8,3.5,10.2,0.173,0.001,.659,6,2008
Carlos Delfino,TOR,82.0,0.0,23.5,0.397,0.382,0.412,0.492,0.744,4.4,1.8,0.8,0.1,9.0,13.6,0.527,18.1,11.0,11.3,1.9,0.5,19.0,1.7,2.3,0.4,1.2,4.0,0.1,0.0,.500,6,2008
Carmelo Anthony,DEN,77.0,77.0,36.4,0.492,0.354,0.509,0.511,0.786,7.4,3.4,1.3,0.5,25.7,21.1,0.568,14.9,11.0,16.1,1.7,1.0,30.2,5.2,3.0,1.6,2.5,8.2,0.14,0.002,.610,8,2008
Caron Butler,WAS,58.0,58.0,39.9,0.466,0.357,0.492,0.501,0.901,6.7,4.9,2.2,0.3,20.3,20.7,0.558,15.4,9.8,21.9,3.0,0.7,24.0,4.8,2.4,4.1,3.5,7.2,0.15,0.0,.524,5,2008
Casey Jacobsen,MEM,53.0,0.0,10.3,0.339,0.222,0.535,0.409,0.765,1.2,0.4,0.1,0.0,2.0,4.5,0.437,11.0,6.7,5.2,0.5,0.1,11.3,-0.3,0.0,-5.6,-0.5,-0.3,-0.023,0.0,.268,14,2008
Cedric Simmons,CLE,14.0,0.0,6.2,0.286,0.0,0.286,0.286,0.0,1.3,0.0,0.1,0.4,0.6,0.0,0.217,16.2,11.8,0.0,1.2,4.5,12.6,-0.4,0.1,-9.4,-0.2,-0.2,-0.134,0.0,.549,4,2008
Channing Frye,POR,78.0,20.0,17.2,0.488,0.3,0.492,0.491,0.78,4.5,0.7,0.4,0.3,6.8,14.8,0.529,21.6,15.5,7.4,1.2,1.6,19.6,1.6,1.6,-1.8,0.1,3.2,0.114,0.0,.500,10,2008
Charlie Bell,MIL,68.0,5.0,23.9,0.381,0.341,0.413,0.457,0.805,2.5,3.1,0.8,0.0,7.6,10.9,0.49,10.3,6.0,19.9,1.7,0.1,16.6,1.0,0.3,-2.5,-0.2,1.3,0.038,0.0,.317,13,2008
Charlie Villanueva,MIL,76.0,31.0,24.1,0.435,0.297,0.475,0.469,0.783,6.1,1.0,0.4,0.5,11.7,14.9,0.502,21.5,15.0,7.5,0.9,1.5,24.4,0.9,0.9,-2.8,-0.3,1.7,0.045,0.0,.317,13,2008
Chauncey Billups,DET,78.0,78.0,32.3,0.448,0.401,0.479,0.526,0.918,2.7,6.8,1.3,0.2,17.0,23.6,0.619,8.1,5.0,34.7,2.2,0.5,23.0,10.2,3.4,7.7,6.2,13.5,0.257,0.0,.720,2,2008
Cheikh Samb,DET,4.0,0.0,7.8,0.75,0.0,0.75,0.75,0.5,1.8,0.0,0.2,0.5,1.8,12.0,0.717,15.5,13.5,0.0,1.8,5.1,8.9,0.1,0.1,-2.3,0.0,0.1,0.178,0.0,.720,2,2008
Chris Andersen,NOP,5.0,0.0,6.8,0.286,0.0,0.286,0.286,0.5,1.8,0.0,0.0,0.8,1.2,6.1,0.342,24.6,15.5,0.0,0.0,9.2,13.3,-0.1,0.1,-6.5,0.0,0.0,0.012,0.0,.683,2,2008
Chris Bosh,TOR,67.0,67.0,36.2,0.494,0.4,0.496,0.499,0.844,8.7,2.6,0.9,1.0,22.3,23.8,0.588,20.1,14.2,12.1,1.4,2.2,27.7,7.0,3.1,4.4,3.9,10.1,0.2,0.0,.500,6,2008
Chris Duhon,CHI,66.0,18.0,22.6,0.387,0.348,0.418,0.465,0.813,1.8,4.0,0.7,0.0,5.8,11.1,0.508,7.6,4.4,26.5,1.7,0.1,13.4,1.3,1.0,-1.7,0.1,2.3,0.075,0.0,.402,11,2008
Chris Kaman,LAC,56.0,55.0,37.2,0.483,0.0,0.486,0.483,0.762,12.7,1.9,0.6,2.8,15.7,17.5,0.538,30.0,19.7,9.3,0.8,5.6,21.7,0.4,3.2,0.3,1.2,3.6,0.083,0.0,.280,12,2008
Chris Mihm,LAL,23.0,5.0,12.1,0.337,0.0,0.337,0.337,0.667,3.3,0.6,0.2,0.6,3.6,7.7,0.384,18.8,15.4,6.6,0.7,3.6,19.6,-0.4,0.4,-8.0,-0.4,0.0,-0.004,0.0,.695,1,2008
Chris Paul,NOP,80.0,80.0,37.6,0.488,0.369,0.516,0.524,0.851,4.0,11.6,2.7,0.0,21.0,28.3,0.576,10.3,6.2,52.2,3.9,0.1,25.7,13.2,4.6,10.4,9.3,17.8,0.284,0.71,.683,2,2008
Chris Quinn,MIA,60.0,25.0,22.3,0.424,0.403,0.439,0.509,0.867,2.0,3.0,0.8,0.1,7.8,13.8,0.559,9.7,5.3,22.5,1.8,0.2,16.6,1.9,0.7,-0.5,0.5,2.6,0.092,0.0,.183,15,2008
Chris Richard,MIN,52.0,3.0,10.7,0.471,0.0,0.471,0.471,0.593,2.6,0.3,0.2,0.2,1.9,7.9,0.496,17.9,14.1,4.6,0.9,1.7,10.0,0.1,0.3,-5.7,-0.5,0.4,0.037,0.0,.268,13,2008
Chris Webber,GSW,9.0,8.0,14.0,0.484,0.0,0.484,0.484,0.417,3.6,2.0,0.4,0.7,3.9,10.7,0.482,26.5,13.6,19.3,1.5,3.5,15.8,-0.1,0.2,-1.1,0.0,0.1,0.025,0.0,.585,9,2008
Chris Wilcox,OKC,62.0,55.0,28.0,0.524,0.0,0.526,0.524,0.645,7.0,1.2,0.7,0.6,13.4,16.3,0.554,19.2,13.6,7.1,1.3,1.5,21.2,1.7,1.6,-1.0,0.4,3.4,0.093,0.0,.244,15,2008
Chuck Hayes,HOU,79.0,44.0,19.9,0.511,0.0,0.518,0.511,0.458,5.4,1.2,1.1,0.5,3.0,11.2,0.512,20.8,15.3,8.4,2.9,2.0,8.5,0.8,3.7,0.8,1.1,4.4,0.136,0.0,.671,5,2008
Chucky Atkins,DEN,24.0,0.0,14.7,0.344,0.316,0.395,0.447,0.444,1.3,2.0,0.4,0.0,4.7,8.9,0.449,8.4,4.8,18.7,1.2,0.2,16.4,0.1,0.2,-3.0,-0.1,0.3,0.04,0.0,.610,8,2008
Coby Karl,LAL,17.0,0.0,4.2,0.346,0.308,0.385,0.423,0.8,0.8,0.5,0.2,0.1,1.8,15.8,0.493,16.5,10.9,18.3,2.8,2.0,22.0,0.0,0.1,0.4,0.0,0.2,0.106,0.0,.695,1,2008
Corey Brewer,MIN,79.0,35.0,22.8,0.374,0.194,0.389,0.382,0.8,3.7,1.4,1.0,0.3,5.8,8.3,0.429,13.9,9.4,9.1,2.2,1.1,15.6,-1.4,1.2,-4.1,-1.0,-0.2,-0.005,0.0,.268,13,2008
Corey Maggette,LAC,70.0,65.0,35.7,0.458,0.384,0.477,0.497,0.812,5.6,2.7,1.0,0.1,22.1,19.3,0.595,14.7,9.1,14.3,1.5,0.2,27.6,5.1,1.8,1.9,2.4,6.9,0.133,0.0,.280,12,2008
Courtney Sims,IND,3.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,1.1,0.0,10.1,9.9,11.6,0.0,0.0,3.9,0.0,0.0,-7.5,0.0,0.0,0.008,0.0,.439,9,2008
Craig Smith,MIN,77.0,11.0,20.1,0.563,0.0,0.572,0.563,0.665,4.6,0.8,0.5,0.2,9.4,16.7,0.59,17.8,13.2,6.6,1.2,0.9,20.6,2.7,0.9,-1.3,0.3,3.5,0.109,0.0,.268,13,2008
Cuttino Mobley,LAC,77.0,38.0,35.1,0.433,0.349,0.457,0.472,0.819,3.6,2.6,1.0,0.4,12.8,11.5,0.514,9.7,5.9,13.1,1.5,0.9,18.5,0.4,1.7,-2.3,-0.2,2.1,0.037,0.0,.280,12,2008
D.J. Mbenga,LAL,42.0,0.0,7.8,0.464,0.0,0.464,0.464,0.417,1.7,0.2,0.2,0.6,2.0,9.4,0.465,14.7,12.1,4.3,1.1,5.8,13.5,0.0,0.4,-5.3,-0.3,0.4,0.066,0.0,.695,1,2008
D.J. Strawberry,PHO,33.0,0.0,8.2,0.315,0.24,0.343,0.348,0.474,0.8,0.9,0.4,0.2,2.2,6.2,0.364,7.4,5.9,14.8,2.2,1.5,18.5,-0.4,0.2,-5.6,-0.2,-0.2,-0.031,0.0,.671,4,2008
