Player,Team,G,GS,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,TS%,DRB%,TRB%,AST%,STL%,BLK%,USG%,OWS,DWS,BPM,VORP,WS,WS/48,Share,W/L%,Seed,Year
Alton Ford,PHO,11.0,0.0,2.8,0.333,0.0,0.333,0.333,0.333,0.5,0.1,0.0,0.0,0.6,-2.2,0.339,22.1,10.9,4.9,0.0,0.0,17.8,-0.1,0.0,-14.7,-0.1,-0.1,-0.113,0.0,.537,8,2003
Alvin Williams,TOR,78.0,78.0,33.8,0.438,0.329,0.458,0.464,0.782,3.1,5.3,1.4,0.3,13.2,16.7,0.508,8.6,5.3,27.7,2.2,0.6,19.7,4.4,1.2,0.4,1.6,5.5,0.101,0.0,.293,14,2003
Amal McCaskill,ATL,11.0,0.0,6.4,0.235,0.0,0.235,0.235,0.75,2.0,0.5,0.3,0.1,1.0,7.3,0.293,23.5,17.9,10.8,2.3,1.0,13.6,-0.1,0.1,-5.3,-0.1,0.0,0.015,0.0,.427,11,2003
Amar'e Stoudemire,PHO,82.0,71.0,31.3,0.472,0.2,0.476,0.473,0.661,8.8,1.0,0.8,1.1,13.5,16.2,0.53,20.9,15.9,5.0,1.3,2.5,21.5,2.6,3.6,-1.4,0.4,6.2,0.116,0.0,.537,8,2003
Andre Miller,LAC,80.0,80.0,36.4,0.406,0.213,0.432,0.419,0.795,4.0,6.7,1.2,0.1,13.6,15.2,0.495,9.0,6.1,31.3,1.8,0.3,20.3,3.6,1.0,-1.1,0.6,4.6,0.076,0.0,.329,13,2003
Andrei Kirilenko,UTA,80.0,11.0,27.7,0.491,0.325,0.527,0.519,0.8,5.2,1.7,1.5,2.2,12.0,21.1,0.598,14.4,11.5,10.6,2.9,6.1,19.6,5.3,3.8,5.8,4.4,9.2,0.199,0.0,.573,7,2003
Andrew DeClercq,ORL,77.0,21.0,17.2,0.534,0.0,0.534,0.534,0.644,4.4,0.7,0.5,0.5,4.7,11.3,0.562,17.5,14.6,6.2,1.5,2.0,13.8,1.3,1.3,-3.7,-0.6,2.6,0.095,0.0,.512,7,2003
Anfernee Hardaway,PHO,58.0,51.0,30.6,0.447,0.356,0.46,0.469,0.794,4.4,4.1,1.1,0.4,10.6,13.0,0.499,12.3,8.2,21.5,1.9,1.1,19.2,0.4,1.9,0.0,0.9,2.3,0.062,0.0,.537,8,2003
Ansu Sesay,OKC,45.0,4.0,10.0,0.383,0.0,0.383,0.383,0.571,1.6,0.5,0.3,0.1,2.1,6.1,0.404,10.4,9.6,8.1,1.7,0.9,14.8,-0.4,0.4,-5.7,-0.4,-0.1,-0.007,0.0,.488,10,2003
Antawn Jamison,GSW,82.0,82.0,39.3,0.47,0.311,0.496,0.492,0.789,7.0,1.9,0.9,0.5,22.2,19.0,0.542,12.5,9.5,8.6,1.2,0.9,24.5,8.2,0.3,0.7,2.2,8.5,0.126,0.0,.463,11,2003
Anthony Carter,MIA,49.0,26.0,18.6,0.356,0.0,0.369,0.356,0.66,1.7,4.1,0.9,0.1,4.1,9.9,0.39,9.3,5.3,37.9,2.7,0.4,17.3,-1.3,1.1,-3.9,-0.4,-0.2,-0.012,0.0,.305,13,2003
Anthony Goldwire,WAS,15.0,0.0,5.7,0.36,0.333,0.375,0.42,0.571,0.4,0.3,0.2,0.0,1.7,5.4,0.445,8.1,4.1,7.5,1.9,0.0,18.7,-0.1,0.1,-5.3,-0.1,-0.1,-0.035,0.0,.451,9,2003
Anthony Johnson,BRK,66.0,2.0,12.8,0.446,0.371,0.459,0.474,0.689,1.2,1.3,0.6,0.1,4.1,11.3,0.512,8.8,5.3,16.7,2.3,0.4,16.3,0.6,1.3,-1.3,0.1,1.8,0.105,0.0,.598,2,2003
Anthony Mason,MIL,65.0,58.0,32.6,0.486,0.0,0.487,0.486,0.718,6.4,3.2,0.5,0.2,7.2,11.3,0.524,18.1,11.5,14.6,0.8,0.4,11.5,2.5,0.6,-1.4,0.3,3.1,0.069,0.0,.512,8,2003
Anthony Peeler,MIN,82.0,39.0,27.4,0.414,0.41,0.416,0.485,0.78,2.9,3.0,0.9,0.2,7.7,11.0,0.499,9.9,6.1,15.8,1.7,0.4,14.4,1.7,1.7,-0.6,0.7,3.4,0.072,0.0,.622,4,2003
Antoine Rigaudeau,DAL,11.0,0.0,8.3,0.229,0.2,0.233,0.243,0.0,0.7,0.5,0.3,0.0,1.5,-2.4,0.243,4.8,4.8,9.3,1.7,0.0,20.4,-0.4,0.1,-14.7,-0.3,-0.4,-0.192,0.0,.732,2,2003
Antoine Walker,BOS,78.0,78.0,41.5,0.388,0.323,0.427,0.449,0.615,7.2,4.8,1.5,0.4,20.1,14.6,0.467,16.7,9.9,23.3,1.9,0.8,27.9,-1.6,4.2,-0.5,1.3,2.6,0.039,0.0,.537,6,2003
Antonio Daniels,POR,67.0,2.0,13.0,0.452,0.305,0.52,0.5,0.855,1.1,1.3,0.5,0.1,3.7,13.3,0.572,8.4,5.0,14.9,2.0,0.8,13.3,1.6,0.8,1.0,0.7,2.3,0.128,0.0,.610,6,2003
Antonio Davis,TOR,53.0,52.0,35.7,0.407,0.0,0.407,0.407,0.771,8.2,2.5,0.4,1.2,13.9,14.5,0.483,19.3,13.1,11.9,0.6,2.3,21.3,1.0,1.1,-1.9,0.1,2.2,0.055,0.0,.293,14,2003
Antonio Harvey,ATL,4.0,0.0,8.0,0.4,0.0,0.4,0.4,0.0,1.5,0.0,0.2,1.0,1.0,2.9,0.4,17.1,10.7,0.0,1.6,8.8,11.5,-0.1,0.0,-6.6,0.0,0.0,-0.068,0.0,.427,11,2003
Art Long,TOR,26.0,0.0,8.1,0.373,0.667,0.361,0.387,0.2,2.3,0.2,0.2,0.4,2.3,6.2,0.378,22.1,16.5,4.7,1.3,4.0,21.3,-0.6,0.3,-7.2,-0.3,-0.3,-0.076,0.0,.293,14,2003
Arvydas Sabonis,POR,78.0,1.0,15.5,0.476,0.5,0.476,0.481,0.787,4.3,1.8,0.8,0.6,6.1,20.5,0.549,24.7,16.7,19.3,2.7,3.1,19.4,2.6,2.3,4.6,2.0,4.9,0.196,0.0,.610,6,2003
Austin Croshere,IND,49.0,0.0,12.9,0.411,0.391,0.421,0.476,0.815,3.2,1.1,0.1,0.3,5.1,16.1,0.53,19.9,13.7,14.9,0.5,1.5,18.9,1.2,0.8,1.7,0.6,2.0,0.151,0.0,.585,4,2003
Avery Johnson,DAL,48.0,0.0,9.0,0.42,0.0,0.426,0.42,0.769,0.6,1.3,0.3,0.0,3.2,12.2,0.467,5.4,4.0,22.8,1.8,0.2,20.7,0.1,0.3,-3.2,-0.1,0.4,0.044,0.0,.732,2,2003
Baron Davis,NOP,50.0,47.0,37.8,0.416,0.35,0.452,0.478,0.71,3.7,6.4,1.8,0.4,17.1,16.9,0.5,8.1,5.7,30.5,2.6,0.8,24.0,2.2,2.2,3.2,2.5,4.5,0.113,0.0,.573,5,2003
Ben Wallace,DET,73.0,73.0,39.4,0.481,0.167,0.485,0.482,0.45,15.4,1.6,1.4,3.2,6.9,17.2,0.486,34.9,23.2,6.9,2.0,5.9,10.2,2.7,7.9,3.9,4.3,10.6,0.176,0.028,.610,1,2003
Bimbo Coles,CLE,35.0,11.0,19.7,0.333,0.219,0.36,0.354,0.833,1.7,2.1,0.5,0.1,4.4,6.7,0.413,8.0,4.8,16.6,1.3,0.4,13.8,-0.2,0.2,-5.4,-0.6,0.0,0.0,0.0,.207,15,2003
Bo Outlaw,PHO,80.0,20.0,22.5,0.55,0.0,0.554,0.55,0.621,4.6,1.4,0.6,0.9,4.7,12.2,0.574,14.8,11.6,9.2,1.5,2.9,10.1,2.2,2.2,0.6,1.2,4.4,0.116,0.0,.537,8,2003
Bob Sura,GSW,55.0,0.0,20.5,0.412,0.329,0.44,0.454,0.696,3.0,3.2,0.8,0.0,7.3,14.2,0.51,10.2,7.9,23.9,2.0,0.1,17.9,1.6,0.2,-0.7,0.4,1.8,0.075,0.0,.463,11,2003
Bobby Jackson,SAC,59.0,26.0,28.4,0.464,0.379,0.505,0.525,0.846,3.7,3.1,1.2,0.1,15.2,18.4,0.561,9.8,7.0,17.7,2.1,0.1,23.8,3.3,2.2,2.9,2.1,5.5,0.157,0.0,.720,3,2003
Bobby Simmons,WAS,36.0,2.0,10.5,0.393,0.0,0.411,0.393,0.914,2.1,0.6,0.3,0.1,3.3,13.0,0.471,13.8,12.0,8.9,1.4,0.6,16.9,0.6,0.3,-2.9,-0.1,0.9,0.111,0.0,.451,9,2003
Bonzi Wells,POR,75.0,65.0,31.9,0.441,0.292,0.464,0.461,0.722,5.3,3.3,1.6,0.2,15.2,15.7,0.505,14.9,9.9,18.0,2.8,0.6,25.9,0.9,3.1,-0.2,1.1,4.0,0.08,0.0,.610,6,2003
Boštjan Nachbar,HOU,14.0,1.0,5.5,0.355,0.2,0.429,0.387,0.5,0.8,0.2,0.1,0.1,2.1,5.8,0.41,11.7,8.2,6.8,1.4,1.9,24.8,-0.2,0.1,-7.5,-0.1,-0.1,-0.053,0.0,.524,9,2003
Brad Miller,IND,73.0,72.0,31.1,0.493,0.313,0.498,0.497,0.818,8.3,2.6,0.9,0.6,13.1,19.3,0.579,20.2,14.9,14.5,1.5,1.4,18.7,6.1,3.4,3.0,2.9,9.6,0.202,0.0,.585,4,2003
Brandon Armstrong,BRK,17.0,0.0,4.1,0.333,0.167,0.381,0.352,0.833,0.2,0.1,0.2,0.1,1.4,3.9,0.405,6.6,3.3,4.8,2.3,1.1,22.6,-0.2,0.1,-8.1,-0.1,-0.1,-0.05,0.0,.598,2,2003
Brandon Williams,ATL,6.0,0.0,3.2,0.143,0.0,0.167,0.143,0.0,0.3,0.0,0.3,0.0,0.3,-10.4,0.143,0.0,6.0,0.0,5.6,0.0,24.1,-0.2,0.0,-21.8,-0.1,-0.2,-0.392,0.0,.427,11,2003
Brendan Haywood,WAS,81.0,69.0,23.8,0.51,0.0,0.51,0.51,0.633,5.0,0.4,0.4,1.5,6.2,13.5,0.561,13.0,12.4,2.4,0.9,4.6,12.5,3.1,1.9,-1.8,0.1,5.0,0.125,0.0,.451,9,2003
Brent Barry,OKC,75.0,68.0,33.1,0.458,0.403,0.514,0.56,0.795,4.0,5.1,1.5,0.2,10.3,15.8,0.597,12.2,7.1,25.0,2.5,0.5,14.9,4.8,2.5,2.6,2.9,7.3,0.141,0.0,.488,10,2003
Brevin Knight,MEM,55.0,4.0,16.9,0.425,0.25,0.432,0.43,0.541,1.5,4.2,1.3,0.0,3.9,11.2,0.442,7.9,4.9,38.0,3.9,0.1,16.4,-0.5,0.7,-3.0,-0.2,0.2,0.008,0.0,.341,12,2003
Brian Cardinal,WAS,5.0,0.0,3.0,0.25,0.0,0.333,0.25,1.0,1.0,0.2,0.0,0.0,0.8,13.8,0.41,15.8,19.7,10.4,0.0,0.0,18.5,0.0,0.0,-2.8,0.0,0.0,0.051,0.0,.451,9,2003
Brian Grant,MIA,82.0,82.0,32.2,0.509,0.0,0.509,0.509,0.771,10.2,1.3,0.8,0.6,10.3,15.6,0.552,26.8,18.3,7.2,1.3,1.4,16.0,3.5,4.1,-0.4,1.1,7.7,0.139,0.0,.305,13,2003
Brian Scalabrine,BRK,59.0,7.0,12.3,0.402,0.359,0.415,0.444,0.833,2.4,0.8,0.3,0.3,3.1,8.9,0.487,15.9,11.1,9.9,1.2,1.9,14.4,-0.1,1.2,-2.1,0.0,1.0,0.068,0.0,.598,2,2003
Brian Shaw,LAL,72.0,0.0,12.5,0.387,0.349,0.414,0.46,0.667,1.7,1.4,0.4,0.2,3.5,10.2,0.467,12.5,7.4,17.3,1.8,1.0,15.9,-0.1,0.7,-1.2,0.2,0.6,0.034,0.0,.610,5,2003
Brian Skinner,PHI,77.0,9.0,17.9,0.55,0.0,0.55,0.55,0.602,4.8,0.2,0.6,0.7,6.0,15.4,0.574,19.9,15.6,2.2,1.8,3.0,15.1,2.2,2.0,-0.6,0.5,4.1,0.144,0.0,.585,3,2003
Bruce Bowen,SAS,82.0,82.0,31.3,0.466,0.441,0.488,0.571,0.404,2.9,1.4,0.8,0.5,7.1,9.1,0.563,7.8,5.4,6.8,1.4,1.1,10.7,2.4,2.7,0.2,1.4,5.1,0.096,0.0,.732,1,2003
Bruno Šundov,BOS,26.0,0.0,5.3,0.25,0.25,0.25,0.286,0.0,1.1,0.3,0.2,0.1,1.2,1.2,0.281,16.9,11.5,8.8,2.3,1.7,22.2,-0.6,0.2,-9.8,-0.3,-0.4,-0.139,0.0,.537,6,2003
Bryce Drew,NOP,13.0,0.0,6.1,0.296,0.429,0.25,0.352,0.0,1.0,0.8,0.2,0.0,1.5,9.4,0.352,13.4,9.6,22.1,1.4,0.0,17.3,0.0,0.1,-1.7,0.0,0.0,0.02,0.0,.573,5,2003
Bryon Russell,WAS,70.0,23.0,19.8,0.353,0.329,0.373,0.428,0.768,3.0,1.0,1.0,0.1,4.5,9.1,0.468,14.1,8.9,8.2,2.7,0.4,13.3,0.0,1.6,-1.6,0.1,1.5,0.052,0.0,.451,9,2003
Calbert Cheaney,UTA,81.0,74.0,29.0,0.499,0.4,0.503,0.507,0.58,3.5,2.0,0.8,0.2,8.6,9.8,0.514,10.5,7.3,11.7,1.5,0.4,15.5,1.0,1.7,-2.6,-0.4,2.8,0.056,0.0,.573,7,2003
Calvin Booth,OKC,47.0,0.0,12.2,0.437,0.0,0.444,0.437,0.723,2.3,0.3,0.2,0.7,2.9,9.9,0.494,16.0,11.2,3.3,1.0,4.5,13.2,0.2,0.7,-3.3,-0.2,0.8,0.071,0.0,.488,10,2003
Carlos Arroyo,UTA,44.0,0.0,6.5,0.459,0.429,0.461,0.472,0.818,0.6,1.2,0.3,0.0,2.8,14.1,0.51,6.1,5.5,33.1,2.2,0.3,23.8,0.1,0.2,-1.0,0.1,0.3,0.057,0.0,.573,7,2003
Carlos Boozer,CLE,81.0,54.0,25.3,0.536,0.0,0.536,0.536,0.771,7.5,1.3,0.7,0.6,10.0,17.9,0.577,22.7,16.6,9.3,1.5,1.7,17.1,4.2,1.8,0.0,1.0,5.9,0.139,0.0,.207,15,2003
Caron Butler,MIA,78.0,78.0,36.6,0.416,0.318,0.427,0.432,0.824,5.1,2.7,1.8,0.4,15.4,15.1,0.502,10.9,8.0,14.1,2.6,0.9,22.9,1.6,3.6,0.5,1.8,5.1,0.086,0.0,.305,13,2003
Casey Jacobsen,PHO,72.0,0.0,15.9,0.373,0.315,0.432,0.453,0.686,1.2,1.0,0.5,0.1,5.1,9.2,0.493,5.4,4.1,9.8,1.6,0.4,16.7,0.5,0.7,-2.3,-0.1,1.2,0.051,0.0,.537,8,2003
Cezary Trybański,MEM,15.0,0.0,5.7,0.25,0.0,0.25,0.25,0.4,0.9,0.1,0.0,0.4,0.9,-1.4,0.287,10.3,9.2,1.6,0.0,4.8,17.0,-0.4,0.0,-12.0,-0.2,-0.3,-0.186,0.0,.341,12,2003
Charles Oakley,WAS,42.0,1.0,12.2,0.418,0.0,0.418,0.418,0.824,2.5,1.0,0.3,0.1,1.8,8.3,0.529,16.2,12.3,11.7,1.4,0.9,8.4,0.5,0.5,-2.7,-0.1,0.9,0.088,0.0,.451,9,2003
Charles Smith,POR,3.0,0.0,4.3,0.25,0.0,0.333,0.25,0.75,0.0,0.3,0.3,0.0,1.7,5.9,0.434,0.0,0.0,11.4,4.1,0.0,24.0,0.0,0.0,-6.5,0.0,0.0,0.007,0.0,.610,6,2003
Charlie Ward,NYK,66.0,6.0,22.2,0.399,0.378,0.435,0.521,0.774,2.7,4.6,1.2,0.2,7.2,15.9,0.54,12.4,7.1,32.9,2.8,0.5,16.8,2.4,1.3,2.4,1.6,3.7,0.121,0.0,.451,10,2003
Chauncey Billups,DET,74.0,74.0,31.4,0.421,0.392,0.443,0.506,0.878,3.7,3.9,0.9,0.2,16.2,20.4,0.582,12.2,7.0,23.7,1.5,0.5,24.1,7.0,2.9,4.6,3.8,9.9,0.204,0.0,.610,1,2003
Cherokee Parks,LAC,30.0,18.0,21.6,0.503,0.5,0.503,0.506,0.605,4.4,0.7,0.5,0.7,6.3,13.3,0.523,14.9,11.5,5.5,1.3,2.2,13.8,0.8,0.4,-1.2,0.1,1.2,0.09,0.0,.329,13,2003
Chris Andersen,DEN,59.0,3.0,15.4,0.4,0.0,0.401,0.4,0.55,4.6,0.5,0.5,1.0,5.2,14.0,0.44,22.3,17.6,6.3,1.7,5.3,19.9,-0.5,1.7,-2.0,0.0,1.1,0.059,0.0,.207,14,2003
Chris Childs,BRK,12.0,0.0,8.8,0.3,0.167,0.357,0.325,0.667,0.4,1.3,0.7,0.1,1.2,6.2,0.352,2.2,2.7,22.2,4.0,0.7,11.6,-0.1,0.2,-2.3,0.0,0.1,0.038,0.0,.598,2,2003
Chris Crawford,ATL,5.0,0.0,7.6,0.615,0.333,0.7,0.654,0.875,1.4,0.2,0.4,0.6,4.8,28.8,0.726,11.5,10.5,5.2,2.8,5.5,22.3,0.2,0.0,7.8,0.1,0.2,0.316,0.0,.427,11,2003
Chris Dudley,POR,3.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,-1.7,0.0,0.0,11.0,0.0,0.0,0.0,4.2,0.0,0.0,-12.7,0.0,0.0,0.0,0.0,.610,6,2003
Chris Jefferies,TOR,51.0,10.0,13.1,0.387,0.333,0.407,0.433,0.674,1.2,0.4,0.4,0.3,3.9,6.8,0.463,7.7,5.0,5.4,1.5,1.7,17.7,-0.8,0.2,-5.8,-0.7,-0.5,-0.039,0.0,.293,14,2003
Chris Mihm,CLE,52.0,0.0,15.6,0.404,0.0,0.408,0.404,0.724,4.4,0.5,0.3,0.7,5.9,13.2,0.462,19.5,16.0,6.0,1.1,3.3,20.5,0.2,0.7,-5.0,-0.6,0.9,0.053,0.0,.207,15,2003
Chris Mills,GSW,21.0,0.0,12.5,0.368,0.28,0.395,0.401,0.889,2.4,1.0,0.3,0.1,4.8,12.7,0.443,12.5,10.2,13.4,1.4,0.8,20.1,0.3,0.0,-2.1,0.0,0.3,0.059,0.0,.463,11,2003
Chris Owens,MEM,1.0,0.0,6.0,0.667,0.0,0.667,0.667,0.0,1.0,0.0,0.0,0.0,4.0,20.1,0.667,0.0,9.4,0.0,0.0,0.0,30.0,0.0,0.0,-0.5,0.0,0.0,-0.032,0.0,.341,12,2003
Chris Webber,SAC,67.0,67.0,39.1,0.461,0.238,0.465,0.463,0.607,10.5,5.4,1.6,1.3,23.0,20.9,0.485,21.1,14.4,24.6,2.0,2.2,30.4,1.7,5.3,3.5,3.6,6.9,0.127,0.016,.720,3,2003
Chris Whitney,ORL,51.0,21.0,20.6,0.355,0.305,0.4,0.427,0.826,1.3,2.8,0.6,0.0,7.0,9.2,0.468,7.4,3.7,24.2,1.4,0.1,19.1,-0.1,0.7,-4.1,-0.6,0.6,0.028,0.0,.512,7,2003
Chris Wilcox,LAC,46.0,3.0,10.4,0.521,0.0,0.521,0.521,0.5,2.3,0.5,0.2,0.3,3.7,12.5,0.528,16.9,12.3,7.8,0.8,1.8,17.7,0.3,0.3,-3.2,-0.1,0.6,0.062,0.0,.329,13,2003
Christian Laettner,WAS,76.0,66.0,29.1,0.494,0.125,0.506,0.496,0.833,6.6,3.1,1.1,0.5,8.3,16.1,0.545,20.8,13.4,17.8,2.0,1.4,14.2,3.8,2.8,2.0,2.2,6.6,0.143,0.0,.451,9,2003
Chucky Atkins,DET,65.0,7.0,21.5,0.361,0.355,0.368,0.454,0.816,1.5,2.7,0.4,0.1,7.1,10.1,0.475,6.5,4.1,22.4,1.1,0.2,19.4,0.3,1.2,-2.2,-0.1,1.5,0.053,0.0,.610,1,2003
Clarence Weatherspoon,NYK,79.0,19.0,25.6,0.449,0.0,0.449,0.449,0.768,7.6,0.9,0.9,0.5,6.6,14.5,0.522,22.8,17.4,5.1,1.8,1.3,12.8,3.3,2.2,0.0,1.0,5.5,0.131,0.0,.451,10,2003
Clifford Robinson,DET,81.0,69.0,34.9,0.398,0.336,0.422,0.444,0.676,3.9,3.3,1.1,1.1,12.2,12.4,0.477,10.1,6.7,17.4,1.7,2.3,20.4,0.4,4.0,0.0,1.4,4.4,0.075,0.0,.610,1,2003
Corey Benjamin,ATL,9.0,0.0,16.9,0.302,0.154,0.367,0.326,0.75,3.4,1.1,0.1,0.2,4.4,7.3,0.4,15.1,11.6,10.4,0.3,0.9,16.9,0.0,0.1,-6.6,-0.2,0.0,0.004,0.0,.427,11,2003
Corey Maggette,LAC,64.0,57.0,31.3,0.444,0.35,0.471,0.484,0.802,5.0,1.9,0.9,0.2,16.8,17.4,0.564,13.8,9.1,11.2,1.4,0.6,24.8,4.0,1.0,0.4,1.2,5.0,0.119,0.0,.329,13,2003
Corie Blount,CHI,50.0,3.0,16.7,0.485,0.0,0.485,0.485,0.571,4.1,1.0,0.7,0.4,3.0,9.6,0.502,17.9,13.5,8.9,2.0,1.7,10.2,0.2,0.9,-2.2,0.0,1.1,0.064,0.0,.366,12,2003
Corliss Williamson,DET,82.0,1.0,25.1,0.453,0.182,0.456,0.454,0.79,4.4,1.3,0.5,0.3,12.0,15.7,0.515,12.3,10.3,10.2,1.2,1.0,25.3,2.4,2.5,-1.8,0.1,4.9,0.115,0.0,.610,1,2003
Courtney Alexander,NOP,66.0,7.0,20.6,0.382,0.333,0.388,0.401,0.808,1.8,1.2,0.5,0.1,7.9,9.3,0.459,6.8,5.0,9.8,1.2,0.3,21.3,0.1,1.0,-4.5,-0.9,1.1,0.04,0.0,.573,5,2003
Cuttino Mobley,HOU,73.0,73.0,41.7,0.434,0.352,0.469,0.486,0.858,4.2,2.8,1.3,0.5,17.5,14.7,0.537,8.6,5.7,12.2,1.7,0.8,20.6,4.5,2.5,0.2,1.7,6.9,0.109,0.0,.524,9,2003
Dajuan Wagner,CLE,47.0,24.0,29.5,0.369,0.316,0.39,0.414,0.8,1.7,2.8,0.8,0.1,13.4,10.9,0.466,5.1,3.3,16.8,1.4,0.4,23.8,0.2,0.1,-4.7,-0.9,0.3,0.011,0.0,.207,15,2003
Dale Davis,POR,78.0,78.0,29.3,0.541,0.0,0.541,0.541,0.633,7.2,1.2,0.7,0.9,7.4,14.5,0.566,17.5,14.9,6.4,1.2,2.3,11.8,4.3,2.6,0.6,1.5,6.9,0.145,0.0,.610,6,2003
Dalibor Bagarić,CHI,10.0,0.0,7.6,0.308,0.0,0.308,0.308,0.75,2.0,0.4,0.3,0.3,1.9,7.1,0.342,18.6,14.5,8.2,2.0,2.9,19.1,-0.2,0.1,-6.9,-0.1,-0.1,-0.048,0.0,.366,12,2003
Damon Jones,SAC,49.0,1.0,14.5,0.381,0.364,0.404,0.486,0.741,1.4,1.6,0.4,0.1,4.6,11.5,0.505,8.5,5.3,16.0,1.3,0.4,15.2,0.8,0.7,-0.1,0.3,1.5,0.103,0.0,.720,3,2003
Damon Stoudamire,POR,59.0,27.0,22.3,0.376,0.386,0.372,0.429,0.791,2.6,3.5,0.7,0.1,6.9,12.1,0.46,10.6,7.1,24.5,1.6,0.3,18.5,0.6,1.1,-0.9,0.4,1.6,0.059,0.0,.610,6,2003
Damone Brown,TOR,5.0,3.0,23.0,0.314,0.0,0.333,0.314,0.75,3.0,0.6,0.2,0.0,5.6,1.6,0.363,12.4,7.4,4.2,0.5,0.0,17.7,-0.3,0.0,-9.2,-0.2,-0.2,-0.102,0.0,.293,14,2003
Dan Dickau,ATL,50.0,0.0,10.3,0.412,0.361,0.44,0.476,0.808,0.9,1.7,0.3,0.0,3.7,9.9,0.504,7.2,4.8,28.3,1.4,0.3,20.9,-0.1,0.1,-5.1,-0.4,0.0,0.001,0.0,.427,11,2003
Dan Gadzuric,MIL,49.0,30.0,15.5,0.483,0.0,0.486,0.483,0.518,4.0,0.2,0.4,1.1,3.4,11.2,0.498,20.3,15.2,1.8,1.5,5.1,12.0,0.4,0.7,-3.5,-0.3,1.2,0.075,0.0,.512,8,2003
Dan Langhi,PHO,60.0,0.0,9.0,0.401,0.29,0.421,0.423,0.6,1.4,0.4,0.2,0.1,3.0,9.4,0.434,14.3,9.1,6.4,1.5,0.8,18.8,-0.1,0.6,-3.6,-0.2,0.4,0.038,0.0,.537,8,2003
Danny Ferry,SAS,64.0,1.0,9.4,0.355,0.35,0.359,0.44,0.769,1.2,0.3,0.1,0.1,1.9,5.1,0.459,10.1,7.2,5.3,0.6,1.0,12.1,-0.2,0.6,-3.2,-0.2,0.3,0.028,0.0,.732,1,2003
Danny Fortson,GSW,17.0,0.0,13.1,0.37,0.0,0.377,0.37,0.655,4.3,0.7,0.5,0.0,3.5,9.9,0.442,21.3,17.4,7.9,2.1,0.0,15.6,0.0,0.2,-4.4,-0.1,0.2,0.041,0.0,.463,11,2003
