Player,Team,G,GS,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,TS%,DRB%,TRB%,AST%,STL%,BLK%,USG%,OWS,DWS,BPM,VORP,WS,WS/48,Share,W/L%,Seed,Year
Arron Afflalo,DEN,82.0,75.0,27.1,0.465,0.434,0.488,0.557,0.735,3.1,1.7,0.6,0.4,8.8,10.9,0.576,9.9,6.5,9.3,1.0,1.0,14.0,2.8,1.4,-0.4,0.9,4.3,0.092,0.0,.646,4,2010
Austin Daye,DET,69.0,4.0,13.3,0.464,0.305,0.54,0.514,0.821,2.5,0.5,0.4,0.4,5.1,12.8,0.546,19.8,11.5,6.3,1.5,2.4,18.5,0.6,0.7,-1.8,0.1,1.3,0.067,0.0,.329,13,2010
Baron Davis,LAC,75.0,73.0,33.6,0.406,0.277,0.459,0.446,0.821,3.5,8.0,1.7,0.6,15.3,17.4,0.501,9.9,6.1,39.6,2.6,1.3,24.3,2.5,2.1,1.5,2.2,4.5,0.086,0.0,.354,12,2010
Ben Gordon,DET,62.0,17.0,27.9,0.416,0.321,0.465,0.47,0.861,1.9,2.7,0.8,0.1,13.8,14.0,0.534,7.0,4.2,16.7,1.5,0.3,24.5,1.8,0.4,-1.4,0.2,2.1,0.059,0.0,.329,13,2010
Ben Wallace,DET,69.0,67.0,28.6,0.541,0.0,0.545,0.541,0.406,8.7,1.5,1.2,1.2,5.5,15.8,0.526,23.1,18.3,8.0,2.4,3.6,10.0,2.4,2.3,1.9,1.9,4.7,0.115,0.0,.329,13,2010
Beno Udrih,SAC,79.0,41.0,31.4,0.493,0.377,0.53,0.538,0.837,2.8,4.7,1.1,0.1,12.9,15.7,0.566,8.5,5.1,24.1,1.8,0.3,18.6,4.2,1.3,0.4,1.5,5.5,0.107,0.0,.305,14,2010
Bobby Brown,NOH,45.0,0.0,11.5,0.371,0.265,0.446,0.426,0.867,0.8,2.0,0.3,0.0,4.8,9.3,0.441,6.6,4.3,27.5,1.5,0.1,25.4,-0.7,0.2,-5.3,-0.4,-0.5,-0.05,0.0,.451,11,2010
Bobby Simmons,NJN,23.0,2.0,17.2,0.359,0.317,0.407,0.444,0.9,2.7,0.7,0.7,0.1,5.3,8.0,0.485,15.9,9.2,6.3,2.0,0.6,16.8,-0.2,0.3,-3.6,-0.2,0.1,0.014,0.0,.146,15,2010
Boris Diaw,CHA,82.0,82.0,35.4,0.483,0.32,0.541,0.525,0.769,5.2,4.0,0.7,0.7,11.3,12.8,0.552,11.9,8.8,18.9,1.1,1.6,16.2,2.4,3.8,0.8,2.0,6.2,0.103,0.0,.537,7,2010
Brad Miller,CHI,82.0,37.0,23.8,0.43,0.28,0.474,0.462,0.827,4.9,1.9,0.5,0.4,8.8,12.9,0.53,17.8,11.4,12.2,1.2,1.1,18.1,1.5,2.5,-0.8,0.6,4.0,0.098,0.0,.500,8,2010
Brandon Bass,ORL,50.0,3.0,13.0,0.511,0.0,0.511,0.511,0.825,2.5,0.4,0.2,0.5,5.8,16.5,0.556,12.6,11.3,5.1,1.0,3.1,20.9,1.0,1.0,-0.6,0.2,2.0,0.147,0.0,.720,2,2010
Brandon Jennings,MIL,82.0,82.0,32.6,0.371,0.374,0.37,0.431,0.817,3.4,5.7,1.3,0.2,15.5,14.5,0.475,10.4,6.0,29.6,2.1,0.5,26.1,0.3,3.9,0.7,1.8,4.2,0.075,0.0,.561,6,2010
Brandon Roy,POR,65.0,65.0,37.2,0.473,0.33,0.512,0.508,0.78,4.4,4.7,0.9,0.2,21.5,21.3,0.568,10.9,7.3,23.1,1.4,0.5,26.7,7.0,2.1,4.7,4.1,9.1,0.18,0.0,.610,6,2010
Brandon Rush,IND,82.0,64.0,30.4,0.423,0.411,0.433,0.511,0.629,4.2,1.4,0.7,0.8,9.4,9.6,0.522,13.5,7.6,6.9,1.1,1.9,14.8,0.0,2.5,-1.3,0.4,2.5,0.047,0.0,.390,10,2010
Brendan Haywood,WAS,77.0,67.0,30.6,0.562,0.0,0.563,0.562,0.62,9.3,0.6,0.3,2.1,9.1,16.1,0.588,21.5,17.5,2.8,0.6,5.1,13.5,3.7,3.0,-0.1,1.1,6.7,0.137,0.0,.317,14,2010
Brian Cardinal,MIN,29.0,0.0,9.2,0.389,0.333,0.407,0.431,0.944,1.0,0.8,0.3,0.1,1.7,6.9,0.546,9.4,6.1,12.3,1.7,0.8,8.3,0.3,0.1,-4.4,-0.2,0.4,0.071,0.0,.183,15,2010
Brian Cook,HOU,15.0,0.0,2.9,0.304,0.222,0.357,0.348,0.714,0.6,0.1,0.0,0.1,1.4,2.4,0.403,21.6,11.7,3.7,0.0,3.3,32.2,-0.2,0.0,-11.3,-0.1,-0.2,-0.191,0.0,.512,9,2010
Brian Scalabrine,BOS,52.0,3.0,9.1,0.341,0.327,0.361,0.435,0.667,0.9,0.5,0.2,0.1,1.5,3.6,0.445,9.9,6.2,8.1,1.0,0.7,10.4,-0.3,0.5,-4.3,-0.3,0.2,0.019,0.0,.610,4,2010
Brian Skinner,LAC,16.0,1.0,7.7,0.4,0.0,0.4,0.4,0.75,1.7,0.0,0.2,0.2,1.6,5.5,0.456,17.1,12.7,0.0,1.3,2.4,13.1,-0.1,0.1,-7.2,-0.2,0.0,-0.006,0.0,.354,12,2010
Brook Lopez,NJN,82.0,82.0,36.9,0.499,0.0,0.5,0.499,0.817,8.6,2.3,0.7,1.7,18.8,20.1,0.57,17.5,13.5,11.8,1.0,3.4,23.6,5.5,2.4,1.2,2.5,7.9,0.125,0.0,.146,15,2010
Byron Mullens,OKC,13.0,0.0,4.2,0.368,0.0,0.368,0.368,0.0,0.8,0.1,0.2,0.0,1.1,0.7,0.368,14.5,10.6,2.9,1.9,0.0,19.1,-0.2,0.1,-11.8,-0.1,-0.1,-0.077,0.0,.610,7,2010
C.J. Miles,UTA,63.0,28.0,23.8,0.429,0.341,0.484,0.495,0.695,2.7,1.7,0.9,0.3,9.9,10.8,0.515,9.7,6.6,10.7,2.0,0.9,20.5,0.2,1.7,-1.9,0.0,1.9,0.061,0.0,.646,5,2010
C.J. Watson,GSW,65.0,15.0,27.5,0.468,0.31,0.527,0.51,0.771,2.6,2.8,1.6,0.1,10.3,13.8,0.555,8.9,5.3,14.3,2.8,0.3,16.0,2.2,0.9,-0.4,0.7,3.1,0.082,0.0,.317,13,2010
Carl Landry,SAC,80.0,29.0,30.9,0.536,0.333,0.537,0.537,0.806,5.8,0.8,0.7,0.8,16.8,19.0,0.6,13.4,10.9,4.6,1.1,1.9,22.5,5.8,1.9,0.8,1.7,7.7,0.15,0.0,.305,14,2010
Carlos Arroyo,MIA,72.0,35.0,22.0,0.475,0.28,0.489,0.484,0.844,1.8,3.1,0.5,0.1,6.1,12.3,0.529,7.7,4.8,22.2,1.2,0.3,13.9,2.2,1.5,-1.5,0.2,3.7,0.113,0.0,.573,5,2010
Carlos Boozer,UTA,78.0,78.0,34.3,0.562,0.0,0.562,0.562,0.742,11.2,3.2,1.1,0.5,19.5,21.3,0.599,29.9,19.4,15.8,1.6,1.1,24.8,5.3,4.6,3.4,3.7,9.9,0.178,0.0,.646,5,2010
Carlos Delfino,MIL,75.0,66.0,30.4,0.408,0.367,0.45,0.5,0.782,5.3,2.7,1.1,0.3,11.0,12.9,0.526,18.0,9.8,14.0,1.8,0.7,18.0,1.1,3.7,1.5,2.0,4.8,0.101,0.0,.561,6,2010
Carmelo Anthony,DEN,69.0,69.0,38.2,0.458,0.316,0.478,0.478,0.83,6.6,3.2,1.3,0.4,28.2,22.2,0.548,13.1,9.9,15.9,1.7,0.9,33.4,5.6,2.4,2.3,2.9,7.9,0.145,0.053,.646,4,2010
Caron Butler,WAS,74.0,74.0,37.6,0.428,0.29,0.45,0.448,0.838,6.2,2.1,1.6,0.3,16.3,13.7,0.507,14.9,9.5,9.2,2.2,0.7,22.1,0.6,2.9,-1.3,0.5,3.5,0.061,0.0,.317,14,2010
Cartier Martin,WAS,18.0,2.0,21.7,0.368,0.347,0.379,0.43,0.8,3.8,0.9,0.6,0.1,7.8,9.0,0.473,12.6,9.8,6.2,1.4,0.2,18.8,-0.1,0.2,-4.4,-0.2,0.1,0.011,0.0,.317,14,2010
Cedric Jackson,WAS,12.0,0.0,6.2,0.3,0.167,0.357,0.325,0.583,0.7,1.2,0.2,0.2,1.7,5.5,0.396,9.4,6.3,27.1,2.1,1.9,22.4,-0.3,0.1,-6.8,-0.1,-0.2,-0.111,0.0,.317,14,2010
Channing Frye,PHO,81.0,41.0,27.0,0.451,0.439,0.466,0.573,0.81,5.3,1.4,0.8,0.9,11.2,15.0,0.598,17.6,11.0,7.4,1.5,2.4,16.7,4.3,2.2,2.7,2.6,6.4,0.141,0.0,.659,3,2010
Charlie Bell,MIL,71.0,39.0,22.7,0.381,0.365,0.395,0.464,0.716,1.9,1.5,0.5,0.2,6.5,7.9,0.486,7.5,4.7,9.8,1.3,0.6,14.8,0.1,1.9,-2.4,-0.2,2.0,0.06,0.0,.561,6,2010
Charlie Villanueva,DET,78.0,16.0,23.7,0.439,0.351,0.484,0.499,0.815,4.7,0.7,0.6,0.7,11.9,16.0,0.526,19.6,12.0,5.2,1.4,2.5,23.9,2.1,1.4,0.0,0.9,3.5,0.092,0.0,.329,13,2010
Chase Budinger,HOU,74.0,4.0,20.1,0.441,0.369,0.497,0.522,0.77,3.0,1.2,0.5,0.1,8.9,14.1,0.545,14.6,8.5,9.7,1.2,0.5,19.4,1.9,1.2,0.5,0.9,3.1,0.1,0.0,.512,9,2010
Chauncey Billups,DEN,73.0,73.0,34.1,0.418,0.386,0.441,0.499,0.91,3.1,5.6,1.1,0.1,19.5,20.2,0.601,9.3,5.3,26.1,1.7,0.3,24.3,7.7,1.7,3.7,3.6,9.5,0.182,0.001,.646,4,2010
Chris Andersen,DEN,76.0,0.0,22.3,0.566,0.0,0.573,0.566,0.695,6.4,0.4,0.6,1.9,5.9,15.8,0.631,22.7,16.4,2.8,1.3,6.3,10.8,3.2,2.7,1.8,1.6,5.9,0.166,0.0,.646,4,2010
Chris Bosh,TOR,70.0,70.0,36.1,0.518,0.364,0.521,0.522,0.797,10.8,2.4,0.6,1.0,24.0,25.0,0.592,25.2,17.7,11.5,0.9,2.1,28.7,7.9,1.7,3.6,3.6,9.6,0.182,0.001,.488,9,2010
Chris Douglas-Roberts,NJN,67.0,38.0,25.8,0.445,0.259,0.464,0.457,0.847,3.0,1.4,0.8,0.3,9.8,11.5,0.512,10.7,6.6,9.5,1.7,0.8,19.6,-0.2,0.9,-3.2,-0.5,0.7,0.02,0.0,.146,15,2010
Chris Duhon,NYK,67.0,59.0,30.9,0.373,0.349,0.404,0.472,0.716,2.7,5.6,0.9,0.0,7.4,10.7,0.501,8.4,4.9,25.9,1.5,0.1,13.1,1.5,0.5,-2.5,-0.3,1.9,0.045,0.0,.354,11,2010
Chris Hunter,GSW,60.0,9.0,13.0,0.502,0.0,0.512,0.502,0.754,2.8,0.6,0.2,0.6,4.5,12.2,0.546,16.0,11.9,6.7,0.8,3.2,15.2,0.9,0.4,-4.1,-0.4,1.3,0.08,0.0,.317,13,2010
Chris Kaman,LAC,76.0,76.0,34.3,0.49,0.0,0.492,0.49,0.749,9.3,1.6,0.5,1.2,18.5,16.5,0.527,23.2,15.6,8.6,0.7,2.7,27.1,0.0,2.4,-2.5,-0.3,2.4,0.044,0.0,.354,12,2010
Chris Paul,NOH,45.0,45.0,38.0,0.493,0.409,0.514,0.534,0.847,4.2,10.7,2.1,0.2,18.7,23.7,0.584,11.9,6.5,45.4,2.9,0.4,22.2,5.7,1.5,6.2,3.5,7.3,0.204,0.0,.451,11,2010
Chris Quinn,NJN,25.0,0.0,8.9,0.357,0.313,0.417,0.446,1.0,0.6,1.2,0.4,0.0,2.2,9.3,0.477,8.1,4.1,20.9,2.1,0.3,14.1,0.0,0.1,-2.5,0.0,0.1,0.025,0.0,.146,15,2010
Chris Richard,CHI,18.0,0.0,12.4,0.517,0.0,0.517,0.517,0.636,3.3,0.4,0.4,0.2,2.1,6.5,0.547,19.6,14.7,4.4,1.8,1.4,9.6,0.0,0.4,-5.8,-0.2,0.3,0.067,0.0,.500,8,2010
Chris Wilcox,DET,34.0,10.0,13.0,0.525,0.0,0.525,0.525,0.5,3.4,0.4,0.4,0.4,4.5,12.0,0.532,21.4,16.1,4.9,1.6,2.3,18.9,-0.2,0.4,-3.8,-0.2,0.2,0.022,0.0,.329,13,2010
Chuck Hayes,HOU,82.0,82.0,21.6,0.489,0.0,0.489,0.489,0.545,5.7,1.7,0.9,0.5,4.4,11.7,0.5,21.1,15.0,11.4,2.1,1.8,10.8,1.2,2.4,-0.2,0.8,3.6,0.098,0.0,.512,9,2010
Chucky Atkins,DET,40.0,11.0,16.1,0.363,0.301,0.417,0.433,0.926,0.7,2.3,0.4,0.0,4.0,8.3,0.477,4.8,2.7,21.6,1.4,0.0,14.4,0.2,0.1,-4.3,-0.4,0.2,0.017,0.0,.329,13,2010
Coby Karl,GSW,7.0,1.0,16.1,0.344,0.182,0.429,0.375,0.667,2.6,2.1,0.4,0.1,4.0,5.1,0.404,14.0,8.9,17.9,1.3,0.6,17.0,-0.2,0.0,-5.7,-0.1,-0.2,-0.076,0.0,.317,13,2010
Corey Brewer,MIN,82.0,82.0,30.3,0.431,0.346,0.459,0.474,0.648,3.4,2.4,1.4,0.4,13.0,12.1,0.502,9.6,6.3,12.5,2.4,0.9,21.5,-0.4,1.4,-2.2,-0.1,1.0,0.02,0.0,.183,15,2010
Corey Maggette,GSW,70.0,49.0,29.7,0.516,0.26,0.531,0.523,0.835,5.3,2.5,0.7,0.1,19.8,20.3,0.615,15.2,10.0,13.2,1.2,0.1,26.7,5.6,0.7,0.3,1.2,6.3,0.144,0.0,.317,13,2010
Courtney Lee,NJN,71.0,66.0,33.5,0.436,0.338,0.476,0.485,0.869,3.5,1.7,1.3,0.3,12.5,12.8,0.525,9.7,6.1,9.0,2.1,0.6,17.7,1.8,1.3,-1.4,0.4,3.1,0.063,0.0,.146,15,2010
Craig Smith,LAC,75.0,2.0,16.4,0.569,0.2,0.574,0.571,0.635,3.8,1.1,0.4,0.3,7.8,16.9,0.599,18.0,13.5,11.8,1.4,1.5,21.2,2.0,1.0,-0.8,0.4,3.0,0.117,0.0,.354,12,2010
D.J. Augustin,CHA,80.0,2.0,18.4,0.386,0.393,0.381,0.467,0.779,1.2,2.4,0.6,0.1,6.4,11.2,0.516,6.9,4.0,21.7,1.6,0.3,17.9,1.1,1.7,-1.1,0.3,2.8,0.092,0.0,.537,7,2010
D.J. Mbenga,LAL,49.0,2.0,7.2,0.466,0.0,0.466,0.466,0.474,1.8,0.2,0.1,0.6,2.1,11.6,0.471,17.2,13.7,3.4,0.7,6.2,16.0,0.0,0.6,-4.1,-0.2,0.6,0.084,0.0,.695,1,2010
D.J. White,OKC,12.0,0.0,8.5,0.61,0.0,0.61,0.61,0.9,1.9,0.3,0.4,0.2,4.9,25.9,0.65,14.2,12.9,7.4,2.5,2.2,21.3,0.4,0.2,6.4,0.2,0.6,0.276,0.0,.610,7,2010
DaJuan Summers,DET,44.0,0.0,9.2,0.354,0.357,0.352,0.412,0.711,1.0,0.4,0.2,0.2,3.0,7.5,0.457,9.9,6.7,6.3,1.1,1.5,18.5,-0.1,0.1,-5.2,-0.3,0.0,0.002,0.0,.329,13,2010
Daequan Cook,MIA,45.0,3.0,15.4,0.32,0.317,0.323,0.399,0.84,1.8,1.0,0.3,0.2,5.0,7.5,0.422,12.3,7.0,9.8,1.1,1.2,19.6,-0.7,0.8,-3.3,-0.2,0.1,0.01,0.0,.573,5,2010
Dahntay Jones,IND,76.0,26.0,24.9,0.461,0.125,0.479,0.464,0.77,3.0,2.0,0.5,0.5,10.2,10.8,0.527,10.5,6.6,12.9,1.0,1.5,20.1,0.1,1.6,-3.6,-0.8,1.8,0.045,0.0,.390,10,2010
Damien Wilkins,MIN,80.0,31.0,19.8,0.433,0.295,0.459,0.457,0.798,3.1,1.7,0.8,0.3,5.6,11.5,0.515,12.7,8.8,12.5,2.1,1.2,14.1,0.9,1.0,-1.3,0.3,1.9,0.056,0.0,.183,15,2010
Dan Gadzuric,MIL,32.0,6.0,9.8,0.438,0.0,0.438,0.438,0.4,2.9,0.4,0.3,0.4,2.8,10.5,0.44,20.5,16.6,6.0,1.5,3.3,16.6,-0.1,0.6,-4.5,-0.2,0.5,0.077,0.0,.561,6,2010
Daniel Gibson,CLE,56.0,10.0,19.1,0.466,0.477,0.454,0.599,0.694,1.3,1.2,0.4,0.1,6.3,11.3,0.613,6.4,4.1,9.8,1.2,0.5,14.2,1.6,1.0,0.0,0.5,2.6,0.117,0.0,.744,1,2010
Danilo Gallinari,NYK,81.0,74.0,33.9,0.423,0.381,0.469,0.523,0.818,4.9,1.7,0.9,0.7,15.1,14.8,0.575,14.0,8.2,7.6,1.4,1.6,19.3,4.1,1.5,0.5,1.7,5.6,0.098,0.0,.354,11,2010
Danny Granger,IND,62.0,62.0,36.7,0.428,0.361,0.471,0.498,0.848,5.5,2.8,1.5,0.8,24.1,19.8,0.564,13.3,8.2,13.6,2.0,1.6,28.7,3.5,2.7,3.1,2.9,6.2,0.131,0.0,.390,10,2010
Danny Green,CLE,20.0,0.0,5.8,0.385,0.273,0.529,0.462,0.667,0.8,0.2,0.3,0.2,2.0,12.3,0.48,8.9,8.8,6.7,2.7,2.0,18.9,0.0,0.2,-0.2,0.1,0.2,0.083,0.0,.744,1,2010
Dante Cunningham,POR,63.0,2.0,11.2,0.495,0.0,0.5,0.495,0.646,2.5,0.2,0.4,0.3,3.9,14.3,0.517,18.7,14.0,3.3,1.9,2.5,16.8,0.9,1.0,-1.8,0.0,1.9,0.129,0.0,.610,6,2010
Darius Songaila,NOH,75.0,1.0,18.8,0.494,0.167,0.498,0.495,0.811,3.1,0.9,0.8,0.2,7.2,11.6,0.522,14.7,9.7,7.9,2.3,0.8,19.5,0.0,1.2,-3.7,-0.6,1.3,0.044,0.0,.451,11,2010
