Player,Team,G,GS,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,TS%,DRB%,TRB%,AST%,STL%,BLK%,USG%,OWS,DWS,BPM,VORP,WS,WS/48,Share,W/L%,Seed,Year
Alec Burks,UTA,64.0,1.0,16.5,0.411,0.331,0.452,0.467,0.863,3.0,1.0,0.6,0.1,7.7,13.1,0.527,18.4,10.3,10.0,1.8,0.6,22.5,0.2,1.6,-0.9,0.3,1.9,0.084,0.0,0.585,5,2018
Alec Peters,PHO,20.0,0.0,11.2,0.378,0.31,0.625,0.5,0.8,1.8,0.6,0.1,0.1,4.1,10.7,0.523,14.0,8.8,7.9,0.4,0.7,15.5,0.2,0.0,-2.8,0.0,0.3,0.055,0.0,0.256,15,2018
Alex Caruso,LAL,37.0,7.0,15.2,0.431,0.302,0.507,0.487,0.7,1.8,2.0,0.6,0.3,3.6,8.7,0.519,9.4,6.2,17.8,2.0,1.4,12.9,-0.1,0.6,-2.9,-0.1,0.5,0.041,0.0,0.427,11,2018
Alex Len,PHO,69.0,13.0,20.2,0.566,0.333,0.568,0.567,0.684,7.5,1.2,0.4,0.9,8.5,19.4,0.612,26.7,19.8,9.1,0.9,3.5,17.0,3.2,1.3,0.3,0.8,4.5,0.154,0.0,0.256,15,2018
Alex Poythress,IND,25.0,0.0,4.2,0.423,0.364,0.467,0.5,0.0,0.7,0.1,0.1,0.0,1.0,7.8,0.5,10.8,9.2,2.6,1.4,0.9,12.0,0.1,0.1,-5.1,-0.1,0.1,0.066,0.0,0.585,5,2018
Alfonzo McKinnie,TOR,14.0,0.0,3.8,0.533,0.333,0.833,0.633,0.667,0.5,0.1,0.1,0.1,1.5,10.1,0.643,12.4,7.4,2.7,0.9,1.5,16.0,0.0,0.1,-3.0,0.0,0.1,0.084,0.0,0.72,1,2018
Allen Crabbe,BRK,75.0,68.0,29.3,0.407,0.378,0.461,0.529,0.852,4.3,1.6,0.6,0.5,13.2,12.3,0.558,14.4,7.8,8.4,1.0,1.2,19.0,1.8,1.4,-0.7,0.7,3.2,0.07,0.0,0.341,12,2018
Amir Johnson,PHI,74.0,18.0,15.8,0.538,0.313,0.57,0.558,0.612,4.5,1.6,0.6,0.6,4.6,14.9,0.575,18.3,15.2,13.9,1.8,3.1,12.8,2.1,2.0,1.0,0.9,4.1,0.169,0.0,0.634,3,2018
Andre Drummond,DET,78.0,78.0,33.7,0.529,0.0,0.536,0.529,0.605,16.0,3.0,1.5,1.6,15.0,22.9,0.555,36.4,26.2,14.3,2.2,4.3,21.2,4.6,5.7,3.2,3.4,10.3,0.189,0.0,0.476,9,2018
Andre Iguodala,GSW,64.0,7.0,25.3,0.463,0.282,0.567,0.514,0.632,3.8,3.3,0.8,0.6,6.0,11.2,0.536,12.6,8.5,16.2,1.6,1.9,11.5,1.6,1.6,-0.3,0.7,3.2,0.094,0.0,0.707,2,2018
Andre Ingram,LAL,2.0,0.0,32.0,0.471,0.556,0.375,0.618,1.0,3.0,3.5,1.5,1.5,12.0,16.3,0.655,8.3,5.0,15.3,2.2,3.8,14.1,0.1,0.1,4.3,0.1,0.2,0.157,0.0,0.427,11,2018
Andre Roberson,OKC,39.0,39.0,26.6,0.537,0.222,0.627,0.562,0.316,4.7,1.2,1.2,0.9,5.0,10.9,0.543,12.2,9.9,6.0,2.2,3.1,8.6,0.8,1.3,-0.1,0.5,2.2,0.1,0.0,0.585,4,2018
Andrew Bogut,LAL,24.0,5.0,9.0,0.68,0.0,0.68,0.68,1.0,3.2,0.6,0.2,0.5,1.5,10.9,0.696,25.4,19.2,9.1,0.9,4.9,8.8,0.1,0.3,-2.8,-0.1,0.4,0.094,0.0,0.427,11,2018
Andrew Harrison,MEM,56.0,46.0,23.7,0.422,0.331,0.467,0.477,0.78,2.3,3.2,0.7,0.5,9.5,12.7,0.534,9.7,5.7,21.3,1.4,1.8,19.6,1.0,0.7,-1.5,0.2,1.7,0.062,0.0,0.268,14,2018
Andrew White,ATL,15.0,0.0,13.9,0.342,0.367,0.292,0.466,0.25,2.3,0.4,0.2,0.1,4.6,5.8,0.461,16.0,9.1,4.3,0.7,0.4,17.3,-0.2,0.1,-5.5,-0.2,-0.1,-0.034,0.0,0.293,15,2018
Andrew Wiggins,MIN,82.0,82.0,36.3,0.438,0.331,0.475,0.481,0.643,4.4,2.0,1.1,0.6,17.7,13.0,0.505,10.8,6.9,8.2,1.5,1.5,23.4,0.5,1.6,-2.4,-0.3,2.1,0.034,0.0,0.573,8,2018
Ante Žižić,CLE,32.0,2.0,6.7,0.731,0.0,0.731,0.731,0.724,1.9,0.2,0.1,0.4,3.7,24.2,0.746,18.6,15.7,3.8,0.5,5.2,18.8,0.9,0.2,1.0,0.2,1.0,0.231,0.0,0.61,4,2018
Anthony Brown,MIN,1.0,0.0,4.0,1.0,1.0,0.0,1.5,0.0,0.0,1.0,0.0,0.0,3.0,41.9,1.5,0.0,0.0,41.7,0.0,0.0,11.1,0.0,0.0,30.5,0.0,0.0,0.571,0.0,0.573,8,2018
Anthony Davis,NOP,75.0,75.0,36.4,0.534,0.34,0.558,0.552,0.828,11.1,2.3,1.5,2.6,28.1,28.9,0.612,24.8,16.5,10.8,2.0,5.6,30.0,8.8,4.9,6.7,5.9,13.7,0.241,0.441,0.585,6,2018
Anthony Tolliver,DET,79.0,14.0,22.2,0.464,0.436,0.561,0.632,0.797,3.1,1.1,0.4,0.3,8.9,13.9,0.663,12.3,7.6,7.5,0.9,1.1,14.8,3.8,1.5,0.9,1.3,5.3,0.146,0.0,0.476,9,2018
Antonio Blakeney,CHI,19.0,0.0,16.5,0.371,0.288,0.418,0.423,0.769,1.7,1.1,0.4,0.1,7.9,10.1,0.471,10.3,5.6,10.1,1.1,0.3,23.7,-0.2,0.1,-5.2,-0.3,0.0,-0.006,0.0,0.329,13,2018
Antonius Cleveland,DAL,17.0,0.0,7.2,0.381,0.75,0.294,0.452,0.667,0.8,0.1,0.4,0.3,1.4,4.5,0.486,10.2,6.3,2.2,2.8,3.6,11.1,-0.2,0.2,-5.2,-0.1,0.0,-0.006,0.0,0.293,13,2018
Aron Baynes,BOS,81.0,67.0,18.3,0.471,0.143,0.487,0.474,0.756,5.4,1.1,0.3,0.6,6.0,12.0,0.502,22.1,16.0,9.6,0.7,2.9,16.8,0.5,2.5,-2.9,-0.3,3.0,0.097,0.0,0.671,2,2018
Arron Afflalo,ORL,53.0,3.0,12.9,0.401,0.386,0.413,0.485,0.846,1.2,0.6,0.1,0.2,3.4,5.8,0.516,10.1,5.3,6.2,0.3,1.1,12.5,-0.1,0.2,-5.4,-0.6,0.1,0.009,0.0,0.305,14,2018
Austin Rivers,LAC,61.0,59.0,33.7,0.424,0.378,0.461,0.508,0.642,2.4,4.0,1.2,0.3,15.1,12.6,0.526,6.2,3.9,17.5,1.7,0.6,20.6,1.4,1.0,-1.2,0.4,2.4,0.056,0.0,0.512,10,2018
Avery Bradley,LAC,46.0,46.0,31.2,0.414,0.369,0.436,0.474,0.768,2.5,2.0,1.1,0.2,14.3,9.6,0.496,7.3,4.5,10.4,1.8,0.5,23.5,-1.4,1.2,-4.0,-0.7,-0.2,-0.007,0.0,0.512,10,2018
Bam Adebayo,MIA,69.0,19.0,19.8,0.512,0.0,0.523,0.512,0.721,5.5,1.5,0.5,0.6,6.9,15.7,0.57,21.6,15.6,11.0,1.2,2.5,15.9,2.3,1.9,-0.4,0.6,4.2,0.148,0.0,0.537,6,2018
Ben McLemore,MEM,56.0,17.0,19.5,0.421,0.346,0.477,0.495,0.828,2.5,0.9,0.7,0.3,7.5,9.7,0.526,11.4,7.4,7.5,1.8,1.3,19.0,-0.2,0.7,-3.9,-0.5,0.5,0.023,0.0,0.268,14,2018
Ben Moore,IND,2.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,-2.3,0.0,12.5,6.3,13.1,0.0,0.0,0.0,0.0,0.0,-9.3,0.0,0.0,0.072,0.0,0.585,5,2018
Ben Simmons,PHI,81.0,81.0,33.7,0.545,0.0,0.551,0.545,0.56,8.1,8.2,1.7,0.9,15.8,20.0,0.557,19.5,13.0,37.4,2.5,2.1,22.3,4.2,5.0,4.5,4.5,9.2,0.162,0.0,0.634,3,2018
Bismack Biyombo,ORL,82.0,25.0,18.2,0.52,0.0,0.521,0.52,0.65,5.7,0.8,0.3,1.2,5.7,14.1,0.556,24.0,17.2,6.5,0.7,5.1,14.9,1.1,1.8,-2.4,-0.2,2.9,0.094,0.0,0.305,14,2018
Blake Griffin,LAC,58.0,58.0,34.0,0.438,0.345,0.482,0.493,0.785,7.4,5.8,0.7,0.3,21.4,19.6,0.544,19.8,12.0,28.1,1.0,0.8,28.9,3.2,1.8,3.4,2.7,4.9,0.12,0.0,0.512,10,2018
Boban Marjanović,LAC,39.0,1.0,8.6,0.534,0.0,0.534,0.534,0.794,3.7,0.6,0.3,0.3,6.0,26.0,0.616,31.4,23.5,11.2,1.5,2.8,29.4,1.0,0.5,2.5,0.4,1.5,0.215,0.0,0.512,10,2018
Bobby Brown,HOU,20.0,0.0,5.8,0.328,0.275,0.444,0.422,0.5,0.4,0.6,0.2,0.0,2.5,5.5,0.425,6.8,3.4,15.0,1.7,0.0,26.1,-0.3,0.1,-7.2,-0.2,-0.2,-0.08,0.0,0.793,1,2018
Bobby Portis,CHI,73.0,4.0,22.5,0.471,0.359,0.514,0.52,0.769,6.8,1.7,0.7,0.3,13.2,19.7,0.548,23.0,16.2,13.2,1.5,1.3,26.0,2.0,1.5,0.8,1.2,3.5,0.101,0.0,0.329,13,2018
Bogdan Bogdanović,SAC,78.0,52.0,27.9,0.446,0.392,0.485,0.529,0.84,2.9,3.3,0.9,0.2,11.8,13.5,0.556,10.5,5.8,18.3,1.7,0.7,19.6,1.8,1.1,-1.5,0.3,2.9,0.064,0.0,0.329,12,2018
Bojan Bogdanović,IND,80.0,80.0,30.8,0.474,0.402,0.534,0.565,0.868,3.4,1.5,0.7,0.1,14.3,13.9,0.605,10.9,6.2,7.1,1.1,0.3,19.0,3.8,1.6,-0.7,0.8,5.4,0.105,0.0,0.585,5,2018
Bradley Beal,WAS,82.0,82.0,36.3,0.46,0.375,0.507,0.527,0.791,4.4,4.5,1.2,0.4,22.6,18.4,0.564,11.5,6.9,21.0,1.6,1.1,27.6,4.4,2.5,2.2,3.1,6.9,0.111,0.0,0.524,8,2018
Brandan Wright,MEM,28.0,1.0,13.6,0.578,0.0,0.578,0.578,0.636,3.4,0.5,0.5,0.9,5.0,19.0,0.596,19.3,14.4,5.6,1.7,6.4,14.7,0.8,0.5,2.1,0.4,1.3,0.163,0.0,0.268,14,2018
Brandon Ingram,LAL,59.0,59.0,33.5,0.47,0.39,0.483,0.497,0.681,5.3,3.9,0.8,0.7,16.1,13.8,0.536,13.8,8.5,17.7,1.1,1.8,22.2,1.0,1.8,-1.2,0.4,2.8,0.068,0.0,0.427,11,2018
Brandon Jennings,MIL,14.0,0.0,14.6,0.375,0.273,0.462,0.438,1.0,2.2,3.1,0.4,0.3,5.2,12.7,0.478,14.8,8.9,31.1,1.5,1.7,20.8,0.0,0.1,-3.4,-0.1,0.1,0.026,0.0,0.537,7,2018
Brandon Paul,SAS,64.0,2.0,9.0,0.433,0.278,0.548,0.492,0.512,1.1,0.6,0.4,0.1,2.3,7.4,0.504,12.0,6.5,9.0,2.2,1.0,13.6,-0.3,0.8,-3.5,-0.2,0.5,0.045,0.0,0.573,7,2018
Briante Weber,MEM,18.0,0.0,13.2,0.442,0.364,0.469,0.488,0.8,1.9,1.2,1.0,0.3,2.8,10.1,0.527,13.1,8.4,13.1,3.8,1.9,11.7,0.0,0.4,-1.3,0.0,0.4,0.072,0.0,0.268,14,2018
Brice Johnson,MEM,18.0,0.0,5.4,0.476,0.0,0.488,0.476,0.6,1.7,0.1,0.5,0.3,2.4,18.2,0.486,25.5,17.9,3.4,4.5,5.5,22.3,0.0,0.2,-0.4,0.0,0.2,0.082,0.0,0.268,14,2018
Brook Lopez,LAL,74.0,72.0,23.4,0.465,0.345,0.549,0.536,0.703,4.0,1.7,0.4,1.3,13.0,16.5,0.557,13.4,9.0,11.6,0.8,4.6,23.5,1.9,1.9,0.9,1.3,3.8,0.105,0.0,0.427,11,2018
Bruno Caboclo,TOR,12.0,0.0,8.9,0.29,0.176,0.429,0.339,0.833,1.8,0.3,0.2,0.3,2.2,7.4,0.386,16.6,11.7,5.0,1.4,3.5,15.8,-0.1,0.1,-5.8,-0.1,0.0,-0.021,0.0,0.72,1,2018
Bryn Forbes,SAS,80.0,12.0,19.0,0.421,0.39,0.446,0.51,0.667,1.4,1.0,0.4,0.0,6.9,9.1,0.525,7.2,4.0,7.8,0.9,0.1,16.7,0.8,1.3,-3.1,-0.4,2.1,0.067,0.0,0.573,7,2018
Buddy Hield,SAC,80.0,13.0,25.3,0.446,0.431,0.457,0.54,0.877,3.8,1.9,1.1,0.3,13.5,16.1,0.557,14.8,8.6,12.8,2.1,1.0,24.3,1.3,1.5,1.0,1.5,2.8,0.067,0.0,0.329,12,2018
C.J. Miles,TOR,70.0,3.0,19.1,0.379,0.361,0.434,0.516,0.835,2.2,0.8,0.5,0.3,10.0,13.0,0.545,11.0,6.4,6.0,1.4,1.3,22.3,1.4,1.5,0.3,0.8,2.9,0.103,0.0,0.72,1,2018
C.J. Williams,LAC,38.0,18.0,18.6,0.442,0.282,0.546,0.497,0.813,1.5,1.1,0.8,0.3,5.5,9.5,0.512,6.7,4.4,8.5,2.1,1.5,13.7,0.3,0.5,-2.1,0.0,0.7,0.051,0.0,0.512,10,2018
CJ McCollum,POR,81.0,81.0,36.1,0.443,0.397,0.465,0.506,0.836,4.0,3.4,1.0,0.4,21.4,17.0,0.536,9.9,6.0,15.8,1.3,1.0,26.5,3.7,2.9,1.2,2.4,6.6,0.108,0.0,0.598,3,2018
Caleb Swanigan,POR,27.0,3.0,7.0,0.4,0.125,0.442,0.408,0.667,2.0,0.5,0.2,0.1,2.3,7.5,0.449,22.3,15.6,10.8,1.3,1.3,20.0,-0.3,0.3,-5.5,-0.2,0.0,-0.003,0.0,0.598,3,2018
Cameron Payne,CHI,25.0,14.0,23.3,0.405,0.385,0.419,0.486,0.75,2.8,4.5,1.0,0.4,8.8,14.0,0.498,9.8,6.4,29.9,2.2,1.4,19.3,0.3,0.4,-0.4,0.2,0.8,0.063,0.0,0.329,13,2018
Caris LeVert,BRK,71.0,10.0,26.3,0.435,0.347,0.48,0.493,0.711,3.7,4.2,1.2,0.3,12.1,14.2,0.525,11.9,7.4,26.0,2.1,0.9,22.5,0.7,1.6,-0.8,0.6,2.3,0.058,0.0,0.341,12,2018
Carmelo Anthony,OKC,78.0,78.0,32.1,0.404,0.357,0.437,0.476,0.767,5.8,1.3,0.6,0.6,16.2,12.7,0.503,17.7,10.0,6.5,0.9,1.8,23.2,1.2,2.5,-1.9,0.0,3.7,0.071,0.0,0.585,4,2018
Cedi Osman,CLE,61.0,12.0,11.0,0.484,0.368,0.586,0.57,0.565,2.0,0.7,0.4,0.0,3.9,11.0,0.577,16.6,10.0,8.7,1.6,0.4,15.7,0.5,0.4,-2.9,-0.1,0.9,0.064,0.0,0.61,4,2018
Chandler Parsons,MEM,36.0,8.0,19.2,0.462,0.421,0.504,0.571,0.63,2.5,1.9,0.5,0.3,7.9,13.6,0.578,13.0,7.5,16.4,1.3,1.5,18.3,0.7,0.4,0.8,0.5,1.1,0.077,0.0,0.268,14,2018
Channing Frye,LAL,53.0,1.0,13.1,0.491,0.339,0.67,0.583,0.895,2.5,0.7,0.3,0.2,5.0,13.1,0.599,19.4,10.8,7.9,1.3,1.6,15.2,0.9,0.6,-0.5,0.3,1.5,0.101,0.0,0.427,11,2018
Charles Cooke,NOP,13.0,0.0,2.9,0.143,0.125,0.167,0.179,0.5,0.2,0.1,0.1,0.0,0.5,-5.1,0.202,5.5,2.9,3.2,1.3,0.0,18.1,-0.2,0.0,-14.4,-0.1,-0.2,-0.239,0.0,0.585,6,2018
Cheick Diallo,NOP,52.0,0.0,11.2,0.58,0.0,0.58,0.58,0.758,4.1,0.4,0.2,0.4,4.9,17.0,0.619,29.6,19.7,4.7,0.9,2.9,17.4,1.1,0.8,-1.2,0.1,1.9,0.157,0.0,0.585,6,2018
Chinanu Onuaku,HOU,1.0,0.0,22.0,0.4,0.0,0.4,0.4,0.0,4.0,1.0,0.0,0.0,4.0,-3.2,0.4,15.2,10.2,6.4,0.0,0.0,16.1,-0.1,0.0,-14.7,-0.1,-0.1,-0.147,0.0,0.793,1,2018
Chris Boucher,GSW,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-28.5,0.0,100.0,55.9,0.0,0.0,0.0,43.9,0.0,0.0,-33.1,0.0,0.0,-0.899,0.0,0.707,2,2018
Chris McCullough,WAS,19.0,0.0,4.7,0.429,0.125,0.5,0.44,0.643,1.3,0.2,0.0,0.3,2.4,15.8,0.478,22.6,15.7,7.1,0.0,4.9,24.6,0.1,0.1,-1.8,0.0,0.2,0.081,0.0,0.524,8,2018
Chris Paul,HOU,58.0,58.0,31.8,0.46,0.38,0.532,0.55,0.919,5.4,7.9,1.7,0.2,18.6,24.4,0.604,16.7,9.5,40.9,2.6,0.6,24.5,7.5,2.7,7.1,4.2,10.2,0.265,0.0,0.793,1,2018
Clint Capela,HOU,74.0,74.0,27.5,0.652,0.0,0.653,0.652,0.56,10.8,0.9,0.8,1.9,13.9,24.5,0.65,30.8,22.2,5.7,1.4,5.7,19.4,6.2,4.1,3.4,2.8,10.2,0.242,0.0,0.793,1,2018
Cody Zeller,CHO,33.0,0.0,19.0,0.545,0.667,0.542,0.551,0.718,5.4,0.9,0.4,0.6,7.1,15.9,0.602,19.3,15.3,7.4,1.1,2.8,15.7,1.2,0.7,-1.2,0.1,1.9,0.145,0.0,0.439,10,2018
Cole Aldrich,MIN,21.0,0.0,2.3,0.333,0.0,0.333,0.333,0.333,0.7,0.1,0.1,0.0,0.6,6.0,0.34,28.6,17.6,8.2,2.0,1.8,16.8,-0.1,0.1,-7.5,-0.1,0.0,-0.013,0.0,0.573,8,2018
Corey Brewer,OKC,72.0,18.0,16.8,0.449,0.282,0.539,0.498,0.722,2.1,0.9,1.1,0.2,5.3,11.2,0.534,10.0,6.9,7.5,3.2,1.0,14.3,0.7,1.6,-1.3,0.2,2.3,0.091,0.0,0.585,4,2018
Cory Joseph,IND,82.0,17.0,27.0,0.424,0.353,0.457,0.479,0.745,3.2,3.2,1.0,0.2,7.9,11.0,0.503,11.4,6.7,16.1,1.8,0.7,14.8,1.2,2.0,-1.5,0.3,3.1,0.068,0.0,0.585,5,2018
Courtney Lee,NYK,76.0,69.0,30.4,0.454,0.406,0.482,0.529,0.919,2.9,2.4,1.1,0.2,12.0,13.0,0.564,9.3,5.4,11.3,1.7,0.6,16.9,2.7,1.2,-0.3,1.0,3.9,0.082,0.0,0.354,11,2018
Cristiano Felício,CHI,55.0,16.0,17.8,0.591,0.0,0.596,0.591,0.667,4.2,1.0,0.3,0.2,5.6,12.5,0.614,17.1,12.8,8.4,0.8,1.0,13.6,1.2,0.5,-3.9,-0.5,1.7,0.086,0.0,0.329,13,2018
D'Angelo Russell,BRK,48.0,35.0,25.7,0.414,0.324,0.477,0.481,0.74,3.9,5.2,0.8,0.4,15.5,15.2,0.509,13.8,8.1,35.7,1.4,1.0,30.8,-0.5,0.9,-1.2,0.3,0.4,0.014,0.0,0.341,12,2018
D.J. Augustin,ORL,75.0,36.0,23.5,0.452,0.419,0.485,0.557,0.868,2.1,3.8,0.7,0.0,10.2,15.4,0.615,8.2,5.0,24.4,1.5,0.0,18.6,3.3,0.8,-0.2,0.8,4.1,0.11,0.0,0.305,14,2018
D.J. Wilson,MIL,22.0,0.0,3.2,0.563,0.4,0.636,0.625,0.5,0.5,0.1,0.1,0.0,1.0,10.3,0.622,13.2,8.3,6.1,2.1,1.2,13.3,0.0,0.1,-2.0,0.0,0.1,0.054,0.0,0.537,7,2018
Dakari Johnson,OKC,31.0,6.0,5.2,0.564,0.0,0.564,0.564,0.55,1.1,0.3,0.2,0.3,1.8,16.4,0.575,12.8,11.7,7.2,1.8,4.5,13.5,0.4,0.2,-0.3,0.1,0.6,0.178,0.0,0.585,4,2018
Damian Jones,GSW,15.0,0.0,5.9,0.5,0.0,0.5,0.5,0.6,0.9,0.1,0.1,0.2,1.7,6.8,0.517,10.6,8.8,2.9,0.5,2.7,13.9,0.0,0.1,-7.1,-0.1,0.1,0.031,0.0,0.707,2,2018
Damian Lillard,POR,73.0,73.0,36.6,0.439,0.361,0.501,0.519,0.916,4.5,6.6,1.1,0.4,26.9,25.2,0.594,10.6,6.6,30.9,1.4,0.8,30.6,9.9,2.7,7.2,6.3,12.6,0.227,0.205,0.598,3,2018
Damien Wilkins,IND,19.0,1.0,8.0,0.333,0.222,0.429,0.385,0.75,0.8,0.5,0.1,0.1,1.7,4.9,0.405,8.1,5.9,7.8,0.7,0.6,13.4,-0.1,0.1,-6.1,-0.2,-0.1,-0.019,0.0,0.585,5,2018
Damion Lee,ATL,15.0,11.0,26.9,0.408,0.25,0.511,0.457,0.759,4.7,1.9,1.3,0.1,10.7,12.0,0.489,16.6,9.8,11.2,2.3,0.2,19.3,0.0,0.4,-1.9,0.0,0.4,0.046,0.0,0.293,15,2018
Damyean Dotson,NYK,44.0,2.0,10.8,0.447,0.324,0.538,0.516,0.696,1.9,0.7,0.3,0.0,4.1,11.6,0.532,17.5,9.8,9.5,1.3,0.4,17.3,0.3,0.3,-2.3,0.0,0.6,0.06,0.0,0.354,11,2018
Daniel Hamilton,OKC,6.0,0.0,4.7,0.455,0.4,0.5,0.545,0.0,0.8,1.3,0.2,0.0,2.0,18.2,0.545,20.5,9.9,44.2,1.8,0.0,19.9,0.1,0.0,2.3,0.0,0.1,0.169,0.0,0.585,4,2018
Daniel Theis,BOS,63.0,3.0,14.9,0.541,0.31,0.617,0.579,0.753,4.3,0.9,0.5,0.8,5.3,16.1,0.616,21.2,16.0,9.1,1.6,4.3,15.5,1.6,1.9,0.3,0.5,3.5,0.178,0.0,0.671,2,2018
Danilo Gallinari,LAC,21.0,21.0,32.0,0.398,0.324,0.455,0.469,0.931,4.8,2.0,0.6,0.5,15.3,13.8,0.545,14.9,8.3,8.9,0.9,1.2,20.6,0.8,0.4,-0.5,0.3,1.2,0.088,0.0,0.512,10,2018
Danny Green,SAS,70.0,60.0,25.6,0.387,0.363,0.419,0.49,0.769,3.6,1.6,0.9,1.1,8.6,11.4,0.509,13.0,7.7,8.9,1.8,3.7,16.6,0.1,2.9,0.4,1.1,2.9,0.078,0.0,0.573,7,2018
Dante Cunningham,NOP,73.0,25.0,21.4,0.451,0.345,0.541,0.53,0.596,4.1,0.7,0.5,0.4,5.7,10.0,0.539,14.9,10.3,4.3,1.2,1.5,11.6,1.1,1.3,-1.7,0.1,2.4,0.074,0.0,0.585,6,2018
Dante Exum,UTA,14.0,0.0,16.8,0.483,0.278,0.536,0.511,0.806,1.9,3.1,0.6,0.2,8.1,16.7,0.566,10.5,6.3,29.7,1.7,1.1,23.1,0.3,0.3,0.1,0.1,0.7,0.133,0.0,0.585,5,2018
Danuel House Jr.,PHO,23.0,3.0,17.5,0.434,0.259,0.577,0.492,0.806,3.3,1.1,0.3,0.3,6.6,12.4,0.533,17.0,10.1,9.4,0.8,1.2,16.2,0.4,0.1,-1.6,0.0,0.6,0.066,0.0,0.256,15,2018
Dario Šarić,PHI,78.0,73.0,29.6,0.453,0.393,0.501,0.541,0.86,6.7,2.6,0.7,0.3,14.6,15.8,0.582,16.4,12.1,13.0,1.1,0.7,20.9,3.8,2.8,1.3,1.9,6.6,0.137,0.0,0.634,3,2018
Darius Miller,NOP,82.0,3.0,23.7,0.444,0.411,0.535,0.594,0.866,2.0,1.4,0.3,0.2,7.8,9.3,0.617,7.9,4.6,7.5,0.7,0.7,12.8,2.1,0.9,-1.9,0.1,3.0,0.075,0.0,0.585,6,2018
Darrell Arthur,DEN,19.0,1.0,7.4,0.468,0.348,0.583,0.553,0.667,0.8,0.5,0.4,0.2,2.8,8.4,0.559,9.5,6.0,9.3,2.8,1.8,19.5,-0.2,0.1,-5.3,-0.1,0.0,-0.011,0.0,0.561,9,2018
Darren Collison,IND,69.0,64.0,29.2,0.495,0.468,0.508,0.571,0.882,2.6,5.3,1.3,0.2,12.4,18.8,0.61,7.8,5.0,26.4,2.3,0.7,17.4,5.8,1.8,2.7,2.4,7.6,0.181,0.0,0.585,5,2018
