Player,Team,G,GS,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,TS%,DRB%,TRB%,AST%,STL%,BLK%,USG%,OWS,DWS,BPM,VORP,WS,WS/48,Share,W/L%,Seed,Year
Andre Drummond,DET,81.0,81.0,32.3,0.623,0.0,0.625,0.623,0.418,13.2,0.4,1.2,1.6,13.5,22.6,0.599,27.7,22.3,2.2,2.0,4.0,16.7,6.4,3.5,1.4,2.3,9.9,0.182,0.0,.354,11,2014
Andre Iguodala,GSW,63.0,63.0,32.4,0.48,0.354,0.558,0.548,0.652,4.7,4.2,1.5,0.3,9.3,13.7,0.57,12.6,7.8,18.2,2.3,0.7,13.3,2.7,3.1,2.3,2.2,5.8,0.135,0.0,.622,6,2014
Andre Miller,WAS,58.0,2.0,16.9,0.459,0.524,0.452,0.483,0.779,2.2,3.4,0.6,0.2,4.9,13.9,0.534,11.7,7.4,29.2,1.7,0.7,14.5,1.4,0.8,0.8,0.7,2.2,0.108,0.0,.537,6,2014
Andre Roberson,OKC,40.0,16.0,10.0,0.485,0.154,0.564,0.5,0.7,2.4,0.4,0.5,0.2,1.9,9.0,0.518,15.6,13.3,5.2,2.4,2.0,10.1,0.2,0.6,-2.4,0.0,0.8,0.099,0.0,.720,2,2014
Andrea Bargnani,NYK,42.0,39.0,29.9,0.442,0.278,0.487,0.472,0.824,5.3,1.1,0.3,1.2,13.3,14.5,0.51,14.7,10.4,6.1,0.6,3.7,22.4,0.8,0.7,-2.3,-0.1,1.5,0.058,0.0,.451,9,2014
Andrei Kirilenko,BRK,45.0,4.0,19.0,0.513,0.2,0.523,0.516,0.513,3.2,1.6,0.9,0.4,5.0,12.4,0.532,12.7,10.2,13.1,2.4,1.9,14.6,0.4,0.9,-0.4,0.4,1.3,0.07,0.0,.537,5,2014
Andrew Bogut,GSW,67.0,67.0,26.4,0.627,0.0,0.627,0.627,0.344,10.0,1.7,0.7,1.8,7.3,17.0,0.61,29.7,20.7,9.3,1.3,5.2,12.4,2.4,4.0,3.0,2.2,6.5,0.176,0.0,.622,6,2014
Andrew Bynum,IND,26.0,19.0,19.8,0.418,0.0,0.418,0.418,0.755,5.6,1.1,0.2,1.1,8.7,15.2,0.456,20.3,15.8,9.7,0.6,4.7,24.3,-0.2,0.6,-1.9,0.0,0.4,0.038,0.0,.683,1,2014
Andrew Nicholson,ORL,76.0,5.0,15.4,0.429,0.315,0.459,0.462,0.825,3.4,0.3,0.2,0.3,5.7,9.9,0.489,19.5,12.3,3.5,0.8,1.5,19.3,-0.4,1.0,-5.1,-0.9,0.6,0.025,0.0,.280,13,2014
Andris Biedriņš,UTA,6.0,0.0,7.5,1.0,0.0,1.0,1.0,0.167,2.8,0.0,0.0,0.0,0.5,2.4,0.412,39.7,21.8,0.0,0.0,0.0,5.7,-0.1,0.0,-8.2,-0.1,0.0,-0.033,0.0,.305,15,2014
Antawn Jamison,LAC,22.0,0.0,11.3,0.315,0.195,0.412,0.359,0.72,2.5,0.3,0.4,0.1,3.8,7.8,0.408,19.9,12.3,4.1,1.8,0.9,19.6,-0.3,0.4,-4.7,-0.2,0.1,0.019,0.0,.695,3,2014
Anthony Bennett,CLE,52.0,0.0,12.8,0.356,0.245,0.39,0.384,0.638,3.0,0.3,0.4,0.2,4.2,6.9,0.425,18.4,13.1,4.0,1.6,1.0,20.3,-1.1,0.7,-7.4,-0.9,-0.4,-0.028,0.0,.402,10,2014
Anthony Davis,NOP,67.0,66.0,35.2,0.519,0.222,0.522,0.52,0.791,10.0,1.6,1.3,2.8,20.8,26.5,0.582,23.3,16.6,8.0,2.0,6.7,25.2,7.2,3.2,4.8,4.0,10.4,0.212,0.0,.415,12,2014
Anthony Morrow,NOP,76.0,9.0,18.8,0.458,0.451,0.462,0.542,0.828,1.8,0.8,0.5,0.2,8.4,13.9,0.57,9.2,5.7,6.7,1.4,0.7,19.4,2.1,0.3,-0.9,0.4,2.4,0.081,0.0,.415,12,2014
Anthony Randolph,DEN,43.0,5.0,12.3,0.386,0.295,0.435,0.438,0.754,2.8,0.7,0.6,0.4,4.8,12.2,0.499,21.0,12.5,9.1,2.4,2.7,19.8,-0.1,0.7,-0.8,0.2,0.6,0.055,0.0,.439,11,2014
Anthony Tolliver,CHO,64.0,9.0,20.3,0.42,0.413,0.45,0.586,0.805,2.6,0.7,0.3,0.2,6.1,11.0,0.605,11.8,7.3,5.0,0.8,0.9,12.4,1.9,1.3,0.0,0.6,3.2,0.117,0.0,.524,7,2014
Archie Goodwin,PHO,52.0,0.0,10.2,0.455,0.139,0.542,0.47,0.673,1.7,0.4,0.4,0.2,3.7,10.3,0.507,13.0,9.2,5.7,1.9,1.6,19.4,-0.3,0.5,-3.2,-0.2,0.2,0.018,0.0,.585,9,2014
Arinze Onuaku,NOP,5.0,0.0,6.0,0.2,0.0,0.2,0.2,0.5,1.6,0.6,0.0,0.0,0.6,3.8,0.255,23.5,15.4,13.5,0.0,0.0,10.4,0.0,0.0,-5.2,0.0,0.0,-0.044,0.0,.415,12,2014
Arnett Moultrie,PHI,12.0,2.0,15.6,0.421,0.0,0.421,0.421,0.8,2.9,0.2,0.7,0.3,3.0,6.7,0.448,14.4,10.1,1.5,2.1,1.7,10.7,-0.1,0.1,-7.3,-0.3,0.0,0.007,0.0,.232,14,2014
Aron Baynes,SAS,53.0,4.0,9.3,0.436,0.0,0.436,0.436,0.905,2.7,0.6,0.0,0.1,3.0,9.7,0.467,19.4,16.6,9.9,0.2,0.7,19.2,-0.1,0.6,-5.7,-0.5,0.6,0.055,0.0,.756,1,2014
Arron Afflalo,ORL,73.0,73.0,35.0,0.459,0.427,0.473,0.522,0.815,3.6,3.4,0.5,0.0,18.2,16.0,0.574,10.2,5.8,16.9,0.7,0.1,23.3,4.3,1.0,-0.2,1.1,5.3,0.099,0.0,.280,13,2014
Austin Daye,TOR,22.0,1.0,6.7,0.353,0.324,0.387,0.441,0.6,1.2,0.4,0.2,0.2,3.0,11.0,0.456,16.4,10.4,8.2,1.4,2.0,23.7,-0.1,0.2,-3.8,-0.1,0.1,0.047,0.0,.585,3,2014
Austin Rivers,NOP,69.0,4.0,19.4,0.405,0.364,0.416,0.443,0.636,1.9,2.3,0.7,0.1,7.7,11.6,0.482,9.1,5.6,18.7,1.8,0.6,21.3,0.2,0.4,-3.4,-0.5,0.6,0.023,0.0,.415,12,2014
Avery Bradley,BOS,60.0,58.0,30.9,0.438,0.395,0.451,0.485,0.804,3.8,1.4,1.0,0.2,14.8,12.7,0.51,11.2,6.9,8.1,1.7,0.5,23.2,0.4,1.4,-1.9,0.1,1.8,0.046,0.0,.305,12,2014
Ben Gordon,CHO,19.0,0.0,14.7,0.343,0.276,0.367,0.38,0.81,1.4,1.1,0.5,0.1,5.2,6.4,0.422,9.8,5.5,12.2,1.9,0.6,22.9,-0.7,0.3,-6.0,-0.3,-0.3,-0.058,0.0,.524,7,2014
Ben McLemore,SAC,82.0,55.0,26.7,0.376,0.32,0.419,0.446,0.804,2.9,1.0,0.5,0.2,8.8,7.7,0.485,9.5,6.1,5.8,1.0,0.7,16.9,-0.1,0.9,-4.0,-1.1,0.8,0.016,0.0,.341,13,2014
Beno Udrih,NYK,41.0,12.0,15.7,0.438,0.452,0.434,0.492,0.833,1.4,2.8,0.6,0.1,4.9,12.7,0.523,9.2,5.4,28.0,1.9,0.5,17.2,0.5,0.3,-1.8,0.0,0.8,0.061,0.0,.451,9,2014
Bernard James,DAL,30.0,0.0,4.9,0.478,0.0,0.5,0.478,0.545,1.4,0.1,0.1,0.3,0.9,8.5,0.503,21.2,16.6,2.8,1.1,4.5,11.8,0.0,0.2,-4.9,-0.1,0.1,0.04,0.0,.598,8,2014
Bismack Biyombo,CHO,77.0,9.0,13.9,0.611,0.0,0.611,0.611,0.517,4.8,0.1,0.1,1.1,2.9,13.3,0.606,27.6,19.3,1.1,0.3,6.3,9.6,1.1,2.1,-1.2,0.2,3.2,0.144,0.0,.524,7,2014
Blake Griffin,LAC,80.0,80.0,35.8,0.528,0.273,0.537,0.533,0.715,9.5,3.9,1.2,0.6,24.1,23.9,0.583,21.2,14.7,19.2,1.6,1.4,29.0,8.1,4.1,4.5,4.7,12.2,0.205,0.347,.695,3,2014
Boris Diaw,SAS,79.0,24.0,25.0,0.521,0.402,0.549,0.559,0.739,4.1,2.8,0.6,0.4,9.1,14.1,0.578,13.8,9.3,16.3,1.1,1.2,17.0,2.3,2.6,1.3,1.6,4.9,0.12,0.0,.756,1,2014
Bradley Beal,WAS,73.0,73.0,34.7,0.419,0.402,0.426,0.479,0.788,3.7,3.3,1.0,0.2,17.1,14.3,0.507,10.2,6.3,16.0,1.4,0.6,24.3,1.6,2.4,-0.4,1.0,4.0,0.076,0.0,.537,6,2014
Brandan Wright,DAL,58.0,0.0,18.6,0.677,0.0,0.677,0.677,0.726,4.2,0.5,0.6,0.9,9.1,23.5,0.695,15.1,13.1,4.7,1.5,4.2,17.4,4.1,1.0,3.4,1.5,5.1,0.227,0.0,.598,8,2014
Brandon Bass,BOS,82.0,73.0,27.6,0.486,0.333,0.487,0.487,0.858,5.7,1.1,0.4,0.9,11.1,15.0,0.549,15.9,11.8,6.4,0.8,2.4,18.2,3.2,1.9,-1.1,0.5,5.1,0.107,0.0,.305,12,2014
Brandon Davies,PHI,51.0,0.0,11.3,0.422,0.2,0.441,0.43,0.642,2.1,0.5,0.5,0.2,2.8,7.5,0.476,13.9,10.2,7.1,2.0,1.1,13.7,-0.3,0.4,-6.3,-0.6,0.1,0.008,0.0,.232,14,2014
Brandon Jennings,DET,80.0,79.0,34.1,0.373,0.337,0.397,0.441,0.751,3.0,7.6,1.3,0.1,15.5,15.6,0.486,7.8,4.9,34.4,1.9,0.2,23.4,3.0,0.9,0.1,1.4,3.9,0.068,0.0,.354,11,2014
Brandon Knight,MIL,72.0,69.0,33.3,0.422,0.325,0.466,0.473,0.802,3.5,4.9,1.0,0.2,17.9,16.5,0.523,10.3,6.1,26.6,1.5,0.6,26.8,2.4,0.4,-0.5,0.9,2.8,0.055,0.0,.183,15,2014
Brandon Rush,UTA,38.0,0.0,11.0,0.333,0.34,0.326,0.422,0.6,1.2,0.6,0.1,0.2,2.1,4.1,0.428,11.1,6.1,8.5,0.6,1.7,12.3,-0.5,0.0,-5.6,-0.4,-0.4,-0.05,0.0,.305,15,2014
Brian Roberts,NOP,72.0,42.0,23.2,0.42,0.36,0.447,0.475,0.94,1.9,3.2,0.6,0.1,9.4,13.4,0.529,8.4,4.7,22.1,1.3,0.4,20.0,2.0,0.2,-1.7,0.1,2.2,0.063,0.0,.415,12,2014
Brook Lopez,BRK,17.0,17.0,31.4,0.563,0.0,0.566,0.563,0.817,6.0,0.9,0.5,1.8,20.7,25.4,0.629,14.1,11.5,6.1,0.9,4.8,27.1,1.9,0.5,3.7,0.8,2.3,0.211,0.0,.537,5,2014
Byron Mullens,PHI,45.0,0.0,9.2,0.442,0.371,0.526,0.542,0.5,2.0,0.3,0.3,0.2,4.2,12.8,0.544,18.2,12.1,5.5,1.8,2.1,20.9,0.1,0.4,-1.7,0.0,0.5,0.057,0.0,.232,14,2014
C.J. Miles,CLE,51.0,34.0,19.3,0.435,0.393,0.48,0.537,0.853,2.0,1.0,0.9,0.3,9.9,16.0,0.569,9.9,5.9,9.1,2.4,1.3,22.0,1.5,0.9,2.4,1.1,2.5,0.122,0.0,.402,10,2014
C.J. Watson,IND,63.0,5.0,18.9,0.437,0.366,0.492,0.516,0.784,1.6,1.7,1.0,0.1,6.6,13.0,0.555,7.4,4.8,14.4,2.6,0.5,16.6,1.1,2.1,1.3,1.0,3.2,0.13,0.0,.683,1,2014
CJ McCollum,POR,38.0,0.0,12.5,0.416,0.375,0.449,0.5,0.676,1.3,0.7,0.4,0.1,5.3,9.0,0.521,9.2,5.4,8.7,1.5,0.3,20.9,-0.2,0.3,-3.4,-0.2,0.2,0.019,0.0,.659,4,2014
Carl Landry,SAC,18.0,1.0,12.9,0.517,0.0,0.517,0.517,0.824,3.2,0.3,0.2,0.1,4.2,11.2,0.563,20.6,13.8,3.4,0.7,0.3,14.5,0.3,0.1,-3.1,-0.1,0.4,0.088,0.0,.341,13,2014
Carlos Boozer,CHI,76.0,76.0,28.2,0.456,0.0,0.457,0.456,0.767,8.3,1.6,0.7,0.3,13.7,14.4,0.489,25.9,16.8,10.9,1.3,0.8,26.3,-0.9,4.3,-2.1,-0.1,3.4,0.076,0.0,.585,4,2014
Carmelo Anthony,NYK,77.0,77.0,38.7,0.452,0.402,0.469,0.503,0.848,8.1,3.1,1.2,0.7,27.4,24.4,0.561,19.4,12.3,15.8,1.7,1.5,32.4,8.1,2.5,5.0,5.3,10.7,0.172,0.003,.451,9,2014
Caron Butler,OKC,56.0,13.0,25.3,0.394,0.394,0.395,0.485,0.84,4.1,1.5,0.8,0.3,10.5,12.2,0.512,16.8,9.2,9.6,1.7,1.0,20.1,0.6,1.2,-1.4,0.2,1.8,0.062,0.0,.720,2,2014
Carrick Felix,CLE,7.0,0.0,5.4,0.5,0.4,0.556,0.571,0.75,0.9,0.6,0.0,0.0,2.7,13.3,0.603,15.1,8.9,18.2,0.0,0.0,23.2,0.0,0.0,-3.4,0.0,0.0,0.057,0.0,.402,10,2014
Cartier Martin,CHI,59.0,6.0,14.7,0.42,0.391,0.46,0.532,0.738,1.9,0.6,0.5,0.1,5.6,11.0,0.562,12.8,7.3,5.9,1.6,0.6,17.1,0.5,0.8,-1.3,0.2,1.3,0.07,0.0,.585,4,2014
Casper Ware,PHI,9.0,0.0,12.9,0.429,0.333,0.524,0.512,0.833,1.0,1.1,0.9,0.0,5.3,13.0,0.538,8.7,4.2,13.7,3.3,0.0,18.1,0.1,0.1,-2.4,0.0,0.2,0.071,0.0,.232,14,2014
Chandler Parsons,HOU,74.0,74.0,37.6,0.472,0.37,0.528,0.538,0.742,5.5,4.0,1.2,0.4,16.6,15.9,0.565,12.8,8.2,17.3,1.6,0.8,19.3,5.1,2.5,1.7,2.6,7.6,0.131,0.0,.659,5,2014
Channing Frye,PHO,82.0,82.0,28.2,0.432,0.37,0.509,0.535,0.821,5.1,1.2,0.7,0.8,11.1,13.2,0.555,16.6,10.1,6.4,1.3,2.1,17.3,2.9,2.4,0.7,1.6,5.3,0.109,0.0,.585,9,2014
Charlie Villanueva,DET,20.0,0.0,9.0,0.38,0.25,0.583,0.457,0.571,1.7,0.3,0.2,0.2,4.6,12.7,0.469,17.9,10.3,5.5,1.1,2.2,25.0,0.0,0.1,-2.4,0.0,0.1,0.034,0.0,.354,11,2014
Chase Budinger,MIN,41.0,8.0,18.3,0.394,0.35,0.433,0.476,0.821,2.5,0.8,0.5,0.0,6.7,9.7,0.505,12.5,7.5,6.2,1.2,0.2,16.7,0.3,0.6,-2.5,-0.1,0.9,0.059,0.0,.488,10,2014
Chauncey Billups,DET,19.0,7.0,16.3,0.304,0.292,0.323,0.392,0.833,1.5,2.2,0.4,0.1,3.8,5.3,0.427,8.9,4.9,18.7,1.3,0.3,15.1,-0.3,0.1,-5.8,-0.3,-0.3,-0.042,0.0,.354,11,2014
Chris Andersen,MIA,72.0,0.0,19.4,0.644,0.25,0.662,0.649,0.71,5.3,0.3,0.4,1.3,6.6,18.5,0.683,21.7,17.1,2.1,1.2,6.1,13.8,3.8,2.2,1.2,1.1,6.0,0.205,0.0,.659,2,2014
Chris Babb,BOS,14.0,0.0,9.4,0.267,0.222,0.667,0.367,0.0,1.2,0.2,0.4,0.0,1.6,3.7,0.367,11.5,7.3,3.3,2.3,0.0,11.1,-0.1,0.1,-6.1,-0.1,0.0,-0.008,0.0,.305,12,2014
Chris Bosh,MIA,79.0,79.0,32.0,0.516,0.339,0.569,0.555,0.82,6.6,1.1,1.0,1.0,16.2,19.0,0.597,20.3,13.0,5.8,1.7,2.7,22.6,4.6,3.4,0.8,1.8,8.0,0.152,0.0,.659,2,2014
Chris Copeland,IND,41.0,0.0,6.5,0.47,0.418,0.579,0.611,0.714,0.8,0.4,0.1,0.2,3.7,17.6,0.621,10.1,6.8,12.6,0.6,2.0,23.7,0.6,0.4,4.5,0.4,1.0,0.186,0.0,.683,1,2014
Chris Douglas-Roberts,CHO,49.0,8.0,20.7,0.44,0.386,0.5,0.542,0.805,2.4,1.0,0.6,0.3,6.9,12.2,0.588,11.5,6.6,7.9,1.5,1.2,14.7,1.1,1.2,-0.5,0.4,2.4,0.113,0.0,.524,7,2014
Chris Johnson,BOS,40.0,0.0,19.7,0.397,0.339,0.483,0.498,0.86,2.4,0.8,0.7,0.1,6.2,10.8,0.537,9.8,7.0,6.0,1.8,0.4,14.3,0.9,0.5,-1.2,0.2,1.4,0.085,0.0,.305,12,2014
Chris Kaman,LAL,39.0,13.0,18.9,0.509,0.0,0.513,0.509,0.765,5.9,1.5,0.3,1.0,10.4,17.0,0.537,25.4,16.6,14.1,0.7,3.9,26.7,-0.2,0.7,-1.4,0.1,0.5,0.036,0.0,.329,14,2014
Chris Paul,LAC,62.0,62.0,35.0,0.467,0.368,0.498,0.511,0.855,4.3,10.7,2.5,0.1,19.1,25.9,0.58,11.4,6.9,48.9,3.5,0.1,23.7,9.0,3.2,8.6,5.8,12.2,0.27,0.036,.695,3,2014
Chris Singleton,WAS,25.0,0.0,10.0,0.373,0.368,0.375,0.425,0.72,2.2,0.2,0.4,0.1,3.0,8.8,0.481,17.5,12.8,3.5,1.9,1.0,17.2,-0.2,0.3,-4.6,-0.2,0.2,0.033,0.0,.537,6,2014
Chris Smith,NYK,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.7,0.0,0.0,-0.02,0.0,.451,9,2014
Chris Wright,MIL,8.0,0.0,15.8,0.6,0.0,0.618,0.6,0.4,2.5,0.6,0.9,0.6,6.0,16.5,0.577,9.4,9.1,6.9,2.9,3.2,16.7,0.2,0.1,-0.2,0.1,0.3,0.102,0.0,.183,15,2014
Chuck Hayes,TOR,61.0,1.0,12.4,0.431,0.0,0.434,0.431,0.8,3.4,0.6,0.6,0.2,2.2,10.0,0.468,21.8,16.1,6.8,2.3,1.3,10.4,0.2,1.2,-1.8,0.0,1.4,0.086,0.0,.585,3,2014
Cody Zeller,CHO,82.0,3.0,17.3,0.426,0.0,0.427,0.426,0.73,4.3,1.1,0.5,0.5,6.0,13.1,0.498,18.8,14.1,10.4,1.5,2.3,18.9,0.4,2.2,-2.0,0.0,2.6,0.09,0.0,.524,7,2014
Cole Aldrich,NYK,46.0,2.0,7.2,0.541,0.0,0.541,0.541,0.867,2.8,0.3,0.2,0.7,2.0,19.1,0.62,33.8,23.0,6.4,1.3,8.1,13.0,0.6,0.6,1.5,0.3,1.2,0.178,0.0,.451,9,2014
Corey Brewer,MIN,81.0,81.0,32.2,0.481,0.28,0.552,0.517,0.718,2.6,1.7,1.9,0.4,12.3,12.7,0.55,6.2,4.3,7.9,2.9,0.9,16.5,2.4,2.7,-0.2,1.2,5.2,0.095,0.0,.488,10,2014
Cory Joseph,SAS,68.0,19.0,13.8,0.475,0.316,0.502,0.498,0.823,1.6,1.7,0.5,0.2,5.0,14.7,0.558,8.7,6.4,17.2,1.9,1.1,16.9,1.6,1.3,0.9,0.7,2.9,0.148,0.0,.756,1,2014
Courtney Lee,MEM,79.0,47.0,25.0,0.48,0.371,0.531,0.539,0.884,2.4,1.5,0.8,0.4,9.6,13.8,0.574,9.5,5.6,9.3,1.7,1.2,17.0,2.8,1.9,0.9,1.5,4.7,0.114,0.0,.610,7,2014
D.J. Augustin,TOR,71.0,9.0,27.3,0.415,0.401,0.427,0.508,0.885,1.8,4.4,0.7,0.0,13.1,16.2,0.569,6.7,3.8,28.9,1.5,0.1,22.4,3.8,2.4,1.4,1.7,6.2,0.154,0.0,.585,3,2014
D.J. Stephens,MIL,3.0,0.0,5.0,0.429,0.0,0.429,0.429,1.0,1.7,0.0,0.0,0.0,2.3,16.1,0.47,31.6,19.1,0.0,0.0,0.0,22.4,0.0,0.0,1.7,0.0,0.0,0.067,0.0,.183,15,2014
D.J. White,CHO,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,2.4,0.0,22.7,11.3,0.0,5.2,0.0,4.6,0.0,0.0,-5.6,0.0,0.0,0.004,0.0,.524,7,2014
Damian Lillard,POR,82.0,82.0,35.8,0.424,0.394,0.447,0.508,0.871,3.5,5.6,0.8,0.3,20.7,18.6,0.568,9.2,5.3,25.1,1.1,0.5,25.0,7.8,1.8,3.2,3.9,9.6,0.157,0.0,.659,4,2014
Damion James,SAS,5.0,1.0,10.0,0.222,0.0,0.286,0.222,1.0,2.4,0.6,0.0,0.2,1.2,4.1,0.304,23.8,13.5,7.5,0.0,1.4,9.8,-0.1,0.1,-4.7,0.0,0.0,0.01,0.0,.756,1,2014
Daniel Orton,PHI,22.0,4.0,11.4,0.447,0.0,0.447,0.447,0.767,2.8,0.7,0.3,0.7,3.0,10.5,0.54,20.2,13.1,8.5,1.2,5.1,13.2,0.0,0.2,-4.0,-0.1,0.3,0.049,0.0,.232,14,2014
Danny Granger,LAC,41.0,2.0,20.7,0.378,0.336,0.408,0.448,0.94,3.2,1.0,0.3,0.4,8.2,10.9,0.502,12.9,8.8,7.8,0.7,1.5,20.5,0.1,1.2,-1.4,0.1,1.3,0.073,0.0,.695,3,2014
Danny Green,SAS,68.0,59.0,24.3,0.432,0.415,0.46,0.562,0.794,3.4,1.5,1.0,0.9,9.1,13.9,0.58,13.4,7.8,8.9,2.0,2.7,16.7,1.4,2.8,3.2,2.2,4.2,0.122,0.0,.756,1,2014
Dante Cunningham,MIN,81.0,7.0,20.2,0.464,0.0,0.468,0.464,0.567,4.1,1.0,0.8,0.7,6.3,12.6,0.474,14.9,11.0,7.7,1.9,2.7,15.1,0.9,2.0,-0.8,0.5,2.9,0.085,0.0,.488,10,2014
Darius Johnson-Odom,PHI,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.3,0.0,0.0,-23.0,0.0,15.0,7.2,8.5,3.2,0.0,27.9,-0.2,0.0,-27.3,-0.1,-0.2,-0.661,0.0,.232,14,2014
