Player,Team,G,GS,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,TS%,DRB%,TRB%,AST%,STL%,BLK%,USG%,OWS,DWS,BPM,VORP,WS,WS/48,Share,W/L%,Seed,Year
Brandon Rush,GSW,72.0,25.0,14.7,0.427,0.414,0.447,0.552,0.643,2.5,0.8,0.3,0.3,4.2,10.1,0.56,15.4,9.2,7.0,0.9,1.6,12.5,0.8,1.2,-0.8,0.3,2.0,0.09,0.0,0.89,1,2016
Brian Roberts,POR,51.0,0.0,9.2,0.448,0.357,0.48,0.494,0.894,0.8,1.1,0.2,0.0,4.0,13.8,0.552,8.2,4.8,18.6,1.1,0.3,19.8,0.7,0.3,-1.6,0.0,1.0,0.105,0.0,0.537,5,2016
Briante Weber,MIA,7.0,4.0,24.1,0.359,0.0,0.412,0.359,0.75,3.6,3.0,1.3,0.4,4.4,8.9,0.38,11.9,8.4,18.6,2.7,1.6,13.2,-0.2,0.2,-3.7,-0.1,0.0,0.004,0.0,0.585,3,2016
Brook Lopez,BRK,73.0,73.0,33.7,0.511,0.143,0.515,0.512,0.787,7.8,2.0,0.8,1.7,20.6,21.7,0.562,17.2,13.1,10.8,1.2,4.1,27.3,4.5,1.7,1.3,2.1,6.2,0.121,0.0,0.256,14,2016
Bruno Caboclo,TOR,6.0,1.0,7.2,0.083,0.143,0.0,0.125,0.0,0.3,0.2,0.3,0.2,0.5,-7.7,0.125,2.6,2.7,3.2,2.4,1.9,16.9,-0.3,0.0,-17.6,-0.2,-0.3,-0.283,0.0,0.683,2,2016
Bryce Cotton,PHO,8.0,0.0,4.9,0.4,0.0,0.571,0.4,0.0,0.0,0.4,0.4,0.0,1.0,1.7,0.4,0.0,0.0,10.8,3.7,0.0,16.5,-0.2,0.0,-8.8,-0.1,-0.1,-0.168,0.0,0.28,14,2016
Bryce Dejean-Jones,NOP,14.0,11.0,19.9,0.406,0.375,0.432,0.493,0.524,3.4,1.1,0.7,0.1,5.6,9.6,0.505,16.5,9.5,7.7,1.8,0.6,14.1,0.0,0.2,-2.5,0.0,0.2,0.033,0.0,0.366,12,2016
C.J. Miles,IND,64.0,24.0,22.9,0.409,0.367,0.474,0.521,0.75,2.7,1.0,0.8,0.5,11.8,14.0,0.547,11.1,6.5,7.0,1.8,1.6,22.8,1.2,1.9,0.5,0.9,3.1,0.103,0.0,0.549,7,2016
C.J. Watson,ORL,33.0,2.0,19.9,0.343,0.292,0.371,0.394,0.872,2.0,2.7,0.6,0.2,4.3,8.6,0.461,9.6,5.6,18.1,1.4,0.6,12.1,0.2,0.4,-3.0,-0.2,0.6,0.047,0.0,0.427,11,2016
C.J. Wilcox,LAC,23.0,0.0,7.3,0.394,0.391,0.395,0.462,0.75,0.5,0.4,0.4,0.1,3.0,12.9,0.491,7.1,3.9,9.4,3.0,0.9,19.8,0.1,0.2,-1.5,0.0,0.3,0.089,0.0,0.646,4,2016
CJ McCollum,POR,80.0,80.0,34.8,0.448,0.417,0.463,0.517,0.827,3.2,4.3,1.2,0.3,20.8,17.7,0.544,8.3,5.0,21.6,1.7,0.6,27.1,4.4,1.7,1.3,2.3,6.0,0.104,0.0,0.537,5,2016
Cameron Bairstow,CHI,18.0,2.0,5.7,0.325,0.2,0.343,0.338,0.875,1.6,0.3,0.1,0.2,1.9,6.8,0.391,24.0,14.3,8.7,1.0,2.1,20.3,-0.1,0.1,-7.5,-0.1,0.0,-0.004,0.0,0.512,9,2016
Cameron Payne,OKC,57.0,1.0,12.2,0.41,0.324,0.467,0.475,0.792,1.5,1.9,0.6,0.1,5.0,12.9,0.49,11.2,6.6,22.5,2.6,0.7,20.3,0.6,0.8,-0.7,0.2,1.4,0.093,0.0,0.671,3,2016
Carl Landry,PHI,36.0,12.0,15.8,0.556,0.462,0.561,0.568,0.736,4.1,0.9,0.3,0.2,9.8,22.4,0.605,19.2,14.0,11.1,1.0,1.2,24.0,1.8,0.3,1.2,0.5,2.1,0.176,0.0,0.122,15,2016
Carmelo Anthony,NYK,72.0,72.0,35.1,0.434,0.339,0.463,0.474,0.829,7.7,4.2,0.9,0.5,21.8,20.3,0.53,19.5,12.0,21.9,1.3,1.1,29.7,3.9,2.5,3.3,3.4,6.4,0.121,0.0,0.39,13,2016
Caron Butler,SAC,17.0,1.0,10.4,0.424,0.167,0.537,0.449,0.833,1.3,0.6,0.5,0.1,3.7,11.3,0.49,10.4,6.8,8.3,2.5,0.5,16.2,0.1,0.1,-1.8,0.0,0.3,0.071,0.0,0.402,10,2016
Chandler Parsons,DAL,61.0,51.0,29.5,0.492,0.414,0.54,0.571,0.684,4.7,2.8,0.8,0.3,13.7,16.2,0.589,15.6,8.7,16.0,1.3,1.0,20.5,2.6,1.6,2.0,1.8,4.3,0.114,0.0,0.512,6,2016
Channing Frye,ORL,70.0,32.0,17.1,0.438,0.387,0.545,0.569,0.857,3.3,1.0,0.4,0.4,6.1,12.9,0.586,18.6,10.9,8.7,1.2,1.9,15.1,1.6,1.3,0.8,0.8,3.0,0.119,0.0,0.427,11,2016
Charlie Villanueva,DAL,62.0,4.0,10.7,0.382,0.273,0.503,0.454,0.917,2.5,0.4,0.3,0.2,5.1,11.9,0.473,21.1,12.5,6.2,1.4,1.9,25.3,-0.6,0.8,-2.7,-0.1,0.2,0.016,0.0,0.512,6,2016
Chase Budinger,PHO,66.0,2.0,14.1,0.435,0.279,0.523,0.485,0.696,2.3,1.0,0.5,0.2,4.1,10.7,0.514,12.6,8.8,10.2,1.7,0.9,14.5,0.4,1.0,-1.3,0.2,1.4,0.073,0.0,0.28,14,2016
Chris Andersen,MIA,27.0,15.0,14.9,0.528,0.286,0.586,0.556,0.694,3.6,0.4,0.6,0.5,3.9,15.3,0.598,18.2,13.9,4.4,1.9,2.9,10.8,0.8,0.4,0.7,0.3,1.3,0.149,0.0,0.585,3,2016
Chris Bosh,MIA,53.0,53.0,33.5,0.467,0.365,0.508,0.52,0.795,7.4,2.4,0.7,0.6,19.1,20.2,0.571,21.1,12.4,12.1,1.0,1.5,24.7,4.1,2.3,4.0,2.7,6.4,0.172,0.0,0.585,3,2016
Chris Copeland,MIL,24.0,1.0,6.5,0.333,0.278,0.467,0.431,0.857,0.4,0.5,0.1,0.0,2.1,5.4,0.462,6.5,3.7,10.3,0.7,0.0,17.3,-0.1,0.0,-6.4,-0.2,-0.1,-0.017,0.0,0.402,12,2016
Chris Johnson,UTA,70.0,2.0,12.2,0.371,0.273,0.474,0.441,0.81,1.9,0.6,0.5,0.3,2.9,8.2,0.482,14.3,9.0,8.0,2.0,2.0,13.6,-0.1,1.2,-2.0,0.0,1.1,0.059,0.0,0.488,9,2016
Chris Kaman,POR,16.0,2.0,7.0,0.465,0.25,0.487,0.477,1.0,1.5,0.7,0.1,0.1,2.8,11.1,0.496,16.5,11.6,15.8,0.4,0.7,20.4,0.0,0.1,-3.6,0.0,0.1,0.037,0.0,0.537,5,2016
Chris McCullough,BRK,24.0,4.0,15.1,0.404,0.382,0.413,0.463,0.478,2.8,0.4,1.2,0.5,4.7,12.2,0.47,13.6,10.5,3.7,3.9,2.7,16.5,-0.1,0.4,-2.4,0.0,0.3,0.043,0.0,0.256,14,2016
Chris Paul,LAC,74.0,74.0,32.7,0.462,0.371,0.501,0.517,0.896,4.2,10.0,2.1,0.2,19.5,26.2,0.575,12.0,7.0,52.7,3.1,0.4,27.1,9.2,3.5,7.9,6.0,12.7,0.253,0.082,0.646,4,2016
Christian Wood,PHI,17.0,0.0,8.5,0.415,0.364,0.429,0.453,0.619,2.2,0.2,0.3,0.4,3.6,16.4,0.49,19.4,14.3,3.5,1.7,3.7,19.4,0.2,0.1,-0.2,0.1,0.3,0.097,0.0,0.122,15,2016
Chuck Hayes,HOU,2.0,0.0,12.0,0.5,0.0,0.5,0.5,1.0,4.0,1.0,0.0,0.0,2.0,1.6,0.694,37.0,18.4,11.3,0.0,0.0,10.5,0.0,0.0,-8.1,0.0,0.0,-0.016,0.0,0.5,8,2016
Cleanthony Early,NYK,17.0,2.0,9.1,0.3,0.267,0.32,0.35,0.75,1.5,0.4,0.1,0.2,1.8,2.2,0.371,15.4,9.2,5.7,0.7,1.5,14.9,-0.3,0.1,-8.6,-0.3,-0.2,-0.075,0.0,0.39,13,2016
Cliff Alexander,POR,8.0,0.0,4.5,0.5,0.0,0.5,0.5,0.0,0.8,0.0,0.1,0.2,1.2,11.6,0.5,12.1,9.0,0.0,1.4,4.4,13.3,0.0,0.0,0.0,0.0,0.0,0.052,0.0,0.537,5,2016
Clint Capela,HOU,77.0,35.0,19.1,0.582,0.0,0.583,0.582,0.379,6.4,0.6,0.8,1.2,7.0,18.3,0.553,22.7,18.5,5.1,2.0,5.2,16.1,2.4,2.0,-0.4,0.6,4.4,0.144,0.0,0.5,8,2016
Cody Zeller,CHO,73.0,60.0,24.3,0.529,0.1,0.539,0.53,0.754,6.2,1.0,0.8,0.9,8.7,16.1,0.592,19.7,14.0,6.3,1.6,2.9,15.4,3.6,2.7,-0.1,0.9,6.3,0.169,0.0,0.585,6,2016
Cole Aldrich,LAC,60.0,5.0,13.3,0.596,0.0,0.596,0.596,0.714,4.8,0.8,0.8,1.1,5.5,21.3,0.626,27.1,19.6,10.0,2.9,6.7,18.4,1.4,2.0,2.4,0.9,3.5,0.209,0.0,0.646,4,2016
Corey Brewer,HOU,82.0,12.0,20.4,0.384,0.272,0.46,0.439,0.75,2.4,1.3,1.0,0.2,7.2,9.9,0.481,10.4,6.6,10.0,2.5,0.9,17.8,0.1,1.2,-2.9,-0.4,1.2,0.035,0.0,0.5,8,2016
Cory Jefferson,PHO,8.0,0.0,6.2,0.409,0.0,0.429,0.409,0.667,2.0,0.0,0.0,0.1,2.8,12.7,0.446,22.2,17.4,0.0,0.0,1.6,21.0,0.0,0.0,-6.4,-0.1,0.1,0.07,0.0,0.28,14,2016
Cory Joseph,TOR,80.0,4.0,25.6,0.439,0.273,0.478,0.465,0.764,2.6,3.1,0.8,0.2,8.5,12.4,0.512,9.4,5.9,19.3,1.6,0.8,17.0,1.8,1.7,-1.2,0.4,3.5,0.082,0.0,0.683,2,2016
Coty Clarke,BOS,3.0,0.0,2.0,0.5,1.0,0.0,0.75,0.0,0.3,0.0,0.0,0.0,2.0,23.9,0.75,18.0,8.8,0.0,0.0,0.0,35.5,0.0,0.0,16.5,0.0,0.0,0.025,0.0,0.585,5,2016
Courtney Lee,MEM,79.0,65.0,29.5,0.454,0.378,0.493,0.518,0.839,2.6,1.7,1.1,0.4,9.6,11.5,0.551,8.7,4.9,9.1,1.9,1.1,14.7,2.1,1.7,-1.0,0.6,3.9,0.08,0.0,0.512,7,2016
Cristiano Felício,CHI,31.0,4.0,10.4,0.556,0.0,0.588,0.556,0.714,3.3,0.8,0.2,0.4,3.4,17.6,0.601,23.1,16.7,12.1,0.9,3.0,13.7,0.7,0.4,0.3,0.2,1.2,0.175,0.0,0.512,9,2016
D'Angelo Russell,LAL,80.0,48.0,28.2,0.41,0.351,0.447,0.478,0.737,3.4,3.3,1.2,0.2,13.2,13.2,0.507,11.2,6.5,21.2,2.1,0.5,24.1,-0.7,0.7,-2.3,-0.1,0.0,0.001,0.0,0.207,15,2016
D.J. Augustin,OKC,62.0,0.0,19.0,0.423,0.405,0.44,0.52,0.805,1.5,3.2,0.6,0.1,7.5,13.9,0.575,8.0,4.4,25.3,1.6,0.3,18.0,2.0,0.6,-0.4,0.4,2.6,0.106,0.0,0.671,3,2016
Dahntay Jones,CLE,1.0,0.0,42.0,0.429,0.5,0.417,0.464,0.0,5.0,2.0,1.0,2.0,13.0,10.3,0.464,10.7,6.7,7.3,1.2,3.9,15.1,0.0,0.1,-3.0,0.0,0.1,0.096,0.0,0.695,1,2016
Damian Lillard,POR,75.0,75.0,35.7,0.419,0.375,0.45,0.497,0.892,4.0,6.8,0.9,0.4,25.1,22.2,0.56,10.4,6.1,33.6,1.2,0.8,31.3,7.7,1.4,4.4,4.3,9.2,0.165,0.02,0.537,5,2016
Damien Inglis,MIL,20.0,1.0,7.8,0.351,0.231,0.417,0.392,0.875,1.6,0.5,0.3,0.2,1.8,6.7,0.444,21.1,11.4,9.0,2.0,1.6,14.9,-0.2,0.2,-5.6,-0.1,-0.1,-0.024,0.0,0.402,12,2016
Damjan Rudež,MIN,33.0,0.0,8.4,0.403,0.34,0.667,0.54,1.0,0.6,0.3,0.1,0.0,2.3,5.5,0.572,6.2,4.2,5.8,0.5,0.3,12.7,0.1,0.0,-4.8,-0.2,0.1,0.009,0.0,0.354,13,2016
Danilo Gallinari,DEN,53.0,53.0,34.7,0.41,0.364,0.434,0.472,0.868,5.3,2.5,0.8,0.4,19.5,19.0,0.582,14.0,8.5,11.8,1.1,0.8,23.0,5.5,0.9,2.7,2.2,6.3,0.165,0.0,0.402,11,2016
Danny Green,SAS,79.0,79.0,26.1,0.376,0.332,0.448,0.48,0.739,3.8,1.8,1.0,0.8,7.2,10.5,0.492,13.6,8.4,9.3,2.0,2.4,14.6,0.2,4.1,1.1,1.6,4.2,0.099,0.0,0.817,2,2016
Dante Cunningham,NOP,80.0,46.0,24.6,0.451,0.316,0.55,0.518,0.695,3.0,1.0,0.5,0.4,6.0,8.6,0.54,10.4,6.6,5.6,1.1,1.4,11.0,1.5,0.7,-2.8,-0.4,2.1,0.052,0.0,0.366,12,2016
